ticker,call_time,call_side,official_side,correct,initial_fair,initial_remaining_min,initial_distance,initial_signed_distance,three_min_rows,three_min_max_distance_drop,three_min_min_signed_distance,three_min_side_flip
KXBTC15M-26AUG270200-00,2026-08-27 05:49:31.356400+00:00,UP,UP,True,0.8928571428571429,10.477393333333334,122.4200000000128,122.4200000000128,4,0.0,122.4200000000128,False
KXBTC15M-26AUG270230-30,2026-08-27 06:21:50.297288+00:00,UP,DOWN,False,0.8018867924528301,8.161711866666668,121.38999999999942,121.38999999999942,4,71.44999999999709,49.94000000000233,False
KXBTC15M-26AUG270245-45,2026-08-27 06:35:59.424593+00:00,UP,UP,True,0.8018867924528301,9.009590116666669,111.49000000000524,111.49000000000524,4,19.449999999997075,92.04000000000816,False
KXBTC15M-26AUG270300-00,2026-08-27 06:50:17.122122+00:00,UP,UP,True,0.8018867924528301,9.7146313,62.2100000000064,62.2100000000064,4,3.25,58.9600000000064,False
KXBTC15M-26AUG270530-30,2026-08-27 09:21:03.346489+00:00,UP,UP,True,1.0,8.944225183333334,223.77999999999884,223.77999999999884,4,55.01000000000931,168.76999999998952,False
KXBTC15M-26AUG270545-45,2026-08-27 09:33:31.277379+00:00,DOWN,DOWN,True,0.8018867924528301,11.47871035,-157.27999999999884,157.27999999999884,4,0.0,157.27999999999884,False
KXBTC15M-26AUG270600-00,2026-08-27 09:50:57.102514+00:00,DOWN,DOWN,True,0.890625,9.048291433333333,-171.77000000000407,171.77000000000407,4,8.319999999992433,163.45000000001164,False
KXBTC15M-26AUG270615-15,2026-08-27 10:05:11.971972+00:00,UP,DOWN,False,0.8018867924528301,9.800467133333331,104.52999999999884,104.52999999999884,4,0.0,104.52999999999884,False
KXBTC15M-26AUG270630-30,2026-08-27 10:21:49.017428+00:00,UP,DOWN,False,0.8928571428571429,8.183042866666666,101.34999999999128,101.34999999999128,4,200.9499999999971,-99.60000000000582,True
KXBTC15M-26AUG270645-45,2026-08-27 10:36:55.477814+00:00,DOWN,DOWN,True,0.9301075268817204,8.075369766666666,-246.11000000000055,246.11000000000055,4,79.88000000000463,166.22999999999593,False
KXBTC15M-26AUG270845-45,2026-08-27 12:34:14.796385+00:00,DOWN,DOWN,True,0.890625,10.753393583333333,-144.9499999999971,144.9499999999971,4,0.0,144.9499999999971,False
KXBTC15M-26AUG270945-45,2026-08-27 13:33:18.695417+00:00,DOWN,DOWN,True,0.9301075268817204,11.688409716666666,-224.11000000000055,224.11000000000055,4,66.62000000000987,157.4899999999907,False
KXBTC15M-26AUG271000-00,2026-08-27 13:49:18.373037+00:00,DOWN,UP,False,0.8018867924528301,10.693782716666668,-232.4700000000012,232.4700000000012,4,184.0900000000111,48.379999999990105,False
KXBTC15M-26AUG271015-15,2026-08-27 14:04:27.587064+00:00,UP,DOWN,False,0.8018867924528301,10.5402156,181.7100000000064,181.7100000000064,4,155.4100000000035,26.30000000000291,False
KXBTC15M-26AUG271030-30,2026-08-27 14:19:05.369134+00:00,UP,UP,True,0.9301075268817204,10.910514433333333,210.24000000000524,210.24000000000524,4,0.0,210.24000000000524,False
KXBTC15M-26AUG271100-00,2026-08-27 14:48:52.417516+00:00,DOWN,DOWN,True,0.8928571428571429,11.126374733333334,-282.11999999999534,282.11999999999534,4,53.95999999999185,228.1600000000035,False
KXBTC15M-26AUG271145-45,2026-08-27 15:34:29.547961+00:00,DOWN,DOWN,True,0.9301075268817204,10.507533983333332,-184.84999999999127,184.84999999999127,4,29.989999999990687,154.86000000000058,False
KXBTC15M-26AUG271200-00,2026-08-27 15:48:04.695396+00:00,DOWN,DOWN,True,0.9301075268817204,11.9217434,-219.11000000000055,219.11000000000055,4,88.12999999999008,130.98000000001048,False
KXBTC15M-26AUG271245-45,2026-08-27 16:35:15.043892+00:00,DOWN,UP,False,0.8018867924528301,9.749268466666669,-132.9499999999971,132.9499999999971,4,47.970000000001164,84.97999999999593,False
KXBTC15M-26AUG271300-00,2026-08-27 16:51:08.050196+00:00,DOWN,DOWN,True,0.890625,8.865830066666666,-109.2100000000064,109.2100000000064,4,46.93000000000756,62.27999999999884,False
KXBTC15M-26AUG271315-15,2026-08-27 17:03:08.056057+00:00,DOWN,UP,False,0.8018867924528301,11.865732383333333,-145.68000000000757,145.68000000000757,4,76.06000000001222,69.61999999999534,False
KXBTC15M-26AUG271330-30,2026-08-27 17:18:10.401731+00:00,UP,UP,True,0.8018867924528301,11.826637816666668,124.47000000000116,124.47000000000116,4,0.0,124.47000000000116,False
KXBTC15M-26AUG271415-15,2026-08-27 18:06:01.255075+00:00,DOWN,DOWN,True,0.890625,8.979082083333333,-111.41000000000348,111.41000000000348,4,53.77000000000406,57.63999999999942,False
KXBTC15M-26AUG271430-30,2026-08-27 18:21:07.858283+00:00,DOWN,DOWN,True,0.988095238095238,8.869028616666666,-214.60000000000585,214.60000000000585,4,103.07000000000701,111.52999999999884,False
KXBTC15M-26AUG271515-15,2026-08-27 19:06:06.353606+00:00,UP,UP,True,0.8913857806261563,8.894106566666666,102.22000000000116,102.22000000000116,4,7.25,94.97000000000116,False
