delay_seconds,calls,accuracy,wrong_calls,coverage_retained_pct,avg_time_left,median_time_left,avg_actual_delay_seconds,mixed_calls_survived,mixed_calls_removed
0,27,92.5925925925926,2,100.0,4.99410562037037,5.463976833333334,0.0,0,0
15,24,91.66666666666666,2,88.88888888888889,4.918101336111111,5.724921058333333,11.048620999999999,7,3
30,23,95.65217391304348,1,85.18518518518519,4.713768271014493,5.2573547,15.874433565217391,6,4
45,22,100.0,0,81.48148148148148,4.689059796969696,5.4580298166666665,15.00601818181818,5,5
60,22,100.0,0,81.48148148148148,4.636028103030302,5.4580298166666665,18.18791981818182,5,5
