timestamp_utc,ticker,target,side,ask,ask_cents,fair,fair_pct,edge,edge_pct,elapsed_min,remaining_min,distance_target,flip_prob,stay_prob,signal_status,entry_status,attractive_le_50,attractive_le_40,attractive_le_30,edge_10pt_plus,edge_15pt_plus,edge_20pt_plus,final_side,eventual_winner_side
2026-08-23 13:23:00.337610+00:00,KXBTC15M-26AUG230930-30,77314.13,UP,0.909,90.9,0.988095238095238,98.8,0.079095238095238,7.9,8.005626833333332,6.994373166666667,212.76999999998952,0.0119047619047619,0.988095238095238,90%+ LOCK CANDIDATE,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:23:00.337610+00:00,KXBTC15M-26AUG230930-30,77314.13,DOWN,0.092,9.2,0.0119047619047619,1.2,-0.0800952380952381,-8.0,8.005626833333332,6.994373166666667,212.76999999998952,0.0119047619047619,0.988095238095238,90%+ LOCK CANDIDATE,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:27:50.368773+00:00,KXBTC15M-26AUG230930-30,77314.13,UP,0.997,99.7,1.0,100.0,0.0030000000000000027,0.3,12.83947955,2.16052045,221.2899999999936,0.0,1.0,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:27:50.368773+00:00,KXBTC15M-26AUG230930-30,77314.13,DOWN,0.004,0.4,0.0,0.0,-0.004,-0.4,12.83947955,2.16052045,221.2899999999936,0.0,1.0,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:28:20.262556+00:00,KXBTC15M-26AUG230930-30,77314.13,UP,0.999,99.9,1.0,100.0,0.0010000000000000009,0.1,13.337709266666668,1.6622907333333332,178.39999999999418,0.0,1.0,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:28:20.262556+00:00,KXBTC15M-26AUG230930-30,77314.13,DOWN,0.002,0.2,0.0,0.0,-0.002,-0.2,13.337709266666668,1.6622907333333332,178.39999999999418,0.0,1.0,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:28:50.312123+00:00,KXBTC15M-26AUG230930-30,77314.13,UP,1.0,100.0,0.988095238095238,98.8,-0.011904761904761973,-1.2,13.838535383333332,1.161464616666667,163.2899999999936,0.0119047619047619,0.988095238095238,LOCK,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:28:50.312123+00:00,KXBTC15M-26AUG230930-30,77314.13,DOWN,0.001,0.1,0.0119047619047619,1.2,0.0109047619047619,1.1,13.838535383333332,1.161464616666667,163.2899999999936,0.0119047619047619,0.988095238095238,LOCK,NO VALUE,True,True,True,False,False,False,UP,NO
2026-08-23 13:29:20.234172+00:00,KXBTC15M-26AUG230930-30,77314.13,UP,0.999,99.9,0.9487179487179488,94.9,-0.05028205128205121,-5.0,14.3372362,0.6627638,140.17999999999302,0.0512820512820512,0.9487179487179488,LOCK,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:29:20.234172+00:00,KXBTC15M-26AUG230930-30,77314.13,DOWN,0.002,0.2,0.0512820512820512,5.1,0.049282051282051195,4.9,14.3372362,0.6627638,140.17999999999302,0.0512820512820512,0.9487179487179488,LOCK,NO VALUE,True,True,True,False,False,False,UP,NO
2026-08-23 13:29:50.157681+00:00,KXBTC15M-26AUG230930-30,77314.13,UP,1.0,100.0,0.9301075268817204,93.0,-0.06989247311827962,-7.0,14.83596135,0.16403865,129.81999999999243,0.0698924731182795,0.9301075268817204,LOCK,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:29:50.157681+00:00,KXBTC15M-26AUG230930-30,77314.13,DOWN,0.001,0.1,0.0698924731182795,7.0,0.06889247311827949,6.9,14.83596135,0.16403865,129.81999999999243,0.0698924731182795,0.9301075268817204,LOCK,NO VALUE,True,True,True,False,False,False,UP,NO
2026-08-23 13:30:20.203916+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.35,35.0,0.3934426229508196,39.3,0.04344262295081963,4.3,0.3367319333333333,14.663268066666664,-69.93000000000757,0.3934426229508196,0.6065573770491803,RAW,NO VALUE,True,True,False,False,False,False,UP,YES
2026-08-23 13:30:20.203916+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.66,66.0,0.6065573770491803,60.7,-0.053442622950819696,-5.3,0.3367319333333333,14.663268066666664,-69.93000000000757,0.3934426229508196,0.6065573770491803,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:30:50.189128+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.38,38.0,0.3934426229508196,39.3,0.013442622950819605,1.3,0.8364854666666666,14.163514533333334,-75.45000000001164,0.3934426229508196,0.6065573770491803,RAW,NO VALUE,True,True,False,False,False,False,UP,YES
2026-08-23 13:30:50.189128+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.63,63.0,0.6065573770491803,60.7,-0.02344262295081967,-2.3,0.8364854666666666,14.163514533333334,-75.45000000001164,0.3934426229508196,0.6065573770491803,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:31:20.280243+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.29,29.0,0.3934426229508196,39.3,0.10344262295081963,10.3,1.33800405,13.66199595,-75.4600000000064,0.3934426229508196,0.6065573770491803,RAW,NO VALUE,True,True,True,True,False,False,UP,YES
2026-08-23 13:31:20.280243+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.72,72.0,0.6065573770491803,60.7,-0.11344262295081964,-11.3,1.33800405,13.66199595,-75.4600000000064,0.3934426229508196,0.6065573770491803,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:31:50.149817+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.29,29.0,0.7261146496815287,72.6,0.43611464968152874,43.6,1.835830283333333,13.164169716666668,34.470000000001164,0.2738853503184713,0.7261146496815287,LEAN,IDEAL <=50c / LARGE EDGE,True,True,True,True,True,True,UP,YES
2026-08-23 13:31:50.149817+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.72,72.0,0.2738853503184713,27.4,-0.4461146496815287,-44.6,1.835830283333333,13.164169716666668,34.470000000001164,0.2738853503184713,0.7261146496815287,LEAN,IDEAL <=50c / LARGE EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:32:20.317453+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.59,59.0,0.4336734693877551,43.4,-0.15632653061224488,-15.6,2.338624216666666,12.661375783333334,-10.720000000001164,0.4336734693877551,0.5663265306122449,RAW,POSITIVE EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:32:20.317453+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.42,42.0,0.5663265306122449,56.6,0.14632653061224493,14.6,2.338624216666666,12.661375783333334,-10.720000000001164,0.4336734693877551,0.5663265306122449,RAW,POSITIVE EDGE,True,False,False,True,False,False,UP,NO
2026-08-23 13:32:50.199999+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.47,47.0,0.4285714285714285,42.9,-0.04142857142857148,-4.1,2.83666665,12.163333349999998,-25.79000000000815,0.4285714285714285,0.5714285714285714,RAW,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:32:50.199999+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.54,54.0,0.5714285714285714,57.1,0.03142857142857136,3.1,2.83666665,12.163333349999998,-25.79000000000815,0.4285714285714285,0.5714285714285714,RAW,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:33:20.256050+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.42,42.0,0.4336734693877551,43.4,0.0136734693877551,1.4,3.337600833333333,11.662399166666669,-70.29000000000815,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,True,False,False,False,False,False,UP,YES
2026-08-23 13:33:20.256050+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.59,59.0,0.5663265306122449,56.6,-0.023673469387755053,-2.4,3.337600833333333,11.662399166666669,-70.29000000000815,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:33:50.243914+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.38,38.0,0.4285714285714285,42.9,0.04857142857142849,4.9,3.8373985666666655,11.162601433333332,-44.88999999999942,0.4285714285714285,0.5714285714285714,RAW,NO VALUE,True,True,False,False,False,False,UP,YES
2026-08-23 13:33:50.243914+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.63,63.0,0.5714285714285714,57.1,-0.05857142857142861,-5.9,3.8373985666666655,11.162601433333332,-44.88999999999942,0.4285714285714285,0.5714285714285714,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:34:20.137563+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.34,34.0,0.4336734693877551,43.4,0.09367346938775506,9.4,4.33562605,10.66437395,-48.80000000000291,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,True,True,False,False,False,False,UP,YES
2026-08-23 13:34:20.137563+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.67,67.0,0.5663265306122449,56.6,-0.10367346938775512,-10.4,4.33562605,10.66437395,-48.80000000000291,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:34:50.316167+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.31,31.0,0.4285714285714285,42.9,0.1185714285714285,11.9,4.838602783333333,10.161397216666668,-64.0,0.4285714285714285,0.5714285714285714,RAW,NO VALUE,True,True,False,True,False,False,UP,YES
2026-08-23 13:34:50.316167+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.7,70.0,0.5714285714285714,57.1,-0.12857142857142856,-12.9,4.838602783333333,10.161397216666668,-64.0,0.4285714285714285,0.5714285714285714,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:35:20.219294+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.29,29.0,0.3652173913043478,36.5,0.07521739130434785,7.5,5.336988233333333,9.663011766666669,-102.20000000001164,0.3652173913043478,0.6347826086956522,RAW,NO VALUE,True,True,True,False,False,False,UP,YES
2026-08-23 13:35:20.219294+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.72,72.0,0.6347826086956522,63.5,-0.0852173913043478,-8.5,5.336988233333333,9.663011766666669,-102.20000000001164,0.3652173913043478,0.6347826086956522,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:35:50.202293+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.27,27.0,0.2738853503184713,27.4,0.003885350318471259,0.4,5.836704883333334,9.163295116666664,-102.19000000000231,0.2738853503184713,0.7261146496815287,LEAN,NO VALUE,True,True,True,False,False,False,UP,YES
2026-08-23 13:35:50.202293+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.74,74.0,0.7261146496815287,72.6,-0.013885350318471268,-1.4,5.836704883333334,9.163295116666664,-102.19000000000231,0.2738853503184713,0.7261146496815287,LEAN,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:36:20.190782+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.29,29.0,0.4285714285714285,42.9,0.1385714285714285,13.9,6.3365130333333335,8.663486966666666,-21.98000000001048,0.4285714285714285,0.5714285714285714,RAW,NO VALUE,True,True,True,True,False,False,UP,YES
2026-08-23 13:36:20.190782+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.72,72.0,0.5714285714285714,57.1,-0.14857142857142858,-14.9,6.3365130333333335,8.663486966666666,-21.98000000001048,0.4285714285714285,0.5714285714285714,RAW,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:36:50.206941+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.5,50.0,0.6065573770491803,60.7,0.10655737704918034,10.7,6.836782349999999,8.16321765,12.389999999999418,0.3934426229508196,0.6065573770491803,RAW,POSITIVE EDGE,True,False,False,True,False,False,UP,YES
2026-08-23 13:36:50.206941+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.51,51.0,0.3934426229508196,39.3,-0.1165573770491804,-11.7,6.836782349999999,8.16321765,12.389999999999418,0.3934426229508196,0.6065573770491803,RAW,POSITIVE EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:37:20.160031+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.5,50.0,0.6065573770491803,60.7,0.10655737704918034,10.7,7.336000516666667,7.663999483333333,15.470000000001164,0.3934426229508196,0.6065573770491803,RAW,POSITIVE EDGE,True,False,False,True,False,False,UP,YES
2026-08-23 13:37:20.160031+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.51,51.0,0.3934426229508196,39.3,-0.1165573770491804,-11.7,7.336000516666667,7.663999483333333,15.470000000001164,0.3934426229508196,0.6065573770491803,RAW,POSITIVE EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:37:50.270640+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.51,51.0,0.6347826086956522,63.5,0.12478260869565216,12.5,7.837844,7.162156,22.94999999999709,0.3652173913043478,0.6347826086956522,RAW,POSITIVE EDGE,False,False,False,True,False,False,UP,YES
2026-08-23 13:37:50.270640+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.5,50.0,0.3652173913043478,36.5,-0.13478260869565217,-13.5,7.837844,7.162156,22.94999999999709,0.3652173913043478,0.6347826086956522,RAW,POSITIVE EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:38:20.351838+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.55,55.0,0.6347826086956522,63.5,0.08478260869565213,8.5,8.3391973,6.6608027000000005,20.04999999998836,0.3652173913043478,0.6347826086956522,RAW,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:38:20.351838+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.46,46.0,0.3652173913043478,36.5,-0.09478260869565219,-9.5,8.3391973,6.6608027000000005,20.04999999998836,0.3652173913043478,0.6347826086956522,RAW,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:38:50.203207+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.59,59.0,0.7261146496815287,72.6,0.13611464968152875,13.6,8.836720116666667,6.163279883333333,54.419999999998254,0.2738853503184713,0.7261146496815287,LEAN,POSITIVE EDGE,False,False,False,True,False,False,UP,YES
2026-08-23 13:38:50.203207+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.42,42.0,0.2738853503184713,27.4,-0.1461146496815287,-14.6,8.836720116666667,6.163279883333333,54.419999999998254,0.2738853503184713,0.7261146496815287,LEAN,POSITIVE EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:39:20.267707+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.71,71.0,0.7593984962406015,75.9,0.04939849624060155,4.9,9.337795116666666,5.662204883333334,88.79999999998836,0.2406015037593984,0.7593984962406015,LEAN,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:39:20.267707+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.3,30.0,0.2406015037593984,24.1,-0.05939849624060159,-5.9,9.337795116666666,5.662204883333334,88.79999999998836,0.2406015037593984,0.7593984962406015,LEAN,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:39:50.130792+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.88,88.0,0.8928571428571429,89.3,0.0128571428571429,1.3,9.8355132,5.164486800000001,119.36000000000058,0.1071428571428571,0.8928571428571429,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:39:50.130792+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.13,13.0,0.1071428571428571,10.7,-0.02285714285714291,-2.3,9.8355132,5.164486800000001,119.36000000000058,0.1071428571428571,0.8928571428571429,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:40:20.148195+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.9,90.0,0.9301075268817204,93.0,0.03010752688172036,3.0,10.33580325,4.66419675,136.4499999999971,0.0698924731182795,0.9301075268817204,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:40:20.148195+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.11,11.0,0.0698924731182795,7.0,-0.04010752688172051,-4.0,10.33580325,4.66419675,136.4499999999971,0.0698924731182795,0.9301075268817204,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:40:50.185220+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.89,89.0,0.9301075268817204,93.0,0.04010752688172037,4.0,10.836420333333333,4.163579666666667,97.94000000000231,0.0698924731182795,0.9301075268817204,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,YES
