timestamp_utc,ticker,target,side,ask,ask_cents,fair,fair_pct,edge,edge_pct,elapsed_min,remaining_min,distance_target,flip_prob,stay_prob,signal_status,entry_status,attractive_le_50,attractive_le_40,attractive_le_30,edge_10pt_plus,edge_15pt_plus,edge_20pt_plus,final_side,eventual_winner_side
2026-08-23 13:40:50.185220+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.12,12.0,0.0698924731182795,7.0,-0.0501075268817205,-5.0,10.836420333333333,4.163579666666667,97.94000000000231,0.0698924731182795,0.9301075268817204,LOCK,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:41:20.218330+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.93,93.0,0.7593984962406015,75.9,-0.17060150375939853,-17.1,11.336972166666667,3.663027833333333,67.08000000000175,0.2406015037593984,0.7593984962406015,LEAN,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:41:20.218330+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.071,7.1,0.2406015037593984,24.1,0.16960150375939842,17.0,11.336972166666667,3.663027833333333,67.08000000000175,0.2406015037593984,0.7593984962406015,LEAN,NO VALUE,True,True,True,True,True,False,UP,NO
2026-08-23 13:41:50.340079+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.9,90.0,0.890625,89.1,-0.009375000000000022,-0.9,11.839001316666666,3.160998683333333,67.08000000000175,0.109375,0.890625,STRONG,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:41:50.340079+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.11,11.0,0.109375,10.9,-0.0006250000000000006,-0.1,11.839001316666666,3.160998683333333,67.08000000000175,0.109375,0.890625,STRONG,NO VALUE,False,False,False,False,False,False,UP,NO
2026-08-23 13:42:20.343296+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.87,87.0,0.8018867924528301,80.2,-0.06811320754716987,-6.8,12.339054933333331,2.6609450666666663,48.33999999999651,0.1981132075471698,0.8018867924528301,STRONG,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:42:20.343296+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.14,14.0,0.1981132075471698,19.8,0.05811320754716978,5.8,12.339054933333331,2.6609450666666663,48.33999999999651,0.1981132075471698,0.8018867924528301,STRONG,NO VALUE,True,True,True,False,False,False,UP,NO
2026-08-23 13:42:50.151053+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.87,87.0,0.890625,89.1,0.020625000000000004,2.1,12.835850883333334,2.1641491166666667,45.72000000000117,0.109375,0.890625,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:42:50.151053+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.14,14.0,0.109375,10.9,-0.030625000000000013,-3.1,12.835850883333334,2.1641491166666667,45.72000000000117,0.109375,0.890625,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:43:20.243514+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.89,89.0,0.890625,89.1,0.0006249999999999867,0.1,13.3373919,1.6626081,34.7899999999936,0.109375,0.890625,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:43:20.243514+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.12,12.0,0.109375,10.9,-0.010624999999999996,-1.1,13.3373919,1.6626081,34.7899999999936,0.109375,0.890625,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:43:50.202505+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.89,89.0,0.890625,89.1,0.0006249999999999867,0.1,13.836708416666664,1.1632915833333333,32.5399999999936,0.109375,0.890625,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,YES
2026-08-23 13:43:50.202505+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.12,12.0,0.109375,10.9,-0.010624999999999996,-1.1,13.836708416666664,1.1632915833333333,32.5399999999936,0.109375,0.890625,STRONG,SMALL EDGE,False,False,False,False,False,False,UP,NO
2026-08-23 13:44:20.244102+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.966,96.6,0.8928571428571429,89.3,-0.07314285714285707,-7.3,14.3374017,0.6625983000000001,29.629999999990105,0.1071428571428571,0.8928571428571429,STRONG,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:44:20.244102+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.035,3.5,0.1071428571428571,10.7,0.07214285714285709,7.2,14.3374017,0.6625983000000001,29.629999999990105,0.1071428571428571,0.8928571428571429,STRONG,NO VALUE,True,True,True,False,False,False,UP,NO
2026-08-23 13:44:50.253341+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,0.999,99.9,0.9301075268817204,93.0,-0.06889247311827962,-6.9,14.837555683333331,0.1624443166666666,56.90999999998894,0.0698924731182795,0.9301075268817204,LOCK,NO VALUE,False,False,False,False,False,False,UP,YES
2026-08-23 13:44:50.253341+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,0.002,0.2,0.0698924731182795,7.0,0.06789247311827949,6.8,14.837555683333331,0.1624443166666666,56.90999999998894,0.0698924731182795,0.9301075268817204,LOCK,NO VALUE,True,True,True,False,False,False,UP,NO
2026-08-23 13:45:20.398349+00:00,KXBTC15M-26AUG231000-00,77498.04,UP,0.5,50.0,0.4336734693877551,43.4,-0.06632653061224492,-6.6,0.3399724833333333,14.660027516666666,-39.88999999999942,0.4336734693877551,0.5663265306122449,RAW,SMALL EDGE,False,False,False,False,False,False,DOWN,NO
2026-08-23 13:45:20.398349+00:00,KXBTC15M-26AUG231000-00,77498.04,DOWN,0.51,51.0,0.5663265306122449,56.6,0.05632653061224491,5.6,0.3399724833333333,14.660027516666666,-39.88999999999942,0.4336734693877551,0.5663265306122449,RAW,SMALL EDGE,False,False,False,False,False,False,DOWN,YES
2026-08-23 13:45:50.333521+00:00,KXBTC15M-26AUG231000-00,77498.04,UP,0.34,34.0,0.4336734693877551,43.4,0.09367346938775506,9.4,0.8388920166666666,14.161107983333332,-43.729999999995925,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,True,True,False,False,False,False,DOWN,NO
2026-08-23 13:45:50.333521+00:00,KXBTC15M-26AUG231000-00,77498.04,DOWN,0.67,67.0,0.5663265306122449,56.6,-0.10367346938775512,-10.4,0.8388920166666666,14.161107983333332,-43.729999999995925,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,False,False,False,False,False,False,DOWN,YES
2026-08-23 13:46:20.166116+00:00,KXBTC15M-26AUG231000-00,77498.04,UP,0.39,39.0,0.4336734693877551,43.4,0.04367346938775507,4.4,1.3361019333333333,13.663898066666668,-44.21999999998661,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,True,True,False,False,False,False,DOWN,NO
2026-08-23 13:46:20.166116+00:00,KXBTC15M-26AUG231000-00,77498.04,DOWN,0.62,62.0,0.5663265306122449,56.6,-0.05367346938775508,-5.4,1.3361019333333333,13.663898066666668,-44.21999999998661,0.4336734693877551,0.5663265306122449,RAW,NO VALUE,False,False,False,False,False,False,DOWN,YES
2026-08-23 13:46:50.300294+00:00,KXBTC15M-26AUG231000-00,77498.04,UP,0.45,45.0,0.4336734693877551,43.4,-0.016326530612244927,-1.6,1.838338233333333,13.161661766666668,-13.15999999998894,0.4336734693877551,0.5663265306122449,RAW,SMALL EDGE,False,False,False,False,False,False,DOWN,NO
2026-08-23 13:46:50.300294+00:00,KXBTC15M-26AUG231000-00,77498.04,DOWN,0.56,56.0,0.5663265306122449,56.6,0.006326530612244863,0.6,1.838338233333333,13.161661766666668,-13.15999999998894,0.4336734693877551,0.5663265306122449,RAW,SMALL EDGE,False,False,False,False,False,False,DOWN,YES
2026-08-23 14:26:13.883152+00:00,KXBTC15M-26AUG231030-30,77542.94,UP,0.11,11.0,0.1981132075471698,19.8,0.0881132075471698,8.8,11.231385866666669,3.7686141333333336,-61.16000000000349,0.1981132075471698,0.8018867924528301,STRONG,NO VALUE,True,True,True,False,False,False,DOWN,NO
2026-08-23 14:26:13.883152+00:00,KXBTC15M-26AUG231030-30,77542.94,DOWN,0.9,90.0,0.8018867924528301,80.2,-0.0981132075471699,-9.8,11.231385866666669,3.7686141333333336,-61.16000000000349,0.1981132075471698,0.8018867924528301,STRONG,NO VALUE,False,False,False,False,False,False,DOWN,YES
2026-08-23 14:26:43.773641+00:00,KXBTC15M-26AUG231030-30,77542.94,UP,0.16,16.0,0.0119047619047619,1.2,-0.1480952380952381,-14.8,11.729560683333334,3.2704393166666668,-80.97000000000116,0.0119047619047619,0.988095238095238,LOCK,POSITIVE EDGE,False,False,False,False,False,False,DOWN,NO
2026-08-23 14:26:43.773641+00:00,KXBTC15M-26AUG231030-30,77542.94,DOWN,0.85,85.0,0.988095238095238,98.8,0.13809523809523805,13.8,11.729560683333334,3.2704393166666668,-80.97000000000116,0.0119047619047619,0.988095238095238,LOCK,POSITIVE EDGE,False,False,False,True,False,False,DOWN,YES
2026-08-23 14:27:13.806716+00:00,KXBTC15M-26AUG231030-30,77542.94,UP,0.077,7.7,0.0698924731182795,7.0,-0.007107526881720505,-0.7,12.230111933333337,2.7698880666666668,-69.65000000000873,0.0698924731182795,0.9301075268817204,LOCK,SMALL EDGE,False,False,False,False,False,False,DOWN,NO
2026-08-23 14:27:13.806716+00:00,KXBTC15M-26AUG231030-30,77542.94,DOWN,0.924,92.4,0.9301075268817204,93.0,0.006107526881720338,0.6,12.230111933333337,2.7698880666666668,-69.65000000000873,0.0698924731182795,0.9301075268817204,LOCK,SMALL EDGE,False,False,False,False,False,False,DOWN,YES
2026-08-23 14:27:43.674927+00:00,KXBTC15M-26AUG231030-30,77542.94,UP,0.062,6.2,0.0119047619047619,1.2,-0.050095238095238095,-5.0,12.72791545,2.27208455,-69.61000000000058,0.0119047619047619,0.988095238095238,LOCK,SMALL EDGE,False,False,False,False,False,False,DOWN,NO
2026-08-23 14:27:43.674927+00:00,KXBTC15M-26AUG231030-30,77542.94,DOWN,0.94,94.0,0.988095238095238,98.8,0.04809523809523808,4.8,12.72791545,2.27208455,-69.61000000000058,0.0119047619047619,0.988095238095238,LOCK,SMALL EDGE,False,False,False,False,False,False,DOWN,YES
2026-08-23 14:28:13.742725+00:00,KXBTC15M-26AUG231030-30,77542.94,UP,0.022,2.2,0.0,0.0,-0.022,-2.2,13.229045416666668,1.7709545833333336,-79.47000000000116,0.0,1.0,LOCK,SMALL EDGE,False,False,False,False,False,False,DOWN,NO
2026-08-23 14:28:13.742725+00:00,KXBTC15M-26AUG231030-30,77542.94,DOWN,0.98,98.0,1.0,100.0,0.020000000000000018,2.0,13.229045416666668,1.7709545833333336,-79.47000000000116,0.0,1.0,LOCK,SMALL EDGE,False,False,False,False,False,False,DOWN,YES
