ticker,target_brti,final_brti,result,target_cb_close,target_cb_ohlc4,target_cb_hl2,final_cb_close,final_cb_ohlc4,final_cb_hl2,target_err_close,final_err_close,target_err_ohlc4,final_err_ohlc4,target_err_hl2,final_err_hl2
KXBTC15M-26AUG161330-30,63155.57,63130.02,no,63150.67,63148.802500000005,63149.869999999995,63120.97,63120.777500000004,63120.91,-4.900000000001455,-9.049999999995634,-6.76749999999447,-9.242499999993015,-5.700000000004366,-9.109999999993306
KXBTC15M-26AUG161345-45,63130.02,63077.19,no,63120.97,63120.777500000004,63120.91,63053.13,63065.442500000005,63065.44,-9.049999999995634,-24.060000000004948,-9.242499999993015,-11.747499999997672,-9.109999999993306,-11.75
KXBTC15M-26AUG161400-00,63077.19,63090.61,yes,63053.13,63065.442500000005,63065.44,63087.41,63087.280000000006,63087.28,-24.060000000004948,-3.1999999999970896,-11.747499999997672,-3.3299999999944703,-11.75,-3.3300000000017462
KXBTC15M-26AUG161415-15,63090.61,63074.42,no,63087.41,63087.280000000006,63087.28,63071.22,63067.4775,63067.48,-3.1999999999970896,-3.1999999999970896,-3.3299999999944703,-6.942499999997381,-3.3300000000017462,-6.939999999995052
KXBTC15M-26AUG161430-30,63074.42,63092.45,yes,63071.22,63067.4775,63067.48,63091.67,63090.425,63089.515,-3.1999999999970896,-0.7799999999988358,-6.942499999997381,-2.0249999999941792,-6.939999999995052,-2.9349999999976717
KXBTC15M-26AUG161445-45,63092.45,63081.5,no,63091.67,63090.425,63089.515,63070.01,63074.03,63074.82,-0.7799999999988358,-11.489999999997963,-2.0249999999941792,-7.470000000001164,-2.9349999999976717,-6.680000000000291
KXBTC15M-26AUG161500-00,63081.5,63078.77,no,63070.01,63074.03,63074.82,63074.29,63074.2925,63074.295,-11.489999999997963,-4.4799999999959255,-7.470000000001164,-4.477499999993597,-6.680000000000291,-4.474999999998545
KXBTC15M-26AUG161515-15,63078.77,63112.89,yes,63074.29,63074.2925,63074.295,63104.6,63109.41,63109.395000000004,-4.4799999999959255,-8.290000000000873,-4.477499999993597,-3.4799999999959255,-4.474999999998545,-3.4949999999953434
KXBTC15M-26AUG161530-30,63112.89,63153.87,yes,63104.6,63109.41,63109.395000000004,63153.23,63153.21,63153.295,-8.290000000000873,-0.6399999999994179,-3.4799999999959255,-0.6600000000034925,-3.4949999999953434,-0.5750000000043656
KXBTC15M-26AUG161545-45,63153.87,63109.3,no,63153.23,63153.21,63153.295,63093.82,63110.98,63108.55,-0.6399999999994179,-15.480000000003201,-0.6600000000034925,1.680000000000291,-0.5750000000043656,-0.75
KXBTC15M-26AUG161600-00,63109.3,63048.28,no,63093.82,63110.98,63108.55,63040.17,63036.86,63036.64,-15.480000000003201,-8.110000000000582,1.680000000000291,-11.419999999998254,-0.75,-11.639999999999418
KXBTC15M-26AUG161615-15,63048.28,63070.59,yes,63040.17,63036.86,63036.64,63062.5,63067.12,63067.115000000005,-8.110000000000582,-8.089999999996508,-11.419999999998254,-3.469999999993888,-11.639999999999418,-3.474999999991269
KXBTC15M-26AUG161630-30,63070.59,63033.28,no,63062.5,63067.12,63067.115000000005,63024.66,63023.832500000004,63023.83,-8.089999999996508,-8.619999999995343,-3.469999999993888,-9.447499999994761,-3.474999999991269,-9.44999999999709
KXBTC15M-26AUG161645-45,63033.28,63007.89,no,63024.66,63023.832500000004,63023.83,63000.92,63001.89,63003.66,-8.619999999995343,-6.970000000001164,-9.447499999994761,-6.0,-9.44999999999709,-4.2299999999959255
KXBTC15M-26AUG161700-00,63007.89,63004.31,no,63000.92,63001.89,63003.66,63000.74,63000.925,63001.115000000005,-6.970000000001164,-3.569999999999709,-6.0,-3.3849999999947613,-4.2299999999959255,-3.194999999992433
KXBTC15M-26AUG161715-15,63004.31,62996.02,no,63000.74,63000.925,63001.115000000005,62994.68,62991.225,62990.91,-3.569999999999709,-1.3399999999965075,-3.3849999999947613,-4.794999999998254,-3.194999999992433,-5.109999999993306
KXBTC15M-26AUG161730-30,62996.02,62973.91,no,62994.68,62991.225,62990.91,62963.83,62971.94,62971.94,-1.3399999999965075,-10.080000000001746,-4.794999999998254,-1.9700000000011642,-5.109999999993306,-1.9700000000011642
KXBTC15M-26AUG161745-45,62973.91,62866.06,no,62963.83,62971.94,62971.94,62871.83,62863.6125,62859.92,-10.080000000001746,5.7700000000040745,-1.9700000000011642,-2.4474999999947613,-1.9700000000011642,-6.139999999999418
KXBTC15M-26AUG161800-00,62866.06,62880.64,yes,62871.83,62863.6125,62859.92,62861.54,62874.402500000004,62874.405,5.7700000000040745,-19.099999999998545,-2.4474999999947613,-6.237499999995634,-6.139999999999418,-6.235000000000582
KXBTC15M-26AUG161815-15,62880.64,62863.83,no,62861.54,62874.402500000004,62874.405,62860.73,62852.7725,62854.115000000005,-19.099999999998545,-3.099999999998545,-6.237499999995634,-11.05750000000262,-6.235000000000582,-9.714999999996508
KXBTC15M-26AUG161830-30,62863.83,62784.9,no,62860.73,62852.7725,62854.115000000005,62780.01,62773.885,62773.08,-3.099999999998545,-4.889999999999418,-11.05750000000262,-11.014999999999418,-9.714999999996508,-11.819999999999709
KXBTC15M-26AUG161845-45,62784.9,62717.71,no,62780.01,62773.885,62773.08,62716.95,62707.807499999995,62710.045,-4.889999999999418,-0.7600000000020373,-11.014999999999418,-9.902500000003783,-11.819999999999709,-7.665000000000873
KXBTC15M-26AUG161900-00,62717.71,62834.67,yes,62716.95,62707.807499999995,62710.045,62850.0,62835.99,62833.875,-0.7600000000020373,15.330000000001746,-9.902500000003783,1.319999999999709,-7.665000000000873,-0.7949999999982538
KXBTC15M-26AUG161915-15,62834.67,62825.47,no,62850.0,62835.99,62833.875,62771.75,62803.1475,62803.145000000004,15.330000000001746,-53.720000000001164,1.319999999999709,-22.322500000002037,-0.7949999999982538,-22.32499999999709
KXBTC15M-26AUG161930-30,62825.47,62773.11,no,62771.75,62803.1475,62803.145000000004,62777.9,62767.67,62767.925,-53.720000000001164,4.790000000000873,-22.322500000002037,-5.440000000002328,-22.32499999999709,-5.184999999997672
KXBTC15M-26AUG161945-45,62773.11,62835.4,yes,62777.9,62767.67,62767.925,62829.52,62831.1625,62830.845,4.790000000000873,-5.880000000004657,-5.440000000002328,-4.23750000000291,-5.184999999997672,-4.555000000000291
KXBTC15M-26AUG162000-00,62835.4,62832.31,no,62829.52,62831.1625,62830.845,62836.66,62826.61,62826.61,-5.880000000004657,4.350000000005821,-4.23750000000291,-5.69999999999709,-4.555000000000291,-5.69999999999709
KXBTC15M-26AUG162015-15,62832.31,62829.29,no,62836.66,62826.61,62826.61,62842.67,62830.11,62829.18,4.350000000005821,13.37999999999738,-5.69999999999709,0.819999999999709,-5.69999999999709,-0.11000000000058208
KXBTC15M-26AUG162030-30,62829.29,62790.39,no,62842.67,62830.11,62829.18,62798.83,62782.77500000001,62782.775,13.37999999999738,8.440000000002328,0.819999999999709,-7.614999999990687,-0.11000000000058208,-7.614999999997963
KXBTC15M-26AUG162045-45,62790.39,62861.43,yes,62798.83,62782.77500000001,62782.775,62881.05,62848.485,62850.17,8.440000000002328,19.62000000000262,-7.614999999990687,-12.944999999999709,-7.614999999997963,-11.260000000002037
KXBTC15M-26AUG162100-00,62861.43,62848.6,no,62881.05,62848.485,62850.17,62840.55,62844.6525,62845.385,19.62000000000262,-8.049999999995634,-12.944999999999709,-3.9475000000020373,-11.260000000002037,-3.2149999999965075
KXBTC15M-26AUG162115-15,62848.6,63006.91,yes,62840.55,62844.6525,62845.385,62973.0,62996.39,62996.4,-8.049999999995634,-33.91000000000349,-3.9475000000020373,-10.520000000004075,-3.2149999999965075,-10.510000000002037
KXBTC15M-26AUG162130-30,63006.91,63050.76,yes,62973.0,62996.39,62996.4,63049.32,63048.427500000005,63048.015,-33.91000000000349,-1.4400000000023283,-10.520000000004075,-2.3324999999967986,-10.510000000002037,-2.7450000000026193
KXBTC15M-26AUG162145-45,63050.76,63137.44,yes,63049.32,63048.427500000005,63048.015,63149.63,63139.025,63138.38,-1.4400000000023283,12.189999999995052,-2.3324999999967986,1.5849999999991269,-2.7450000000026193,0.9399999999950523
KXBTC15M-26AUG162200-00,63137.44,63053.84,no,63149.63,63139.025,63138.38,63042.04,63045.6425,63045.89,12.189999999995052,-11.799999999995634,1.5849999999991269,-8.197499999994761,0.9399999999950523,-7.94999999999709
KXBTC15M-26AUG162215-15,63053.84,63020.2,no,63042.04,63045.6425,63045.89,63014.62,63014.455,63014.28999999999,-11.799999999995634,-5.57999999999447,-8.197499999994761,-5.744999999995343,-7.94999999999709,-5.9100000000034925
KXBTC15M-26AUG162230-30,63020.2,63122.33,yes,63014.62,63014.455,63014.28999999999,63112.73,63115.2225,63115.5,-5.57999999999447,-9.599999999998545,-5.744999999995343,-7.107499999998254,-5.9100000000034925,-6.830000000001746
KXBTC15M-26AUG162245-45,63122.33,63196.0,yes,63112.73,63115.2225,63115.5,63191.98,63195.450000000004,63193.95,-9.599999999998545,-4.019999999996799,-7.107499999998254,-0.5499999999956344,-6.830000000001746,-2.0500000000029104
KXBTC15M-26AUG162300-00,63196.0,63337.39,yes,63191.98,63195.450000000004,63193.95,63337.5,63332.9875,63332.315,-4.019999999996799,0.11000000000058208,-0.5499999999956344,-4.4024999999965075,-2.0500000000029104,-5.07499999999709
KXBTC15M-26AUG162315-15,63337.39,63346.28,yes,63337.5,63332.9875,63332.315,63347.88,63337.625,63337.55,0.11000000000058208,1.5999999999985448,-4.4024999999965075,-8.654999999998836,-5.07499999999709,-8.729999999995925
KXBTC15M-26AUG162330-30,63346.28,63300.06,no,63347.88,63337.625,63337.55,63291.58,63289.1125,63289.115,1.5999999999985448,-8.479999999995925,-8.654999999998836,-10.947499999994761,-8.729999999995925,-10.944999999999709
KXBTC15M-26AUG162345-45,63300.06,63297.15,no,63291.58,63289.1125,63289.115,63287.0,63287.29,63287.135,-8.479999999995925,-10.150000000001455,-10.947499999994761,-9.860000000000582,-10.944999999999709,-10.014999999999418
KXBTC15M-26AUG170000-00,63297.15,63372.82,yes,63287.0,63287.29,63287.135,63367.81,63364.2825,63364.28,-10.150000000001455,-5.010000000002037,-9.860000000000582,-8.537499999998545,-10.014999999999418,-8.540000000000873
KXBTC15M-26AUG170015-15,63372.82,63441.68,yes,63367.81,63364.2825,63364.28,63418.59,63429.2425,63429.38,-5.010000000002037,-23.090000000003783,-8.537499999998545,-12.4375,-8.540000000000873,-12.30000000000291
KXBTC15M-26AUG170030-30,63441.68,63443.17,yes,63418.59,63429.2425,63429.38,63451.21,63441.665,63439.744999999995,-23.090000000003783,8.040000000000873,-12.4375,-1.5049999999973807,-12.30000000000291,-3.4250000000029104
KXBTC15M-26AUG170045-45,63443.17,63441.03,no,63451.21,63441.665,63439.744999999995,63430.7,63434.7025,63435.97,8.040000000000873,-10.330000000001746,-1.5049999999973807,-6.327499999999418,-3.4250000000029104,-5.059999999997672
KXBTC15M-26AUG170100-00,63441.03,63480.63,yes,63430.7,63434.7025,63435.97,63479.99,63474.315,63474.315,-10.330000000001746,-0.6399999999994179,-6.327499999999418,-6.314999999995052,-5.059999999997672,-6.314999999995052
KXBTC15M-26AUG170115-15,63480.63,63485.16,yes,63479.99,63474.315,63474.315,63467.67,63468.259999999995,63470.84,-0.6399999999994179,-17.49000000000524,-6.314999999995052,-16.90000000000873,-6.314999999995052,-14.320000000006985
KXBTC15M-26AUG170130-30,63485.16,63431.62,no,63467.67,63468.259999999995,63470.84,63429.44,63426.7175,63426.285,-17.49000000000524,-2.180000000000291,-16.90000000000873,-4.9025000000037835,-14.320000000006985,-5.334999999999127
KXBTC15M-26AUG170145-45,63431.62,63410.88,no,63429.44,63426.7175,63426.285,63403.94,63401.457500000004,63402.07,-2.180000000000291,-6.939999999995052,-4.9025000000037835,-9.422499999993306,-5.334999999999127,-8.809999999997672
KXBTC15M-26AUG170200-00,63410.88,63461.77,yes,63403.94,63401.457500000004,63402.07,63456.6,63456.4325,63456.43,-6.939999999995052,-5.169999999998254,-9.422499999993306,-5.337499999994179,-8.809999999997672,-5.3399999999965075
KXBTC15M-26AUG170215-15,63461.77,63522.16,yes,63456.6,63456.4325,63456.43,63514.67,63511.155,63511.725,-5.169999999998254,-7.490000000005239,-5.337499999994179,-11.005000000004657,-5.3399999999965075,-10.435000000004948
KXBTC15M-26AUG170230-30,63522.16,63526.59,yes,63514.67,63511.155,63511.725,63518.07,63519.2275,63520.84,-7.490000000005239,-8.519999999996799,-11.005000000004657,-7.362499999995634,-10.435000000004948,-5.75
KXBTC15M-26AUG170245-45,63526.59,63545.57,yes,63518.07,63519.2275,63520.84,63540.56,63540.595,63540.595,-8.519999999996799,-5.010000000002037,-7.362499999995634,-4.974999999998545,-5.75,-4.974999999998545
KXBTC15M-26AUG170300-00,63545.57,63609.35,yes,63540.56,63540.595,63540.595,63603.34,63604.252499999995,63603.84,-5.010000000002037,-6.010000000002037,-4.974999999998545,-5.0975000000034925,-4.974999999998545,-5.510000000002037
KXBTC15M-26AUG170315-15,63609.35,63531.49,no,63603.34,63604.252499999995,63603.84,63525.33,63522.197499999995,63522.2,-6.010000000002037,-6.1599999999962165,-5.0975000000034925,-9.292500000003201,-5.510000000002037,-9.290000000000873
KXBTC15M-26AUG170330-30,63531.49,63532.22,yes,63525.33,63522.197499999995,63522.2,63522.0,63521.432499999995,63522.259999999995,-6.1599999999962165,-10.220000000001164,-9.292500000003201,-10.78750000000582,-9.290000000000873,-9.960000000006403
KXBTC15M-26AUG170345-45,63532.22,63484.88,no,63522.0,63521.432499999995,63522.259999999995,63471.96,63479.93,63479.93,-10.220000000001164,-12.919999999998254,-10.78750000000582,-4.94999999999709,-9.960000000006403,-4.94999999999709
KXBTC15M-26AUG170400-00,63484.88,63486.76,yes,63471.96,63479.93,63479.93,63461.46,63475.0525,63471.765,-12.919999999998254,-25.30000000000291,-4.94999999999709,-11.707500000004075,-4.94999999999709,-14.99500000000262
KXBTC15M-26AUG170415-15,63486.76,63374.26,no,63461.46,63475.0525,63471.765,63366.22,63366.8525,63366.854999999996,-25.30000000000291,-8.040000000000873,-11.707500000004075,-7.407500000001164,-14.99500000000262,-7.405000000006112
KXBTC15M-26AUG170430-30,63374.26,63362.51,no,63366.22,63366.8525,63366.854999999996,63352.9,63352.43,63352.43,-8.040000000000873,-9.610000000000582,-7.407500000001164,-10.080000000001746,-7.405000000006112,-10.080000000001746
KXBTC15M-26AUG170445-45,63362.51,63313.66,no,63352.9,63352.43,63352.43,63301.37,63301.6425,63300.985,-9.610000000000582,-12.290000000000873,-10.080000000001746,-12.017500000001746,-10.080000000001746,-12.67500000000291
KXBTC15M-26AUG170500-00,63313.66,63317.69,yes,63301.37,63301.6425,63300.985,63307.86,63309.84,63309.36,-12.290000000000873,-9.830000000001746,-12.017500000001746,-7.850000000005821,-12.67500000000291,-8.330000000001746
KXBTC15M-26AUG170515-15,63317.69,63358.06,yes,63307.86,63309.84,63309.36,63350.73,63351.66,63352.435,-9.830000000001746,-7.32999999999447,-7.850000000005821,-6.399999999994179,-8.330000000001746,-5.625
KXBTC15M-26AUG170530-30,63358.06,63313.62,no,63350.73,63351.66,63352.435,63302.74,63305.4575,63306.8,-7.32999999999447,-10.880000000004657,-6.399999999994179,-8.16250000000582,-5.625,-6.819999999999709
KXBTC15M-26AUG170545-45,63313.62,63243.33,no,63302.74,63305.4575,63306.8,63233.57,63233.67,63233.774999999994,-10.880000000004657,-9.760000000002037,-8.16250000000582,-9.660000000003492,-6.819999999999709,-9.555000000007567
KXBTC15M-26AUG170600-00,63243.33,63250.47,yes,63233.57,63233.67,63233.774999999994,63246.2,63246.192500000005,63245.47,-9.760000000002037,-4.2700000000040745,-9.660000000003492,-4.2774999999965075,-9.555000000007567,-5.0
KXBTC15M-26AUG170615-15,63250.47,63269.21,yes,63246.2,63246.192500000005,63245.47,63259.99,63259.432499999995,63257.955,-4.2700000000040745,-9.220000000001164,-4.2774999999965075,-9.777500000003783,-5.0,-11.25499999999738
KXBTC15M-26AUG170630-30,63269.21,63321.73,yes,63259.99,63259.432499999995,63257.955,63382.52,63337.094999999994,63337.095,-9.220000000001164,60.7899999999936,-9.777500000003783,15.364999999990687,-11.25499999999738,15.364999999997963
KXBTC15M-26AUG170645-45,63321.73,63549.29,yes,63382.52,63337.094999999994,63337.095,63560.8,63529.69499999999,63531.99,60.7899999999936,11.510000000002037,15.364999999990687,-19.59500000000844,15.364999999997963,-17.30000000000291
KXBTC15M-26AUG170700-00,63549.29,63619.2,yes,63560.8,63529.69499999999,63531.99,63614.74,63612.1875,63612.515,11.510000000002037,-4.459999999999127,-19.59500000000844,-7.01249999999709,-17.30000000000291,-6.684999999997672
KXBTC15M-26AUG170715-15,63619.2,63598.73,no,63614.74,63612.1875,63612.515,63591.29,63594.135,63596.979999999996,-4.459999999999127,-7.440000000002328,-7.01249999999709,-4.595000000001164,-6.684999999997672,-1.750000000007276
KXBTC15M-26AUG170730-30,63598.73,63594.12,no,63591.29,63594.135,63596.979999999996,63594.41,63589.68750000001,63590.615000000005,-7.440000000002328,0.2900000000008731,-4.595000000001164,-4.432499999995343,-1.750000000007276,-3.5049999999973807
KXBTC15M-26AUG170745-45,63594.12,63628.7,yes,63594.41,63589.68750000001,63590.615000000005,63626.5,63626.5125,63626.520000000004,0.2900000000008731,-2.1999999999970896,-4.432499999995343,-2.1875,-3.5049999999973807,-2.179999999993015
KXBTC15M-26AUG170800-00,63628.7,63555.74,no,63626.5,63626.5125,63626.520000000004,63557.05,63544.167499999996,63543.67,-2.1999999999970896,1.3100000000049477,-2.1875,-11.572500000002037,-2.179999999993015,-12.069999999999709
KXBTC15M-26AUG170815-15,63555.74,63603.91,yes,63557.05,63544.167499999996,63543.67,63598.84,63594.8575,63594.384999999995,1.3100000000049477,-5.070000000006985,-11.572500000002037,-9.052500000005239,-12.069999999999709,-9.525000000008731
KXBTC15M-26AUG170830-30,63603.91,63519.43,no,63598.84,63594.8575,63594.384999999995,63505.88,63507.3375,63505.854999999996,-5.070000000006985,-13.55000000000291,-9.052500000005239,-12.092499999998836,-9.525000000008731,-13.575000000004366
KXBTC15M-26AUG170845-45,63519.43,63511.27,no,63505.88,63507.3375,63505.854999999996,63498.5,63497.2975,63497.655,-13.55000000000291,-12.769999999996799,-12.092499999998836,-13.972499999996217,-13.575000000004366,-13.614999999997963
KXBTC15M-26AUG170900-00,63511.27,63491.68,no,63498.5,63497.2975,63497.655,63478.24,63489.185,63489.185,-12.769999999996799,-13.440000000002328,-13.972499999996217,-2.4950000000026193,-13.614999999997963,-2.4950000000026193
KXBTC15M-26AUG170915-15,63491.68,63501.6,yes,63478.24,63489.185,63489.185,63481.41,63488.7425,63488.695,-13.440000000002328,-20.189999999995052,-2.4950000000026193,-12.857499999998254,-2.4950000000026193,-12.904999999998836
KXBTC15M-26AUG170930-30,63501.6,63426.45,no,63481.41,63488.7425,63488.695,63412.31,63411.9125,63414.825,-20.189999999995052,-14.139999999999418,-12.857499999998254,-14.537499999998545,-12.904999999998836,-11.625
KXBTC15M-26AUG170945-45,63426.45,63606.47,yes,63412.31,63411.9125,63414.825,63578.73,63608.405000000006,63607.62,-14.139999999999418,-27.739999999997963,-14.537499999998545,1.9350000000049477,-11.625,1.1500000000014552
KXBTC15M-26AUG171000-00,63606.47,63600.85,no,63578.73,63608.405000000006,63607.62,63603.12,63600.3475,63595.055,-27.739999999997963,2.2700000000040745,1.9350000000049477,-0.5024999999950523,1.1500000000014552,-5.794999999998254
KXBTC15M-26AUG171015-15,63600.85,63623.99,yes,63603.12,63600.3475,63595.055,63629.98,63622.61,63617.42999999999,2.2700000000040745,5.990000000005239,-0.5024999999950523,-1.3799999999973807,-5.794999999998254,-6.560000000004948
KXBTC15M-26AUG171030-30,63623.99,63556.0,no,63629.98,63622.61,63617.42999999999,63550.47,63543.622500000005,63546.17,5.990000000005239,-5.529999999998836,-1.3799999999973807,-12.377499999995052,-6.560000000004948,-9.830000000001746
KXBTC15M-26AUG171045-45,63556.0,63558.83,yes,63550.47,63543.622500000005,63546.17,63551.41,63546.887500000004,63547.545,-5.529999999998836,-7.419999999998254,-12.377499999995052,-11.94249999999738,-9.830000000001746,-11.285000000003492
KXBTC15M-26AUG171100-00,63558.83,63810.87,yes,63551.41,63546.887500000004,63547.545,63828.95,63803.35249999999,63804.1,-7.419999999998254,18.07999999999447,-11.94249999999738,-7.517500000009022,-11.285000000003492,-6.7700000000040745
KXBTC15M-26AUG171115-15,63810.87,63828.24,yes,63828.95,63803.35249999999,63804.1,63814.51,63823.55,63821.744999999995,18.07999999999447,-13.729999999995925,-7.517500000009022,-4.689999999995052,-6.7700000000040745,-6.495000000002619
KXBTC15M-26AUG171130-30,63828.24,64001.62,yes,63814.51,63823.55,63821.744999999995,63987.5,64008.24,64008.645,-13.729999999995925,-14.12000000000262,-4.689999999995052,6.619999999995343,-6.495000000002619,7.024999999994179
KXBTC15M-26AUG171145-45,64001.62,64037.84,yes,63987.5,64008.24,64008.645,64025.0,64035.705,64035.705,-14.12000000000262,-12.839999999996508,6.619999999995343,-2.1349999999947613,7.024999999994179,-2.1349999999947613
KXBTC15M-26AUG171200-00,64037.84,64126.65,yes,64025.0,64035.705,64035.705,64141.46,64120.61,64121.615000000005,-12.839999999996508,14.809999999997672,-2.1349999999947613,-6.040000000000873,-2.1349999999947613,-5.0349999999962165
KXBTC15M-26AUG171215-15,64126.65,64032.42,no,64141.46,64120.61,64121.615000000005,64014.88,64022.31,64021.25,14.809999999997672,-17.540000000000873,-6.040000000000873,-10.110000000000582,-5.0349999999962165,-11.169999999998254
KXBTC15M-26AUG171230-30,64032.42,64048.55,yes,64014.88,64022.31,64021.25,64034.92,64036.60249999999,64036.875,-17.540000000000873,-13.630000000004657,-10.110000000000582,-11.947500000009313,-11.169999999998254,-11.67500000000291
KXBTC15M-26AUG171245-45,64048.55,64045.14,no,64034.92,64036.60249999999,64036.875,64030.66,64038.152500000004,64036.0,-13.630000000004657,-14.479999999995925,-11.947500000009313,-6.987499999995634,-11.67500000000291,-9.139999999999418
KXBTC15M-26AUG171300-00,64045.14,64068.52,yes,64030.66,64038.152500000004,64036.0,64060.35,64059.645,64059.30499999999,-14.479999999995925,-8.169999999998254,-6.987499999995634,-8.875,-9.139999999999418,-9.215000000003783
KXBTC15M-26AUG171315-15,64068.52,63957.03,no,64060.35,64059.645,64059.30499999999,63932.73,63948.3075,63948.23,-8.169999999998254,-24.299999999995634,-8.875,-8.722499999996217,-9.215000000003783,-8.799999999995634
KXBTC15M-26AUG171330-30,63957.03,64179.14,yes,63932.73,63948.3075,63948.23,64154.29,64162.2725,64163.979999999996,-24.299999999995634,-24.849999999998545,-8.722499999996217,-16.86750000000029,-8.799999999995634,-15.160000000003492
KXBTC15M-26AUG171345-45,64179.14,64199.08,yes,64154.29,64162.2725,64163.979999999996,64173.39,64186.270000000004,64185.634999999995,-24.849999999998545,-25.69000000000233,-16.86750000000029,-12.809999999997672,-15.160000000003492,-13.445000000006985
KXBTC15M-26AUG171400-00,64199.08,64289.16,yes,64173.39,64186.270000000004,64185.634999999995,64276.81,64281.975,64281.79,-25.69000000000233,-12.35000000000582,-12.809999999997672,-7.185000000004948,-13.445000000006985,-7.370000000002619
KXBTC15M-26AUG171415-15,64289.16,64330.19,yes,64276.81,64281.975,64281.79,64324.23,64321.592500000006,64324.955,-12.35000000000582,-5.959999999999127,-7.185000000004948,-8.597499999996217,-7.370000000002619,-5.235000000000582
KXBTC15M-26AUG171430-30,64330.19,64442.58,yes,64324.23,64321.592500000006,64324.955,64437.05,64437.807499999995,64434.575,-5.959999999999127,-5.529999999998836,-8.597499999996217,-4.772500000006403,-5.235000000000582,-8.005000000004657
KXBTC15M-26AUG171445-45,64442.58,64412.86,no,64437.05,64437.807499999995,64434.575,64404.0,64403.0125,64405.185,-5.529999999998836,-8.860000000000582,-4.772500000006403,-9.847500000003492,-8.005000000004657,-7.67500000000291
KXBTC15M-26AUG171500-00,64412.86,64382.15,no,64404.0,64403.0125,64405.185,64380.58,64377.8775,64376.93,-8.860000000000582,-1.569999999999709,-9.847500000003492,-4.272499999999127,-7.67500000000291,-5.220000000001164
KXBTC15M-26AUG171515-15,64382.15,64293.66,no,64380.58,64377.8775,64376.93,64279.5,64288.3625,64288.375,-1.569999999999709,-14.160000000003492,-4.272499999999127,-5.297500000000582,-5.220000000001164,-5.2850000000034925
KXBTC15M-26AUG171530-30,64293.66,64363.36,yes,64279.5,64288.3625,64288.375,64353.3,64362.66,64362.66,-14.160000000003492,-10.059999999997672,-5.297500000000582,-0.6999999999970896,-5.2850000000034925,-0.6999999999970896
KXBTC15M-26AUG171545-45,64363.36,64330.2,no,64353.3,64362.66,64362.66,64323.59,64324.3275,64318.43,-10.059999999997672,-6.610000000000582,-0.6999999999970896,-5.872499999997672,-0.6999999999970896,-11.769999999996799
KXBTC15M-26AUG171600-00,64330.2,64274.97,no,64323.59,64324.3275,64318.43,64262.0,64269.905,64273.97,-6.610000000000582,-12.970000000001164,-5.872499999997672,-5.065000000002328,-11.769999999996799,-1.0
KXBTC15M-26AUG171615-15,64274.97,64257.84,no,64262.0,64269.905,64273.97,64260.7,64255.697499999995,64255.7,-12.970000000001164,2.860000000000582,-5.065000000002328,-2.1425000000017462,-1.0,-2.139999999999418
KXBTC15M-26AUG171630-30,64257.84,64369.67,yes,64260.7,64255.697499999995,64255.7,64371.76,64375.4875,64377.854999999996,2.860000000000582,2.0900000000037835,-2.1425000000017462,5.817500000004657,-2.139999999999418,8.184999999997672
KXBTC15M-26AUG171645-45,64369.67,64345.3,no,64371.76,64375.4875,64377.854999999996,64345.31,64345.27,64345.195,2.0900000000037835,0.00999999999476131,5.817500000004657,-0.030000000006111804,8.184999999997672,-0.10500000000320142
KXBTC15M-26AUG171700-00,64345.3,64349.35,yes,64345.31,64345.27,64345.195,64341.77,64347.3525,64347.695,0.00999999999476131,-7.580000000001746,-0.030000000006111804,-1.9974999999976717,-0.10500000000320142,-1.6549999999988358
KXBTC15M-26AUG171715-15,64349.35,64329.11,no,64341.77,64347.3525,64347.695,64327.65,64321.67249999999,64322.009999999995,-7.580000000001746,-1.4599999999991269,-1.9974999999976717,-7.437500000007276,-1.6549999999988358,-7.100000000005821
KXBTC15M-26AUG171730-30,64329.11,64285.01,no,64327.65,64321.67249999999,64322.009999999995,64276.78,64277.1175,64276.65,-1.4599999999991269,-8.230000000003201,-7.437500000007276,-7.892500000001746,-7.100000000005821,-8.360000000000582
KXBTC15M-26AUG171745-45,64285.01,64300.35,yes,64276.78,64277.1175,64276.65,64286.09,64308.7275,64309.415,-8.230000000003201,-14.260000000002037,-7.892500000001746,8.377500000002328,-8.360000000000582,9.065000000002328
KXBTC15M-26AUG171800-00,64300.35,64337.58,yes,64286.09,64308.7275,64309.415,64335.03,64334.65,64336.68,-14.260000000002037,-2.5500000000029104,8.377500000002328,-2.930000000000291,9.065000000002328,-0.9000000000014552
KXBTC15M-26AUG171815-15,64337.58,64272.68,no,64335.03,64334.65,64336.68,64263.74,64263.635,64264.955,-2.5500000000029104,-8.940000000002328,-2.930000000000291,-9.044999999998254,-0.9000000000014552,-7.724999999998545
KXBTC15M-26AUG171830-30,64272.68,64255.93,no,64263.74,64263.635,64264.955,64241.17,64245.167499999996,64247.545,-8.940000000002328,-14.760000000002037,-9.044999999998254,-10.762500000004366,-7.724999999998545,-8.385000000002037
KXBTC15M-26AUG171845-45,64255.93,64262.87,yes,64241.17,64245.167499999996,64247.545,64253.09,64253.0875,64253.085,-14.760000000002037,-9.780000000006112,-10.762500000004366,-9.782500000001164,-8.385000000002037,-9.785000000003492
