ticker,target_brti,final_brti,result,target_cb_close,target_cb_ohlc4,target_cb_hl2,final_cb_close,final_cb_ohlc4,final_cb_hl2,target_err_close,final_err_close,target_err_ohlc4,final_err_ohlc4,target_err_hl2,final_err_hl2
KXBTC15M-26AUG151845-45,63081.75,63086.63,yes,63083.97,63079.6,63079.384999999995,63085.49,63085.11749999999,63084.104999999996,2.220000000001164,-1.139999999999418,-2.150000000001455,-1.5125000000043656,-2.3650000000052387,-2.525000000001455
KXBTC15M-26AUG151900-00,63086.63,63069.18,no,63085.49,63085.11749999999,63084.104999999996,63061.68,63061.729999999996,63061.774999999994,-1.139999999999418,-7.5,-1.5125000000043656,-7.450000000004366,-2.525000000001455,-7.405000000006112
KXBTC15M-26AUG151915-15,63069.18,63069.34,yes,63061.68,63061.729999999996,63061.774999999994,63064.62,63064.81,63065.11,-7.5,-4.719999999993888,-7.450000000004366,-4.529999999998836,-7.405000000006112,-4.2299999999959255
KXBTC15M-26AUG151930-30,63069.34,63048.26,no,63064.62,63064.81,63065.11,63039.0,63038.3525,63036.479999999996,-4.719999999993888,-9.260000000002037,-4.529999999998836,-9.907500000001164,-4.2299999999959255,-11.780000000006112
KXBTC15M-26AUG151945-45,63048.26,63039.87,no,63039.0,63038.3525,63036.479999999996,63034.16,63034.1725,63034.729999999996,-9.260000000002037,-5.709999999999127,-9.907500000001164,-5.697500000002037,-11.780000000006112,-5.140000000006694
KXBTC15M-26AUG152000-00,63039.87,63025.47,no,63034.16,63034.1725,63034.729999999996,63018.75,63018.1875,63017.97,-5.709999999999127,-6.720000000001164,-5.697500000002037,-7.282500000001164,-5.140000000006694,-7.5
KXBTC15M-26AUG152015-15,63025.47,63009.2,no,63018.75,63018.1875,63017.97,62999.03,63001.28,63001.33500000001,-6.720000000001164,-10.169999999998254,-7.282500000001164,-7.919999999998254,-7.5,-7.864999999990687
KXBTC15M-26AUG152030-30,63009.2,63011.16,yes,62999.03,63001.28,63001.33500000001,63003.41,63003.7975,63004.19,-10.169999999998254,-7.75,-7.919999999998254,-7.36250000000291,-7.864999999990687,-6.970000000001164
KXBTC15M-26AUG152045-45,63011.16,63013.5,yes,63003.41,63003.7975,63004.19,63005.46,63005.782499999994,63005.774999999994,-7.75,-8.040000000000873,-7.36250000000291,-7.717500000006112,-6.970000000001164,-7.725000000005821
KXBTC15M-26AUG152100-00,63013.5,63019.27,yes,63005.46,63005.782499999994,63005.774999999994,63012.93,63015.17,63015.17,-8.040000000000873,-6.3399999999965075,-7.717500000006112,-4.099999999998545,-7.725000000005821,-4.099999999998545
