ask_max,fair_min,edge_min,min_tl,max_tl,min_gap,min_ratio,persistence,strengthening,side_agree,calls,contracts,coverage,accuracy,avg_ask,median_ask,avg_time_left,median_time_left,avg_fair,avg_edge,validation_rank
0.3,0.6,0.08,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1001
0.3,0.6,0.08,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1002
0.3,0.6,0.08,2.0,12.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1003
0.3,0.6,0.08,2.0,12.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1004
0.3,0.6,0.08,2.0,14.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1005
0.3,0.6,0.08,2.0,14.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1006
0.3,0.6,0.1,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1007
0.3,0.6,0.1,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1008
0.3,0.6,0.1,2.0,12.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1009
0.3,0.6,0.1,2.0,12.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1010
0.3,0.6,0.1,2.0,14.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1011
0.3,0.6,0.1,2.0,14.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1012
0.3,0.6,0.12,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1013
0.3,0.6,0.12,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1014
0.3,0.6,0.12,2.0,12.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1015
0.3,0.6,0.12,2.0,12.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1016
0.3,0.6,0.12,2.0,14.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1017
0.3,0.6,0.12,2.0,14.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1018
0.3,0.6,0.15,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1019
0.3,0.6,0.15,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1020
0.3,0.6,0.15,2.0,12.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1021
0.3,0.6,0.15,2.0,12.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1022
0.3,0.6,0.15,2.0,14.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1023
0.3,0.6,0.15,2.0,14.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1024
0.3,0.6,0.2,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1025
0.3,0.6,0.2,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1026
0.3,0.6,0.2,2.0,12.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1027
0.3,0.6,0.2,2.0,12.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1028
0.3,0.6,0.2,2.0,14.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1029
0.3,0.6,0.2,2.0,14.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1030
0.3,0.6,0.25,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1031
0.3,0.6,0.25,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1032
0.3,0.6,0.25,2.0,12.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1033
0.3,0.6,0.25,2.0,12.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1034
0.3,0.6,0.25,2.0,14.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1035
0.3,0.6,0.25,2.0,14.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2098,0.25,5.9,5.5,0.6944496580971833,0.4846496580971832,1036
0.35,0.65,0.08,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1037
0.35,0.65,0.08,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1038
0.35,0.65,0.1,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1039
0.35,0.65,0.1,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1040
0.35,0.65,0.12,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1041
0.35,0.65,0.12,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1042
0.35,0.65,0.15,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1043
0.35,0.65,0.15,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1044
0.35,0.65,0.2,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1045
0.35,0.65,0.2,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1046
0.35,0.65,0.25,2.0,10.0,0.0,0.0,1,False,False,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1047
0.35,0.65,0.25,2.0,10.0,0.0,0.0,1,False,True,10,99,0.10101010101010101,0.8,0.2568,0.29500000000000004,5.0,4.0,0.7779435993710053,0.5211435993710054,1048
0.5,0.65,0.25,4.0,14.0,25.0,0.0,1,False,False,49,99,0.494949494949495,0.7959183673469388,0.4414285714285714,0.47,11.081632653061224,12.0,0.8195313669587286,0.37810279553015724,1049
0.5,0.65,0.25,4.0,14.0,25.0,0.0,1,False,True,49,99,0.494949494949495,0.7959183673469388,0.4414285714285714,0.47,11.081632653061224,12.0,0.8195313669587286,0.37810279553015724,1050
0.5,0.75,0.08,2.0,12.0,25.0,0.0,1,False,False,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1051
0.5,0.75,0.08,2.0,12.0,25.0,0.0,1,False,True,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1052
0.5,0.75,0.1,2.0,12.0,25.0,0.0,1,False,False,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1053
0.5,0.75,0.1,2.0,12.0,25.0,0.0,1,False,True,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1054
0.5,0.75,0.12,2.0,12.0,25.0,0.0,1,False,False,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1055
0.5,0.75,0.12,2.0,12.0,25.0,0.0,1,False,True,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1056
0.5,0.75,0.15,2.0,12.0,25.0,0.0,1,False,False,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1057
0.5,0.75,0.15,2.0,12.0,25.0,0.0,1,False,True,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1058
0.5,0.75,0.2,2.0,12.0,25.0,0.0,1,False,False,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1059
0.5,0.75,0.2,2.0,12.0,25.0,0.0,1,False,True,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1060
0.5,0.75,0.25,2.0,12.0,25.0,0.0,1,False,False,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1061
0.5,0.75,0.25,2.0,12.0,25.0,0.0,1,False,True,34,99,0.3434343434343434,0.7941176470588235,0.4194117647058824,0.44999999999999996,7.9411764705882355,9.5,0.829032767767767,0.40962100306188476,1062
0.5,0.8,0.08,10.0,14.0,0.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1063
0.5,0.8,0.08,10.0,14.0,0.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1064
0.5,0.8,0.08,10.0,14.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1065
0.5,0.8,0.08,10.0,14.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1066
0.5,0.8,0.1,10.0,14.0,0.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1067
0.5,0.8,0.1,10.0,14.0,0.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1068
0.5,0.8,0.1,10.0,14.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1069
0.5,0.8,0.1,10.0,14.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1070
0.5,0.8,0.12,10.0,14.0,0.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1071
0.5,0.8,0.12,10.0,14.0,0.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1072
0.5,0.8,0.12,10.0,14.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1073
0.5,0.8,0.12,10.0,14.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1074
0.5,0.8,0.15,10.0,14.0,0.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1075
0.5,0.8,0.15,10.0,14.0,0.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1076
0.5,0.8,0.15,10.0,14.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1077
0.5,0.8,0.15,10.0,14.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1078
0.5,0.8,0.2,10.0,14.0,0.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1079
0.5,0.8,0.2,10.0,14.0,0.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1080
0.5,0.8,0.2,10.0,14.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1081
0.5,0.8,0.2,10.0,14.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1082
0.5,0.8,0.25,10.0,14.0,0.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1083
0.5,0.8,0.25,10.0,14.0,0.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1084
0.5,0.8,0.25,10.0,14.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1085
0.5,0.8,0.25,10.0,14.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.45103448275862074,0.47,12.551724137931034,13.0,0.857601005546348,0.40656652278772737,1086
0.5,0.7,0.25,2.0,10.0,25.0,0.0,1,False,False,29,99,0.29292929292929293,0.7931034482758621,0.42482758620689653,0.47,6.620689655172414,6.0,0.8263883238381753,0.40156073763127875,1087
0.5,0.7,0.25,2.0,10.0,25.0,0.0,1,False,True,29,99,0.29292929292929293,0.7931034482758621,0.42482758620689653,0.47,6.620689655172414,6.0,0.8263883238381753,0.40156073763127875,1088
0.5,0.7,0.08,2.0,14.0,25.0,0.0,1,False,False,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1089
0.5,0.7,0.08,2.0,14.0,25.0,0.0,1,False,True,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1090
0.5,0.7,0.1,2.0,14.0,25.0,0.0,1,False,False,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1091
0.5,0.7,0.1,2.0,14.0,25.0,0.0,1,False,True,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1092
0.5,0.7,0.12,2.0,14.0,25.0,0.0,1,False,False,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1093
0.5,0.7,0.12,2.0,14.0,25.0,0.0,1,False,True,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1094
0.5,0.7,0.15,2.0,14.0,25.0,0.0,1,False,False,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1095
0.5,0.7,0.15,2.0,14.0,25.0,0.0,1,False,True,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1096
0.5,0.7,0.2,2.0,14.0,25.0,0.0,1,False,False,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1097
0.5,0.7,0.2,2.0,14.0,25.0,0.0,1,False,True,53,99,0.5353535353535354,0.7924528301886793,0.4390566037735849,0.47,10.528301886792454,12.0,0.8220829272791571,0.38302632350557236,1098
0.5,0.6,0.25,2.0,14.0,25.0,0.0,1,False,False,53,99,0.5353535353535354,0.7924528301886793,0.43188679245283007,0.46,10.471698113207546,12.0,0.816143466341906,0.3842566738890761,1099
0.5,0.6,0.25,2.0,14.0,25.0,0.0,1,False,True,53,99,0.5353535353535354,0.7924528301886793,0.43188679245283007,0.46,10.471698113207546,12.0,0.816143466341906,0.3842566738890761,1100
0.5,0.75,0.08,4.0,10.0,0.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1101
0.5,0.75,0.08,4.0,10.0,0.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1102
0.5,0.75,0.1,4.0,10.0,0.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1103
0.5,0.75,0.1,4.0,10.0,0.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1104
0.5,0.75,0.12,4.0,10.0,0.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1105
0.5,0.75,0.12,4.0,10.0,0.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1106
0.5,0.75,0.15,4.0,10.0,0.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1107
0.5,0.75,0.15,4.0,10.0,0.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1108
0.5,0.75,0.2,4.0,10.0,0.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1109
0.5,0.75,0.2,4.0,10.0,0.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1110
0.5,0.75,0.25,4.0,10.0,0.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1111
0.5,0.75,0.25,4.0,10.0,0.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4283333333333334,0.45499999999999996,7.875,9.0,0.8279582137247701,0.3996248803914368,1112
0.5,0.7,0.08,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1113
0.5,0.7,0.08,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1114
0.5,0.7,0.1,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1115
0.5,0.7,0.1,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1116
0.5,0.7,0.12,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1117
0.5,0.7,0.12,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1118
0.5,0.7,0.15,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1119
0.5,0.7,0.15,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1120
0.5,0.7,0.2,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1121
0.5,0.7,0.2,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4429166666666666,0.47,7.583333333333333,8.0,0.8172074912248363,0.37429082455816953,1122
0.5,0.6,0.25,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4354166666666666,0.47,7.541666666666667,8.0,0.8154941023189816,0.38007743565231494,1123
0.5,0.6,0.25,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4354166666666666,0.47,7.541666666666667,8.0,0.8154941023189816,0.38007743565231494,1124
0.5,0.65,0.25,4.0,10.0,25.0,0.0,1,False,False,24,99,0.24242424242424243,0.7916666666666666,0.4354166666666666,0.47,7.541666666666667,8.0,0.8154941023189816,0.38007743565231494,1125
0.5,0.65,0.25,4.0,10.0,25.0,0.0,1,False,True,24,99,0.24242424242424243,0.7916666666666666,0.4354166666666666,0.47,7.541666666666667,8.0,0.8154941023189816,0.38007743565231494,1126
0.5,0.65,0.25,6.0,14.0,25.0,0.0,1,False,False,43,99,0.43434343434343436,0.7906976744186046,0.44558139534883723,0.47,12.0,12.0,0.8253851924782218,0.3798037971293847,1127
0.5,0.65,0.25,6.0,14.0,25.0,0.0,1,False,True,43,99,0.43434343434343436,0.7906976744186046,0.44558139534883723,0.47,12.0,12.0,0.8253851924782218,0.3798037971293847,1128
0.5,0.7,0.08,10.0,14.0,25.0,0.0,1,False,False,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1129
0.5,0.7,0.08,10.0,14.0,25.0,0.0,1,False,True,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1130
0.5,0.7,0.1,10.0,14.0,25.0,0.0,1,False,False,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1131
0.5,0.7,0.1,10.0,14.0,25.0,0.0,1,False,True,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1132
0.5,0.7,0.12,10.0,14.0,25.0,0.0,1,False,False,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1133
0.5,0.7,0.12,10.0,14.0,25.0,0.0,1,False,True,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1134
0.5,0.7,0.15,10.0,14.0,25.0,0.0,1,False,False,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1135
0.5,0.7,0.15,10.0,14.0,25.0,0.0,1,False,True,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1136
0.5,0.7,0.2,10.0,14.0,25.0,0.0,1,False,False,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1137
0.5,0.7,0.2,10.0,14.0,25.0,0.0,1,False,True,38,99,0.3838383838383838,0.7894736842105263,0.4476315789473684,0.47,12.631578947368421,13.0,0.8288121702083389,0.38118059126097054,1138
0.5,0.6,0.25,10.0,14.0,25.0,0.0,1,False,False,38,99,0.3838383838383838,0.7894736842105263,0.44184210526315787,0.46499999999999997,12.578947368421053,13.0,0.8193411604927039,0.3774990552295459,1139
0.5,0.6,0.25,10.0,14.0,25.0,0.0,1,False,True,38,99,0.3838383838383838,0.7894736842105263,0.44184210526315787,0.46499999999999997,12.578947368421053,13.0,0.8193411604927039,0.3774990552295459,1140
0.5,0.75,0.08,2.0,14.0,75.0,0.0,1,False,False,19,99,0.1919191919191919,0.7894736842105263,0.45736842105263165,0.47,11.052631578947368,12.0,0.8624449604076252,0.40507653935499366,1141
