timestamp_utc,contract,elapsed_min,time_left_min,btc_price,kalshi_target,target_gap_dollars,up_ask,down_ask,raw_general_side,raw_general_confidence,fair_ready,fair_up,fair_down,fair_preferred_side,fair_preferred,fair_flip_prob,fair_stay_prob,preferred_kalshi_ask,fair_edge_vs_ask,opportunity_status,price_zone,entry_tournament_ready,entry_time_left,entry_abs_target_gap,entry_rule_version,ladder_status,ladder_direction,ladder_confidence,checkpoints,expected_final_outcome,final_status,final_side,final_confidence,final_call_source,decisive_fair_ready,required_gap,dist_over_range5,legacy_final_ready,strict_distance_pct,directional_agreement,confidence_change,strict_model_ready,brti_kalshi_gate_ready
2026-09-03T04:00:01.096304+00:00,KXBTC15M-26SEP030000-00,14.704373366666665,0.2956266333333346,77675.55,77640.41,35.13999999999942,1.0,0.001,DOWN,0.5573917815208955,False,,,,,,,0.001,0.5563917815208955,WATCH,DEEP VALUE <=30c,False,0.2956266333333346,,V3_HISTORICAL_WINNER,RAW FORECAST,DOWN,0.5573917815208955,11,UP,PASS,NONE,,NONE,False,50.0,,False,0.0005639443748350903,3,0.040538360519270955,False,False
