timestamp_utc,contract,elapsed_min,time_left_min,btc_price,kalshi_target,target_gap_dollars,up_ask,down_ask,raw_general_side,raw_general_confidence,fair_ready,fair_up,fair_down,fair_preferred_side,fair_preferred,fair_flip_prob,fair_stay_prob,preferred_kalshi_ask,fair_edge_vs_ask,opportunity_status,price_zone,entry_tournament_ready,entry_time_left,entry_abs_target_gap,entry_rule_version,ladder_status,ladder_direction,ladder_confidence,checkpoints,expected_final_outcome,final_status,final_side,final_confidence,final_call_source,decisive_fair_ready,required_gap,dist_over_range5,legacy_final_ready,strict_distance_pct,directional_agreement,confidence_change,strict_model_ready,brti_kalshi_gate_ready
2026-09-03T18:17:32.705551+00:00,KXBTC15M-26SEP031430-30,2.2427487499999996,12.75725125,81228.16,81280.08,-51.919999999998254,0.36,0.65,DOWN,0.6025791415036171,True,0.3392497139762418,0.6607502860237582,DOWN,0.6607502860237582,0.3392497139762418,0.6607502860237582,0.65,0.01075028602375816,WAIT,EXPENSIVE / WAIT,False,12.75725125,51.919999999998254,V3_HISTORICAL_WINNER,RAW FORECAST,DOWN,0.6025791415036171,,DOWN,PASS,NONE,,NONE,False,75.0,0.35593336532525355,False,0.00045677563653256925,2,-0.09775667644402253,False,True
