timestamp_utc,ticker,target,preferred_side,final_side,won_final,entry_price,entry_cents,price_bucket,fair_preferred,edge,flip_prob,stay_prob,elapsed_min,remaining_min,distance_target,signal_status,entry_status,candidate_key
2026-08-23 13:31:50.149817+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,UP,YES,0.29,29.0,<=30c,0.7261146496815287,0.4361146496815287,0.2738853503184713,0.7261146496815287,1.835830283333333,13.164169716666668,34.470000000001164,LEAN,IDEAL <=50c / LARGE EDGE,KXBTC15M-26AUG230945-45|UP|<=30c
2026-08-23 13:31:50.149817+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,UP,YES,0.29,29.0,<=30c,0.7261146496815287,0.4361146496815287,0.2738853503184713,0.7261146496815287,1.835830283333333,13.164169716666668,34.470000000001164,LEAN,IDEAL <=50c / LARGE EDGE,KXBTC15M-26AUG230945-45|UP|CHEAPEST
2026-08-23 13:32:20.317453+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,UP,NO,0.42,42.0,41-50c,0.5663265306122449,0.1463265306122449,0.4336734693877551,0.5663265306122449,2.338624216666666,12.661375783333334,-10.720000000001164,RAW,POSITIVE EDGE,KXBTC15M-26AUG230945-45|DOWN|41-50c
2026-08-23 13:32:20.317453+00:00,KXBTC15M-26AUG230945-45,77453.38,DOWN,UP,NO,0.42,42.0,41-50c,0.5663265306122449,0.1463265306122449,0.4336734693877551,0.5663265306122449,2.338624216666666,12.661375783333334,-10.720000000001164,RAW,POSITIVE EDGE,KXBTC15M-26AUG230945-45|DOWN|CHEAPEST
2026-08-23 13:36:50.206941+00:00,KXBTC15M-26AUG230945-45,77453.38,UP,UP,YES,0.5,50.0,41-50c,0.6065573770491803,0.1065573770491803,0.3934426229508196,0.6065573770491803,6.836782349999999,8.16321765,12.389999999999418,RAW,POSITIVE EDGE,KXBTC15M-26AUG230945-45|UP|41-50c
2026-08-23 15:00:43.781355+00:00,KXBTC15M-26AUG231115-15,77161.21,DOWN,UP,NO,0.45,45.0,41-50c,0.5663265306122449,0.1163265306122449,0.4336734693877551,0.5663265306122449,0.72968925,14.27031075,-50.670000000012806,RAW,POSITIVE EDGE,KXBTC15M-26AUG231115-15|DOWN|41-50c
2026-08-23 15:01:43.827561+00:00,KXBTC15M-26AUG231115-15,77161.21,UP,UP,YES,0.45,45.0,41-50c,0.7593984962406015,0.3093984962406015,0.2406015037593984,0.7593984962406015,1.73045935,13.26954065,36.02999999999884,LEAN,IDEAL <=50c / LARGE EDGE,KXBTC15M-26AUG231115-15|UP|41-50c
2026-08-23 15:01:43.827561+00:00,KXBTC15M-26AUG231115-15,77161.21,UP,UP,YES,0.45,45.0,41-50c,0.7593984962406015,0.3093984962406015,0.2406015037593984,0.7593984962406015,1.73045935,13.26954065,36.02999999999884,LEAN,IDEAL <=50c / LARGE EDGE,KXBTC15M-26AUG231115-15|UP|CHEAPEST
2026-08-23 15:02:43.735148+00:00,KXBTC15M-26AUG231115-15,77161.21,DOWN,UP,NO,0.38,38.0,31-40c,0.5663265306122449,0.1863265306122449,0.4336734693877551,0.5663265306122449,2.7289191333333336,12.271080866666669,-1.0200000000040743,RAW,ATTRACTIVE <=50c,KXBTC15M-26AUG231115-15|DOWN|31-40c
2026-08-23 15:02:43.735148+00:00,KXBTC15M-26AUG231115-15,77161.21,DOWN,UP,NO,0.38,38.0,31-40c,0.5663265306122449,0.1863265306122449,0.4336734693877551,0.5663265306122449,2.7289191333333336,12.271080866666669,-1.0200000000040743,RAW,ATTRACTIVE <=50c,KXBTC15M-26AUG231115-15|DOWN|CHEAPEST
2026-08-23 15:22:43.775240+00:00,KXBTC15M-26AUG231130-30,77169.46,UP,UP,YES,0.44,44.0,41-50c,0.5714285714285714,0.1314285714285714,0.4285714285714285,0.5714285714285714,7.729587333333333,7.270412666666667,30.389999999999414,RAW,POSITIVE EDGE,KXBTC15M-26AUG231130-30|UP|41-50c
