contract,candle_end_utc,yes_ask,yes_bid,no_ask
KXBTC15M-26AUG200830-30,2026-08-20 12:27:00+00:00,0.55,0.54,0.4599999999999999
KXBTC15M-26AUG200830-30,2026-08-20 12:28:00+00:00,0.79,0.78,0.2199999999999999
KXBTC15M-26AUG200830-30,2026-08-20 12:29:00+00:00,0.82,0.81,0.1899999999999999
KXBTC15M-26AUG200830-30,2026-08-20 12:30:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG200845-45,2026-08-20 12:31:00+00:00,0.64,0.63,0.37
KXBTC15M-26AUG200845-45,2026-08-20 12:32:00+00:00,0.6,0.59,0.41
KXBTC15M-26AUG200845-45,2026-08-20 12:33:00+00:00,0.62,0.61,0.39
KXBTC15M-26AUG200845-45,2026-08-20 12:34:00+00:00,0.43,0.42,0.5800000000000001
KXBTC15M-26AUG200845-45,2026-08-20 12:35:00+00:00,0.41,0.4,0.6
KXBTC15M-26AUG200845-45,2026-08-20 12:36:00+00:00,0.31,0.3,0.7
KXBTC15M-26AUG200845-45,2026-08-20 12:37:00+00:00,0.37,0.36,0.64
KXBTC15M-26AUG200845-45,2026-08-20 12:38:00+00:00,0.47,0.46,0.54
KXBTC15M-26AUG200845-45,2026-08-20 12:39:00+00:00,0.36,0.35,0.65
KXBTC15M-26AUG200845-45,2026-08-20 12:40:00+00:00,0.51,0.5,0.5
KXBTC15M-26AUG200845-45,2026-08-20 12:41:00+00:00,0.62,0.61,0.39
KXBTC15M-26AUG200845-45,2026-08-20 12:42:00+00:00,0.54,0.53,0.47
KXBTC15M-26AUG200845-45,2026-08-20 12:43:00+00:00,0.11,0.1,0.9
KXBTC15M-26AUG200845-45,2026-08-20 12:44:00+00:00,0.005,0.004,0.996
KXBTC15M-26AUG200845-45,2026-08-20 12:45:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG200900-00,2026-08-20 12:46:00+00:00,0.49,0.48,0.52
KXBTC15M-26AUG200900-00,2026-08-20 12:47:00+00:00,0.34,0.33,0.6699999999999999
KXBTC15M-26AUG200900-00,2026-08-20 12:48:00+00:00,0.29,0.28,0.72
KXBTC15M-26AUG200900-00,2026-08-20 12:49:00+00:00,0.31,0.3,0.7
KXBTC15M-26AUG200900-00,2026-08-20 12:50:00+00:00,0.28,0.27,0.73
KXBTC15M-26AUG200900-00,2026-08-20 12:51:00+00:00,0.61,0.6,0.4
KXBTC15M-26AUG200900-00,2026-08-20 12:52:00+00:00,0.71,0.7,0.3
KXBTC15M-26AUG200900-00,2026-08-20 12:53:00+00:00,0.83,0.82,0.18
KXBTC15M-26AUG200900-00,2026-08-20 12:54:00+00:00,0.89,0.88,0.12
KXBTC15M-26AUG200900-00,2026-08-20 12:55:00+00:00,0.947,0.946,0.054
KXBTC15M-26AUG200900-00,2026-08-20 12:56:00+00:00,0.979,0.978,0.022
KXBTC15M-26AUG200900-00,2026-08-20 12:57:00+00:00,0.994,0.993,0.007
KXBTC15M-26AUG200900-00,2026-08-20 12:58:00+00:00,0.992,0.991,0.009
KXBTC15M-26AUG200900-00,2026-08-20 12:59:00+00:00,0.998,0.997,0.003
KXBTC15M-26AUG200900-00,2026-08-20 13:00:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG200915-15,2026-08-20 13:01:00+00:00,0.42,0.41,0.5900000000000001
KXBTC15M-26AUG200915-15,2026-08-20 13:02:00+00:00,0.47,0.46,0.54
KXBTC15M-26AUG200915-15,2026-08-20 13:03:00+00:00,0.58,0.57,0.43
KXBTC15M-26AUG200915-15,2026-08-20 13:04:00+00:00,0.68,0.67,0.3299999999999999
KXBTC15M-26AUG200915-15,2026-08-20 13:05:00+00:00,0.63,0.62,0.38
KXBTC15M-26AUG200915-15,2026-08-20 13:06:00+00:00,0.75,0.74,0.26
KXBTC15M-26AUG200915-15,2026-08-20 13:07:00+00:00,0.74,0.73,0.27
KXBTC15M-26AUG200915-15,2026-08-20 13:08:00+00:00,0.8,0.79,0.2099999999999999
KXBTC15M-26AUG200915-15,2026-08-20 13:09:00+00:00,0.89,0.88,0.12
KXBTC15M-26AUG200915-15,2026-08-20 13:10:00+00:00,0.81,0.8,0.1999999999999999
KXBTC15M-26AUG200915-15,2026-08-20 13:11:00+00:00,0.73,0.72,0.28
KXBTC15M-26AUG200915-15,2026-08-20 13:12:00+00:00,0.83,0.82,0.18
KXBTC15M-26AUG200915-15,2026-08-20 13:13:00+00:00,0.952,0.95,0.05
KXBTC15M-26AUG200915-15,2026-08-20 13:14:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG200915-15,2026-08-20 13:15:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG200930-30,2026-08-20 13:16:00+00:00,0.47,0.46,0.54
KXBTC15M-26AUG200930-30,2026-08-20 13:17:00+00:00,0.43,0.42,0.5800000000000001
KXBTC15M-26AUG200930-30,2026-08-20 13:18:00+00:00,0.41,0.4,0.6
KXBTC15M-26AUG200930-30,2026-08-20 13:19:00+00:00,0.43,0.42,0.5800000000000001
KXBTC15M-26AUG200930-30,2026-08-20 13:20:00+00:00,0.3,0.29,0.71
KXBTC15M-26AUG200930-30,2026-08-20 13:21:00+00:00,0.41,0.4,0.6
KXBTC15M-26AUG200930-30,2026-08-20 13:22:00+00:00,0.44,0.43,0.5700000000000001
KXBTC15M-26AUG200930-30,2026-08-20 13:23:00+00:00,0.39,0.38,0.62
KXBTC15M-26AUG200930-30,2026-08-20 13:24:00+00:00,0.36,0.35,0.65
KXBTC15M-26AUG200930-30,2026-08-20 13:25:00+00:00,0.44,0.43,0.5700000000000001
KXBTC15M-26AUG200930-30,2026-08-20 13:26:00+00:00,0.19,0.18,0.8200000000000001
KXBTC15M-26AUG200930-30,2026-08-20 13:27:00+00:00,0.068,0.067,0.933
KXBTC15M-26AUG200930-30,2026-08-20 13:28:00+00:00,0.028,0.027,0.973
KXBTC15M-26AUG200930-30,2026-08-20 13:29:00+00:00,0.002,0.001,0.999
KXBTC15M-26AUG200930-30,2026-08-20 13:30:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG200945-45,2026-08-20 13:31:00+00:00,0.24,0.23,0.77
