contract,candle_end_utc,yes_ask,yes_bid,no_ask
KXBTC15M-26AUG202030-30,2026-08-21 00:28:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202030-30,2026-08-21 00:29:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202030-30,2026-08-21 00:30:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202045-45,2026-08-21 00:31:00+00:00,0.42,0.41,0.5900000000000001
KXBTC15M-26AUG202045-45,2026-08-21 00:32:00+00:00,0.65,0.64,0.36
KXBTC15M-26AUG202045-45,2026-08-21 00:33:00+00:00,0.61,0.6,0.4
KXBTC15M-26AUG202045-45,2026-08-21 00:34:00+00:00,0.46,0.45,0.55
KXBTC15M-26AUG202045-45,2026-08-21 00:35:00+00:00,0.38,0.37,0.63
KXBTC15M-26AUG202045-45,2026-08-21 00:36:00+00:00,0.32,0.31,0.69
KXBTC15M-26AUG202045-45,2026-08-21 00:37:00+00:00,0.12,0.11,0.89
KXBTC15M-26AUG202045-45,2026-08-21 00:38:00+00:00,0.074,0.072,0.928
KXBTC15M-26AUG202045-45,2026-08-21 00:39:00+00:00,0.35,0.34,0.6599999999999999
KXBTC15M-26AUG202045-45,2026-08-21 00:40:00+00:00,0.13,0.12,0.88
KXBTC15M-26AUG202045-45,2026-08-21 00:41:00+00:00,0.051,0.05,0.95
KXBTC15M-26AUG202045-45,2026-08-21 00:42:00+00:00,0.023,0.022,0.978
KXBTC15M-26AUG202045-45,2026-08-21 00:43:00+00:00,0.048,0.047,0.953
KXBTC15M-26AUG202045-45,2026-08-21 00:44:00+00:00,0.011,0.01,0.99
KXBTC15M-26AUG202045-45,2026-08-21 00:45:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG202100-00,2026-08-21 00:46:00+00:00,0.39,0.38,0.62
KXBTC15M-26AUG202100-00,2026-08-21 00:47:00+00:00,0.41,0.39,0.61
KXBTC15M-26AUG202100-00,2026-08-21 00:48:00+00:00,0.33,0.32,0.6799999999999999
KXBTC15M-26AUG202100-00,2026-08-21 00:49:00+00:00,0.61,0.6,0.4
KXBTC15M-26AUG202100-00,2026-08-21 00:50:00+00:00,0.64,0.63,0.37
KXBTC15M-26AUG202100-00,2026-08-21 00:51:00+00:00,0.59,0.58,0.42
KXBTC15M-26AUG202100-00,2026-08-21 00:52:00+00:00,0.7,0.69,0.31
KXBTC15M-26AUG202100-00,2026-08-21 00:53:00+00:00,0.8,0.79,0.2099999999999999
KXBTC15M-26AUG202100-00,2026-08-21 00:54:00+00:00,0.69,0.68,0.3199999999999999
KXBTC15M-26AUG202100-00,2026-08-21 00:55:00+00:00,0.39,0.38,0.62
KXBTC15M-26AUG202100-00,2026-08-21 00:56:00+00:00,0.21,0.2,0.8
KXBTC15M-26AUG202100-00,2026-08-21 00:57:00+00:00,0.29,0.28,0.72
KXBTC15M-26AUG202100-00,2026-08-21 00:58:00+00:00,0.26,0.24,0.76
KXBTC15M-26AUG202100-00,2026-08-21 00:59:00+00:00,0.55,0.54,0.4599999999999999
KXBTC15M-26AUG202100-00,2026-08-21 01:00:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG202115-15,2026-08-21 01:01:00+00:00,0.5,0.49,0.51
KXBTC15M-26AUG202115-15,2026-08-21 01:02:00+00:00,0.62,0.61,0.39
KXBTC15M-26AUG202115-15,2026-08-21 01:03:00+00:00,0.76,0.75,0.25
KXBTC15M-26AUG202115-15,2026-08-21 01:04:00+00:00,0.87,0.86,0.14
KXBTC15M-26AUG202115-15,2026-08-21 01:05:00+00:00,0.81,0.8,0.1999999999999999
KXBTC15M-26AUG202115-15,2026-08-21 01:06:00+00:00,0.83,0.82,0.18
KXBTC15M-26AUG202115-15,2026-08-21 01:07:00+00:00,0.916,0.915,0.0849999999999999
KXBTC15M-26AUG202115-15,2026-08-21 01:08:00+00:00,0.91,0.909,0.0909999999999999
KXBTC15M-26AUG202115-15,2026-08-21 01:09:00+00:00,0.942,0.941,0.059
KXBTC15M-26AUG202115-15,2026-08-21 01:10:00+00:00,0.971,0.97,0.03
KXBTC15M-26AUG202115-15,2026-08-21 01:11:00+00:00,0.992,0.991,0.009
KXBTC15M-26AUG202115-15,2026-08-21 01:12:00+00:00,0.997,0.996,0.004
KXBTC15M-26AUG202115-15,2026-08-21 01:13:00+00:00,0.999,0.998,0.002
KXBTC15M-26AUG202115-15,2026-08-21 01:14:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202115-15,2026-08-21 01:15:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202130-30,2026-08-21 01:16:00+00:00,0.51,0.5,0.5
KXBTC15M-26AUG202130-30,2026-08-21 01:17:00+00:00,0.83,0.82,0.18
KXBTC15M-26AUG202130-30,2026-08-21 01:18:00+00:00,0.903,0.902,0.0979999999999999
KXBTC15M-26AUG202130-30,2026-08-21 01:19:00+00:00,0.958,0.957,0.043
KXBTC15M-26AUG202130-30,2026-08-21 01:20:00+00:00,0.963,0.962,0.038
KXBTC15M-26AUG202130-30,2026-08-21 01:21:00+00:00,0.949,0.948,0.052
KXBTC15M-26AUG202130-30,2026-08-21 01:22:00+00:00,0.925,0.922,0.0779999999999999
KXBTC15M-26AUG202130-30,2026-08-21 01:23:00+00:00,0.92,0.913,0.0869999999999999
KXBTC15M-26AUG202130-30,2026-08-21 01:24:00+00:00,0.973,0.972,0.028
KXBTC15M-26AUG202130-30,2026-08-21 01:25:00+00:00,0.992,0.991,0.009
KXBTC15M-26AUG202130-30,2026-08-21 01:26:00+00:00,0.998,0.997,0.003
KXBTC15M-26AUG202130-30,2026-08-21 01:27:00+00:00,0.999,0.998,0.002
KXBTC15M-26AUG202130-30,2026-08-21 01:28:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202130-30,2026-08-21 01:29:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202130-30,2026-08-21 01:30:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202145-45,2026-08-21 01:31:00+00:00,0.37,0.36,0.64
KXBTC15M-26AUG202145-45,2026-08-21 01:32:00+00:00,0.55,0.54,0.4599999999999999
KXBTC15M-26AUG202145-45,2026-08-21 01:33:00+00:00,0.67,0.66,0.3399999999999999
KXBTC15M-26AUG202145-45,2026-08-21 01:34:00+00:00,0.5,0.49,0.51
KXBTC15M-26AUG202145-45,2026-08-21 01:35:00+00:00,0.53,0.52,0.48
KXBTC15M-26AUG202145-45,2026-08-21 01:36:00+00:00,0.42,0.41,0.5900000000000001
KXBTC15M-26AUG202145-45,2026-08-21 01:37:00+00:00,0.3,0.29,0.71
KXBTC15M-26AUG202145-45,2026-08-21 01:38:00+00:00,0.35,0.34,0.6599999999999999
KXBTC15M-26AUG202145-45,2026-08-21 01:39:00+00:00,0.12,0.11,0.89
KXBTC15M-26AUG202145-45,2026-08-21 01:40:00+00:00,0.16,0.15,0.85
KXBTC15M-26AUG202145-45,2026-08-21 01:41:00+00:00,0.11,0.1,0.9
KXBTC15M-26AUG202145-45,2026-08-21 01:42:00+00:00,0.038,0.033,0.967
KXBTC15M-26AUG202145-45,2026-08-21 01:43:00+00:00,0.58,0.57,0.43
KXBTC15M-26AUG202145-45,2026-08-21 01:44:00+00:00,0.59,0.58,0.42
KXBTC15M-26AUG202145-45,2026-08-21 01:45:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG202200-00,2026-08-21 01:46:00+00:00,0.49,0.48,0.52
KXBTC15M-26AUG202200-00,2026-08-21 01:47:00+00:00,0.62,0.61,0.39
KXBTC15M-26AUG202200-00,2026-08-21 01:48:00+00:00,0.9,0.89,0.1099999999999999
KXBTC15M-26AUG202200-00,2026-08-21 01:49:00+00:00,0.915,0.914,0.0859999999999999
KXBTC15M-26AUG202200-00,2026-08-21 01:50:00+00:00,0.961,0.96,0.04
KXBTC15M-26AUG202200-00,2026-08-21 01:51:00+00:00,0.96,0.959,0.041
KXBTC15M-26AUG202200-00,2026-08-21 01:52:00+00:00,0.974,0.972,0.028
KXBTC15M-26AUG202200-00,2026-08-21 01:53:00+00:00,0.98,0.979,0.021
KXBTC15M-26AUG202200-00,2026-08-21 01:54:00+00:00,0.983,0.982,0.018
KXBTC15M-26AUG202200-00,2026-08-21 01:55:00+00:00,0.989,0.988,0.012
KXBTC15M-26AUG202200-00,2026-08-21 01:56:00+00:00,0.994,0.993,0.007
KXBTC15M-26AUG202200-00,2026-08-21 01:57:00+00:00,0.998,0.996,0.004
KXBTC15M-26AUG202200-00,2026-08-21 01:58:00+00:00,0.995,0.994,0.006
KXBTC15M-26AUG202200-00,2026-08-21 01:59:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202200-00,2026-08-21 02:00:00+00:00,1.0,0.999,0.001
KXBTC15M-26AUG202215-15,2026-08-21 02:01:00+00:00,0.38,0.37,0.63
KXBTC15M-26AUG202215-15,2026-08-21 02:02:00+00:00,0.3,0.29,0.71
KXBTC15M-26AUG202215-15,2026-08-21 02:03:00+00:00,0.19,0.18,0.8200000000000001
KXBTC15M-26AUG202215-15,2026-08-21 02:04:00+00:00,0.25,0.24,0.76
KXBTC15M-26AUG202215-15,2026-08-21 02:05:00+00:00,0.4,0.39,0.61
KXBTC15M-26AUG202215-15,2026-08-21 02:06:00+00:00,0.31,0.3,0.7
KXBTC15M-26AUG202215-15,2026-08-21 02:07:00+00:00,0.53,0.52,0.48
KXBTC15M-26AUG202215-15,2026-08-21 02:08:00+00:00,0.34,0.33,0.6699999999999999
KXBTC15M-26AUG202215-15,2026-08-21 02:09:00+00:00,0.18,0.17,0.83
KXBTC15M-26AUG202215-15,2026-08-21 02:10:00+00:00,0.081,0.079,0.921
KXBTC15M-26AUG202215-15,2026-08-21 02:11:00+00:00,0.023,0.021,0.979
KXBTC15M-26AUG202215-15,2026-08-21 02:12:00+00:00,0.009,0.008,0.992
KXBTC15M-26AUG202215-15,2026-08-21 02:13:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG202215-15,2026-08-21 02:14:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG202215-15,2026-08-21 02:15:00+00:00,0.001,0.0,1.0
KXBTC15M-26AUG202230-30,2026-08-21 02:16:00+00:00,0.45,0.44,0.56
KXBTC15M-26AUG202230-30,2026-08-21 02:17:00+00:00,0.46,0.45,0.55
KXBTC15M-26AUG202230-30,2026-08-21 02:18:00+00:00,0.47,0.46,0.54
KXBTC15M-26AUG202230-30,2026-08-21 02:19:00+00:00,0.4,0.39,0.61
KXBTC15M-26AUG202230-30,2026-08-21 02:20:00+00:00,0.36,0.35,0.65
KXBTC15M-26AUG202230-30,2026-08-21 02:21:00+00:00,0.39,0.38,0.62
KXBTC15M-26AUG202230-30,2026-08-21 02:22:00+00:00,0.41,0.4,0.6
