timestamp_utc,contract,elapsed_min,time_left_min,btc_price,kalshi_target,target_gap_dollars,up_ask,down_ask,raw_general_side,raw_general_confidence,fair_ready,fair_up,fair_down,fair_preferred_side,fair_preferred,fair_flip_prob,fair_stay_prob,preferred_kalshi_ask,fair_edge_vs_ask,opportunity_status,price_zone,entry_tournament_ready,entry_time_left,entry_abs_target_gap,entry_rule_version,ladder_status,ladder_direction,ladder_confidence,checkpoints,expected_final_outcome,final_status,final_side,final_confidence,final_call_source,decisive_fair_ready,required_gap,dist_over_range5,legacy_final_ready,strict_distance_pct,directional_agreement,confidence_change,strict_model_ready,brti_kalshi_gate_ready
2026-09-04T02:19:06.258515+00:00,KXBTC15M-26SEP032230-30,3.8034531333333335,11.196546866666667,80813.76,80801.27,12.489999999990687,0.56,0.45,DOWN,0.5031665701908267,False,,,,,,,0.45,0.053166570190826656,WATCH,ACCEPTABLE 41-50c,False,11.196546866666667,,V3_HISTORICAL_WINNER,RAW FORECAST,DOWN,0.5031665701908267,,UP,PASS,NONE,,NONE,False,75.0,,False,4.838519066652225e-05,1,-0.0640500416556935,False,False
