timestamp_utc,contract,side,side_num,seconds_left,minutes_left,side_ask,side_bid,side_spread,quote_advantage,btc_gap_side,abs_btc_gap,btc_move_5s_side,btc_move_15s_side,btc_move_30s_side,btc_move_60s_side,btc_move_120s_side,ask_move_5s,ask_move_15s,ask_move_30s,ask_move_60s,ask_move_120s,recent_low_30s,recent_low_60s,recent_low_120s,recent_high_30s,recent_high_60s,recent_high_120s,bounce_from_60s_low,drawdown_from_60s_high,side_fair,side_edge,fair_move_5s_side,fair_move_15s_side,fair_move_30s_side,brti_gap_side,brti_minus_coinbase_side,brti_age_seconds,brti_agrees_side,result,final_up,correct
2026-09-03 04:09:23.413351+00:00,KXBTC15M-26SEP030015-15,DOWN,0,336.59,5.609833333333333,0.094,0.093,0.001,0.8130000000000001,-72.99000000000524,72.99000000000524,0.2200000000011641,0.2200000000011641,-7.779999999998836,,,0.0,0.0,-0.046,,,0.094,0.094,0.094,0.14,0.18,0.18,0.0,0.086,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:28.391169+00:00,KXBTC15M-26SEP030015-15,DOWN,0,331.61,5.526833333333333,0.094,0.093,0.001,0.8130000000000001,-65.22000000000116,65.22000000000116,7.990000000005239,7.990000000005239,-0.0099999999947613,,,0.0,0.0,-0.046,,,0.094,0.094,0.094,0.14,0.18,0.18,0.0,0.086,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:33.398049+00:00,KXBTC15M-26SEP030015-15,DOWN,0,326.6,5.443333333333333,0.094,0.093,0.001,0.8130000000000001,-66.4600000000064,66.4600000000064,-1.2400000000052387,6.75,3.479999999995925,-11.389999999999418,,0.0,0.0,-0.046,-0.086,,0.094,0.094,0.094,0.094,0.14,0.18,0.0,0.046,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:38.413997+00:00,KXBTC15M-26SEP030015-15,DOWN,0,321.59,5.359833333333333,0.083,0.082,0.001,0.8350000000000001,-55.08999999999651,55.08999999999651,11.370000000009895,17.90000000000873,18.12000000000989,-0.0199999999895226,,-0.0109999999999999,-0.0109999999999999,-0.0109999999999999,-0.0969999999999999,,0.083,0.083,0.083,0.094,0.14,0.18,0.0,0.057,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:43.396272+00:00,KXBTC15M-26SEP030015-15,DOWN,0,316.6,5.276666666666667,0.083,0.082,0.001,0.8350000000000001,-56.820000000006985,56.820000000006985,9.639999999999418,8.39999999999418,16.389999999999418,8.389999999999418,,-0.0109999999999999,-0.0109999999999999,-0.0109999999999999,-0.057,,0.083,0.083,0.083,0.094,0.14,0.18,0.0,0.057,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:48.394470+00:00,KXBTC15M-26SEP030015-15,DOWN,0,311.61,5.1935,0.083,0.082,0.001,0.8350000000000001,-55.33000000000175,55.33000000000175,-0.2400000000052387,9.889999999999418,17.880000000004657,9.880000000004657,,0.0,-0.0109999999999999,-0.0109999999999999,-0.057,,0.083,0.083,0.083,0.094,0.14,0.18,0.0,0.057,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:53.413374+00:00,KXBTC15M-26SEP030015-15,DOWN,0,306.59,5.109833333333333,0.083,0.082,0.001,0.8350000000000001,-57.08999999999651,57.08999999999651,-1.7599999999947613,9.370000000009895,15.900000000008731,8.120000000009895,,0.0,-0.0109999999999999,-0.0109999999999999,-0.057,,0.083,0.083,0.083,0.094,0.14,0.18,0.0,0.057,,,,,,,,,0.0,no,0,1
2026-09-03 04:09:58.390414+00:00,KXBTC15M-26SEP030015-15,DOWN,0,301.61,5.026833333333333,0.083,0.082,0.001,0.8350000000000001,-47.229999999995925,47.229999999995925,8.10000000000582,7.860000000000582,25.760000000009317,17.980000000010477,,0.0,0.0,-0.0109999999999999,-0.057,,0.083,0.083,0.083,0.094,0.14,0.18,0.0,0.057,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:03.504531+00:00,KXBTC15M-26SEP030015-15,DOWN,0,296.5,4.941666666666666,0.083,0.082,0.001,0.8350000000000001,-48.79000000000815,48.79000000000815,-1.5600000000122236,6.539999999993597,17.669999999998254,21.14999999999418,,0.0,0.0,-0.0109999999999999,-0.057,,0.083,0.083,0.083,0.083,0.094,0.18,0.0,0.0109999999999999,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:08.434820+00:00,KXBTC15M-26SEP030015-15,DOWN,0,291.57,4.8595,0.083,0.082,0.001,0.8350000000000001,-48.79000000000815,48.79000000000815,-1.5600000000122236,8.299999999988358,6.299999999988359,24.419999999998254,,0.0,0.0,0.0,-0.0109999999999999,,0.083,0.083,0.083,0.083,0.094,0.18,0.0,0.0109999999999999,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:13.396311+00:00,KXBTC15M-26SEP030015-15,DOWN,0,286.6,4.776666666666667,0.083,0.082,0.001,0.8350000000000001,-47.22000000000117,47.22000000000117,1.570000000006985,0.0099999999947613,9.60000000000582,25.99000000000524,,0.0,0.0,0.0,-0.0109999999999999,,0.083,0.083,0.083,0.083,0.094,0.18,0.0,0.0109999999999999,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:18.392865+00:00,KXBTC15M-26SEP030015-15,DOWN,0,281.61,4.6935,0.083,0.082,0.001,0.8350000000000001,-87.36000000000058,87.36000000000058,-38.56999999999243,-40.13000000000466,-30.5399999999936,-14.14999999999418,,0.0,0.0,0.0,-0.0109999999999999,,0.083,0.083,0.083,0.083,0.094,0.18,0.0,0.0109999999999999,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:23.423840+00:00,KXBTC15M-26SEP030015-15,DOWN,0,276.58,4.609666666666667,0.15,0.14,0.0099999999999999,0.71,-105.77000000000407,105.77000000000407,-18.41000000000349,-56.979999999995925,-48.68000000000757,-32.77999999999884,,0.0669999999999999,0.0669999999999999,0.0669999999999999,0.0559999999999999,,0.083,0.083,0.083,0.15,0.15,0.18,0.0669999999999999,0.0,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:28.391983+00:00,KXBTC15M-26SEP030015-15,DOWN,0,271.61,4.526833333333333,0.15,0.14,0.0099999999999999,0.71,-105.79000000000816,105.79000000000816,-18.430000000007567,-57.0,-58.560000000012224,-40.570000000006985,,0.0669999999999999,0.0669999999999999,0.0669999999999999,0.0559999999999999,,0.083,0.083,0.083,0.15,0.15,0.18,0.0669999999999999,0.0,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:33.393781+00:00,KXBTC15M-26SEP030015-15,DOWN,0,266.61,4.4435,0.15,0.14,0.0099999999999999,0.71,-106.11999999999534,106.11999999999534,-0.3299999999871943,-18.75999999999476,-58.88999999999942,-40.89999999999418,,0.0,0.0669999999999999,0.0669999999999999,0.0559999999999999,,0.083,0.083,0.083,0.15,0.15,0.18,0.0669999999999999,0.0,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:38.396997+00:00,KXBTC15M-26SEP030015-15,DOWN,0,261.6,4.36,0.15,0.14,0.0099999999999999,0.71,-106.11999999999534,106.11999999999534,-0.0,-18.75999999999476,-57.3299999999872,-39.65999999998894,-51.04999999998836,0.0,0.0669999999999999,0.0669999999999999,0.0559999999999999,-0.03,0.083,0.083,0.083,0.15,0.15,0.15,0.0669999999999999,0.0,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:43.399001+00:00,KXBTC15M-26SEP030015-15,DOWN,0,256.6,4.276666666666667,0.15,0.14,0.0099999999999999,0.71,-106.13000000000466,106.13000000000466,-0.0100000000093132,-0.3399999999965075,-58.91000000000349,-49.30999999999767,-40.919999999998254,0.0,0.0,0.0669999999999999,0.0669999999999999,0.0099999999999999,0.083,0.083,0.083,0.15,0.15,0.15,0.0669999999999999,0.0,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:48.428712+00:00,KXBTC15M-26SEP030015-15,DOWN,0,251.57,4.192833333333334,0.15,0.14,0.0099999999999999,0.71,-98.04000000000816,98.04000000000816,8.089999999996508,8.079999999987194,-10.680000000007569,-42.7100000000064,-32.830000000001746,0.0,0.0,0.0669999999999999,0.0669999999999999,0.0099999999999999,0.15,0.083,0.083,0.15,0.15,0.15,0.0669999999999999,0.0,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:53.466365+00:00,KXBTC15M-26SEP030015-15,DOWN,0,246.53,4.108833333333333,0.039,0.037,0.002,0.9239999999999999,-126.43000000000757,126.43000000000757,-28.389999999999414,-20.310000000012224,-20.66000000000349,-69.34000000001106,-61.22000000000117,-0.1109999999999999,-0.1109999999999999,-0.1109999999999999,-0.044,-0.101,0.039,0.039,0.039,0.15,0.15,0.15,0.0,0.1109999999999999,,,,,,,,,0.0,no,0,1
2026-09-03 04:10:58.394724+00:00,KXBTC15M-26SEP030015-15,DOWN,0,241.61,4.026833333333333,0.039,0.037,0.002,0.9239999999999999,-124.86999999999534,124.86999999999534,-26.829999999987194,-18.75,-19.079999999987194,-77.63999999999942,-59.65999999998894,-0.1109999999999999,-0.1109999999999999,-0.1109999999999999,-0.044,-0.101,0.039,0.039,0.039,0.15,0.15,0.15,0.0,0.1109999999999999,,,,,,,,,0.0,no,0,1
2026-09-03 04:20:03.965750+00:00,KXBTC15M-26SEP030030-30,UP,1,596.03,9.933833333333332,0.31,0.3,0.01,0.38999999999999996,-54.75,54.75,0.5200000000040745,0.5299999999988358,0.5200000000040745,-20.94999999999709,-32.879999999990105,0.0,0.0,-0.09,-0.13,-0.2,0.31,0.31,0.31,0.31,0.4,0.51,0.0,0.09,,,,,,,,,0.0,no,0,0
2026-09-03 04:20:09.013161+00:00,KXBTC15M-26SEP030030-30,UP,1,590.99,9.849833333333333,0.3,0.29,0.01,0.41,-54.74000000000524,54.74000000000524,0.0099999999947613,0.5299999999988358,0.5299999999988358,-20.94000000000233,-32.86999999999534,-0.01,-0.01,-0.01,-0.1,-0.21,0.3,0.3,0.3,0.31,0.4,0.51,0.0,0.1,,,,,,,,,0.0,no,0,0
2026-09-03 04:20:13.982457+00:00,KXBTC15M-26SEP030030-30,UP,1,586.02,9.767,0.3,0.29,0.01,0.41,-56.30999999999767,56.30999999999767,-1.5599999999976717,-1.0399999999935972,-1.0299999999988358,-20.569999999992437,-34.439999999987776,-0.01,-0.01,-0.01,-0.1,-0.21,0.3,0.3,0.3,0.31,0.4,0.51,0.0,0.1,,,,,,,,,0.0,no,0,0
