ticker,call_time,correct,call_side,official_side,initial_fair,initial_remaining_min,initial_distance,initial_signed_distance,drop_3m,end_signed_3m,flip_3m,drop_4m,end_signed_4m,flip_4m,drop_5m,end_signed_5m,flip_5m,drop_6m,end_signed_6m,flip_6m
KXBTC15M-26AUG231630-30,2026-08-23 20:18:47.968723+00:00,True,UP,UP,0.890625,11.200521283333334,31.269999999989523,31.269999999989523,8.610000000000582,76.00999999999476,False,8.610000000000582,79.51999999998952,False,8.610000000000582,80.72999999999593,False,8.610000000000582,90.97000000000116,False
KXBTC15M-26AUG231715-15,2026-08-23 21:03:24.596316+00:00,True,UP,UP,0.8018867924528301,11.5900614,162.52999999999884,162.52999999999884,0.0,233.5399999999936,False,0.0,272.56999999999243,False,0.0,219.83000000000172,False,0.0,265.66999999999825,False
KXBTC15M-26AUG231730-30,2026-08-23 21:18:16.077787+00:00,True,UP,UP,0.9487179487179488,11.732036883333334,244.8700000000099,244.8700000000099,0.0,317.4600000000064,False,0.0,263.9200000000128,False,9.150000000008703,235.7200000000012,False,9.150000000008703,252.81000000001225,False
KXBTC15M-26AUG231745-45,2026-08-23 21:35:23.308854+00:00,True,DOWN,DOWN,0.8018867924528301,9.6115191,-165.73000000001048,165.73000000001048,0.0,285.99000000000524,False,0.0,250.1999999999971,False,0.0,364.3800000000047,False,0.0,435.9700000000012,False
KXBTC15M-26AUG231800-00,2026-08-23 21:49:01.642810+00:00,True,UP,UP,0.8018867924528301,10.972619833333331,162.42999999999302,162.42999999999302,0.0,199.84999999999127,False,0.0,185.36999999999531,False,7.75,246.5099999999948,False,7.75,200.64999999999415,False
KXBTC15M-26AUG231815-15,2026-08-23 22:04:47.858869+00:00,True,DOWN,DOWN,0.8018867924528301,10.202352183333334,-186.5,186.5,126.14999999999418,60.35000000000582,False,126.14999999999418,120.92999999999302,False,126.14999999999418,113.88000000000466,False,140.41999999999825,46.08000000000175,False
KXBTC15M-26AUG231915-15,2026-08-23 23:03:58.111678+00:00,True,DOWN,DOWN,0.890625,11.031472033333332,-161.7100000000064,161.7100000000064,25.919999999998254,234.3000000000029,False,25.919999999998254,196.6999999999971,False,25.919999999998254,139.33000000000175,False,64.30999999999769,97.40000000000872,False
KXBTC15M-26AUG231930-30,2026-08-23 23:18:30.516002+00:00,True,UP,UP,0.8018867924528301,11.491399966666668,116.7100000000064,116.7100000000064,53.38000000000465,86.29000000000815,False,60.16000000000349,56.55000000000291,False,83.05999999999767,33.65000000000873,False,83.05999999999767,49.95000000001164,False
KXBTC15M-26AUG232000-00,2026-08-23 23:50:11.150543+00:00,True,UP,UP,0.9301075268817204,9.814157616666668,108.06999999999243,108.06999999999243,1.8300000000017462,106.23999999999069,False,32.31999999999243,75.75,False,32.31999999999243,172.14999999999418,False,32.31999999999243,245.5899999999965,False
KXBTC15M-26AUG232015-15,2026-08-24 00:06:07.577761+00:00,True,DOWN,DOWN,0.8928571428571429,8.873703983333334,-126.36000000000058,126.36000000000058,0.0,142.25999999999476,False,101.75,24.610000000000586,False,102.82000000000698,23.5399999999936,False,102.82000000000698,88.2899999999936,False
KXBTC15M-26AUG232030-30,2026-08-24 00:21:27.808735+00:00,True,DOWN,DOWN,0.8928571428571429,8.536521083333334,-142.69000000000233,142.69000000000233,12.479999999995925,130.2100000000064,False,12.479999999995925,135.0500000000029,False,12.479999999995925,230.55999999999767,False,12.479999999995925,303.1399999999994,False
KXBTC15M-26AUG232045-45,2026-08-24 00:36:02.046134+00:00,False,UP,DOWN,0.890625,8.965897766666666,166.2100000000064,166.2100000000064,159.11000000000058,7.100000000005821,False,186.10000000000582,-19.889999999999414,True,195.81000000001222,-29.60000000000582,True,195.81000000001222,-4.649999999994179,True
KXBTC15M-26AUG232230-30,2026-08-24 02:20:50.271911+00:00,True,UP,UP,0.8417126888472046,9.162134816666669,90.08000000000176,90.08000000000176,0.0,90.08000000000176,False,0.0,90.08000000000176,False,0.0,90.08000000000176,False,0.0,90.08000000000176,False
KXBTC15M-26AUG232245-45,2026-08-24 02:35:13.477812+00:00,True,UP,UP,0.8733329978342713,9.7753698,77.86000000000058,77.86000000000058,24.5,55.84000000001106,False,91.86000000000058,-14.0,True,92.22000000000116,-14.360000000000582,True,92.22000000000116,33.55999999999767,True
KXBTC15M-26AUG232300-00,2026-08-24 02:48:30.256988+00:00,False,DOWN,UP,0.8818375441656982,11.495716866666667,-177.58000000000175,177.58000000000175,100.11000000000058,80.52000000000407,False,100.11000000000058,107.11999999999534,False,100.11000000000058,116.88999999999942,False,111.55999999999767,66.02000000000407,False
KXBTC15M-26AUG232315-15,2026-08-24 03:06:41.362845+00:00,True,DOWN,DOWN,0.9290706254032018,8.31061925,-143.72999999999593,143.72999999999593,0.0,166.7899999999936,False,6.940000000002328,136.7899999999936,False,6.940000000002328,163.50999999999476,False,6.940000000002328,221.5899999999965,False
KXBTC15M-26AUG232345-45,2026-08-24 03:36:13.053772+00:00,True,DOWN,DOWN,0.8777297678568201,8.782437133333334,-152.58000000000175,152.58000000000175,82.22999999999593,70.61000000000058,False,82.22999999999593,88.85000000000582,False,82.22999999999593,177.29000000000815,False,82.22999999999593,150.77999999999884,False
KXBTC15M-26AUG240000-00,2026-08-24 03:50:24.264239+00:00,False,UP,DOWN,0.8725021809505709,9.595596016666669,90.59999999999128,90.59999999999128,81.57999999998721,9.020000000004076,False,128.5899999999965,-37.99000000000524,True,128.5899999999965,12.069999999992431,True,128.5899999999965,-10.320000000006983,True
KXBTC15M-26AUG240015-15,2026-08-24 04:05:03.552646+00:00,True,UP,UP,0.9029811825042604,9.940789233333334,107.29999999998836,107.29999999998836,44.529999999998836,62.76999999998952,False,44.529999999998836,64.58999999999651,False,44.529999999998836,90.5799999999872,False,44.529999999998836,80.50999999999476,False
KXBTC15M-26AUG240030-30,2026-08-24 04:18:54.198098+00:00,True,UP,UP,0.8308347129308,11.096698366666669,159.72000000000116,159.72000000000116,15.919999999998254,203.19000000000236,False,15.919999999998254,208.16999999999825,False,15.919999999998254,184.86000000000055,False,15.919999999998254,164.4499999999971,False
KXBTC15M-26AUG240100-00,2026-08-24 04:49:26.303417+00:00,True,DOWN,DOWN,0.8411642370218343,10.561609716666668,-132.02000000000407,132.02000000000407,0.0,249.1200000000099,False,0.0,407.0600000000122,False,0.0,273.3700000000099,False,0.0,277.1900000000023,False
KXBTC15M-26AUG240115-15,2026-08-24 05:05:27.354558+00:00,True,UP,UP,0.8233976068859385,9.5440907,71.67999999999302,71.67999999999302,45.81999999999243,89.27999999999884,False,45.81999999999243,118.06999999999243,False,45.81999999999243,144.26999999998952,False,45.81999999999243,133.1299999999901,False
KXBTC15M-26AUG240130-30,2026-08-24 05:20:04.445664+00:00,True,DOWN,DOWN,0.8450902473577809,9.9259056,-116.36999999999534,116.36999999999534,0.0,224.8399999999965,False,55.01999999998952,61.35000000000582,False,55.01999999998952,80.44999999999709,False,55.01999999998952,126.74000000000524,False
KXBTC15M-26AUG240145-45,2026-08-24 05:33:15.352070+00:00,False,DOWN,UP,0.8288102581330056,11.744132166666668,-148.33000000000175,148.33000000000175,42.69000000000233,171.02999999999884,False,42.69000000000233,210.36000000000055,False,42.69000000000233,118.70000000001164,False,141.1999999999971,7.130000000004657,False
KXBTC15M-26AUG240215-15,2026-08-24 06:06:57.880352+00:00,False,DOWN,UP,0.8088943441830628,8.035327466666667,-101.83999999999652,101.83999999999652,155.5899999999965,-53.75,True,155.5899999999965,-17.729999999995925,True,155.5899999999965,-35.669999999998254,True,312.4499999999971,-210.61000000000055,True
KXBTC15M-26AUG240230-30,2026-08-24 06:21:09.895021+00:00,True,DOWN,DOWN,0.8034292671739249,8.835082983333333,-54.06999999999243,54.06999999999243,0.0,58.56999999999243,False,36.629999999990105,17.44000000000233,False,46.379999999990105,7.690000000002328,False,46.379999999990105,13.770000000004076,False
KXBTC15M-26AUG240245-45,2026-08-24 06:35:02.128980+00:00,True,DOWN,DOWN,0.8296457386619209,9.964517,-98.7899999999936,98.7899999999936,28.860000000000582,78.25,False,28.860000000000582,117.91999999999824,False,28.860000000000582,96.3799999999901,False,28.860000000000582,133.27000000000407,False
KXBTC15M-26AUG240300-00,2026-08-24 06:48:21.527094+00:00,True,UP,UP,0.8458385735525684,11.6412151,159.72000000000116,159.72000000000116,9.099999999991269,150.6200000000099,False,46.08999999999651,113.63000000000466,False,46.08999999999651,120.07000000000698,False,46.08999999999651,130.9100000000035,False
KXBTC15M-26AUG240330-30,2026-08-24 07:18:07.696435+00:00,True,DOWN,DOWN,0.8022532950874599,11.871726083333334,-119.02999999999884,119.02999999999884,24.820000000007,158.8799999999901,False,24.820000000007,154.50999999999476,False,24.820000000007,150.52999999999884,False,24.820000000007,150.5399999999936,False
KXBTC15M-26AUG240345-45,2026-08-24 07:35:34.000646+00:00,True,DOWN,DOWN,0.8303784686290839,9.433322566666668,-115.94000000000231,115.94000000000231,30.72999999999591,115.98000000001048,False,30.72999999999591,130.47000000000116,False,30.72999999999591,120.76000000000931,False,30.72999999999591,136.27000000000407,False
KXBTC15M-26AUG240430-30,2026-08-24 08:18:35.093364+00:00,True,DOWN,DOWN,0.8050394707552803,11.4151106,-135.95000000001164,135.95000000001164,60.330000000001746,126.85000000000582,False,60.330000000001746,159.41999999999825,False,60.330000000001746,229.9700000000012,False,60.330000000001746,256.4400000000023,False
KXBTC15M-26AUG240445-45,2026-08-24 08:34:13.086182+00:00,True,UP,UP,0.8244793252377461,10.781896966666666,126.27000000000407,126.27000000000407,18.539999999993597,144.43000000000757,False,18.539999999993597,114.48000000001048,False,18.539999999993597,120.58000000000176,False,18.539999999993597,184.11000000000055,False
KXBTC15M-26AUG240515-15,2026-08-24 09:03:32.228847+00:00,True,UP,UP,0.8359106042795486,11.46285255,86.7899999999936,86.7899999999936,0.0,133.80999999999767,False,0.0,120.13999999999942,False,0.0,172.30999999999767,False,0.0,177.75999999999476,False
KXBTC15M-26AUG240600-00,2026-08-24 09:48:12.154637+00:00,True,UP,UP,0.8170561929461873,11.797422716666668,47.84999999999127,47.84999999999127,36.59999999999127,11.25,False,36.59999999999127,20.05999999999767,False,36.59999999999127,34.83999999999651,False,36.59999999999127,56.33999999999651,False
KXBTC15M-26AUG240615-15,2026-08-24 10:04:19.084561+00:00,True,UP,UP,0.8622611027254067,10.681923983333332,136.60000000000582,136.60000000000582,118.63000000000466,18.48000000001048,False,118.63000000000466,200.80999999999767,False,118.63000000000466,167.90000000000873,False,118.63000000000466,142.98000000001048,False
KXBTC15M-26AUG240630-30,2026-08-24 10:18:59.589215+00:00,True,UP,UP,0.8094372627937795,11.006846416666669,61.45999999999185,61.45999999999185,38.220000000001164,23.239999999990687,False,76.33999999999651,-14.880000000004657,True,76.33999999999651,8.029999999998836,True,76.33999999999651,43.7899999999936,True
KXBTC15M-26AUG240645-45,2026-08-24 10:33:18.117135+00:00,False,UP,DOWN,0.8482134733123641,11.69804775,142.2100000000064,142.2100000000064,77.38999999999942,86.88000000000466,False,77.38999999999942,69.25,False,77.38999999999942,76.29000000000815,False,86.83999999999651,55.370000000009895,False
KXBTC15M-26AUG240700-00,2026-08-24 10:50:13.082263+00:00,False,UP,DOWN,0.8124103460198526,9.781962283333334,77.6200000000099,77.6200000000099,176.40000000000873,-98.77999999999884,True,176.40000000000873,-94.36000000000058,True,184.25,-106.6299999999901,True,184.25,-96.23999999999069,True
KXBTC15M-26AUG240730-30,2026-08-24 11:19:50.762793+00:00,True,UP,UP,0.8004314903485613,10.15395345,35.5,35.5,16.729999999995925,39.13000000000466,False,68.44999999999709,-32.94999999999709,True,68.44999999999709,-14.14999999999418,True,68.44999999999709,30.52999999999884,True
KXBTC15M-26AUG240745-45,2026-08-24 11:33:11.016233+00:00,True,UP,UP,0.8894445795622574,11.816396116666663,168.55999999999767,168.55999999999767,0.0,461.0299999999989,False,0.0,475.3000000000029,False,0.0,538.0,False,0.0,562.2200000000012,False
KXBTC15M-26AUG240800-00,2026-08-24 11:48:20.539255+00:00,True,DOWN,DOWN,0.8500859900319075,11.657679083333331,-203.13999999999945,203.13999999999945,0.0,363.7899999999936,False,0.0,335.8299999999872,False,0.0,320.2199999999866,False,0.0,326.6399999999994,False
KXBTC15M-26AUG240815-15,2026-08-24 12:04:21.538673+00:00,True,DOWN,DOWN,0.9150837389863392,10.641022116666669,-177.6999999999971,177.6999999999971,0.0,289.3000000000029,False,0.0,279.7899999999936,False,0.0,251.2200000000012,False,0.0,203.1600000000035,False
KXBTC15M-26AUG240900-00,2026-08-24 12:48:32.823096+00:00,True,UP,UP,0.9330022087149696,11.4529484,225.1500000000088,225.1500000000088,24.4500000000117,200.6999999999971,False,24.4500000000117,200.6999999999971,False,24.4500000000117,200.6999999999971,False,24.4500000000117,200.6999999999971,False
KXBTC15M-26AUG241215-15,2026-08-24 16:03:51.340475+00:00,True,UP,UP,0.988095238095238,11.144325416666668,306.33000000000175,306.33000000000175,31.15000000000873,418.7099999999919,False,31.15000000000873,503.0899999999965,False,31.15000000000873,441.09999999999127,False,31.15000000000873,385.4199999999983,False
KXBTC15M-26AUG241230-30,2026-08-24 16:18:35.824911+00:00,True,UP,UP,0.9301075268817204,11.40291815,308.75,308.75,0.0,330.0599999999977,False,0.0,376.7099999999919,False,0.0,344.1600000000035,False,0.0,348.09999999999127,False
KXBTC15M-26AUG241300-00,2026-08-24 16:51:37.215335+00:00,True,DOWN,DOWN,0.9301075268817204,8.379744416666666,-245.76999999998952,245.76999999998952,0.0,398.4499999999971,False,0.0,463.3899999999994,False,0.0,375.2299999999959,False,0.0,276.3399999999965,False
KXBTC15M-26AUG241315-15,2026-08-24 17:03:27.647441+00:00,False,DOWN,UP,0.8928571428571429,11.539209316666668,-368.11999999999534,368.11999999999534,252.27999999999884,115.83999999999652,False,295.11999999999534,73.0,False,364.9799999999959,3.139999999999418,False,461.7299999999959,-93.61000000000058,True
KXBTC15M-26AUG241330-30,2026-08-24 17:20:44.090477+00:00,True,DOWN,DOWN,0.8018867924528301,9.265158716666669,-212.82000000000696,212.82000000000696,0.0,494.7100000000064,False,0.0,577.6600000000035,False,0.0,600.75,False,0.0,453.9300000000076,False
KXBTC15M-26AUG241400-00,2026-08-24 17:50:47.131669+00:00,True,UP,UP,0.890625,9.214472183333331,106.36000000000058,106.36000000000058,86.63000000000466,53.02999999999884,False,96.91999999999825,9.440000000002328,False,168.7100000000064,-62.35000000000582,True,168.7100000000064,-53.820000000006985,True
KXBTC15M-26AUG241415-15,2026-08-24 18:05:23.099381+00:00,True,UP,UP,0.8018867924528301,9.615010316666666,161.47000000000116,161.47000000000116,127.56000000001222,33.90999999998894,False,129.9200000000128,31.54999999998836,False,129.9200000000128,66.88999999999942,False,129.9200000000128,123.45999999999184,False
KXBTC15M-26AUG241530-30,2026-08-24 19:18:36.875712+00:00,True,DOWN,DOWN,0.8018867924528301,11.3854048,-146.68000000000757,146.68000000000757,0.0,280.5400000000081,False,0.0,279.6100000000006,False,0.0,263.4300000000076,False,0.0,257.9100000000035,False
KXBTC15M-26AUG241615-15,2026-08-24 20:04:19.712256+00:00,True,DOWN,DOWN,0.9301075268817204,10.6714624,-190.0100000000093,190.0100000000093,98.21000000000639,91.80000000000292,False,184.47999999999593,5.530000000013388,False,184.47999999999593,43.59000000001106,False,217.8000000000029,-27.7899999999936,True
KXBTC15M-26AUG241630-30,2026-08-24 20:20:28.678348+00:00,True,UP,UP,0.8018867924528301,9.522027533333333,68.81999999999243,68.81999999999243,39.029999999998836,92.63000000000466,False,39.029999999998836,93.81999999999243,False,39.029999999998836,51.19999999999709,False,63.40999999998894,5.4100000000034925,False
KXBTC15M-26AUG241645-45,2026-08-24 20:34:46.724216+00:00,True,UP,UP,0.8018867924528301,10.221263066666667,126.76999999998952,126.76999999998952,0.0,165.13999999999942,False,0.0,240.45999999999185,False,0.0,271.8399999999965,False,0.0,290.8799999999901,False
KXBTC15M-26AUG241715-15,2026-08-24 21:04:43.828846+00:00,True,UP,UP,0.8018867924528301,10.269519233333334,75.11999999999534,75.11999999999534,16.84999999999126,58.27000000000408,False,16.84999999999126,75.63000000000466,False,16.84999999999126,79.88000000000466,False,16.84999999999126,68.44000000000233,False
KXBTC15M-26AUG241730-30,2026-08-24 21:20:27.350344+00:00,True,DOWN,DOWN,0.9301075268817204,9.544160933333334,-160.4100000000035,160.4100000000035,74.68000000000757,85.72999999999593,False,87.07000000000698,73.33999999999651,False,87.07000000000698,74.91999999999825,False,87.07000000000698,104.76000000000931,False
KXBTC15M-26AUG241800-00,2026-08-24 21:49:24.584329+00:00,True,UP,UP,0.8928571428571429,10.590261183333332,58.55000000000291,58.55000000000291,37.88000000000466,22.09999999999127,False,89.79000000000815,-31.24000000000524,True,115.97000000000116,-57.419999999998254,True,115.97000000000116,-40.77999999999884,True
KXBTC15M-26AUG241845-45,2026-08-24 22:34:31.122710+00:00,True,UP,UP,0.8018867924528301,10.481288166666667,128.66999999999825,128.66999999999825,31.40999999998894,142.59000000001106,False,31.40999999998894,141.74000000000524,False,31.40999999998894,130.38999999999942,False,80.86999999999534,47.80000000000291,False
KXBTC15M-26AUG241930-30,2026-08-24 23:20:38.847167+00:00,True,UP,UP,0.890625,9.352547216666666,86.90999999998894,86.90999999998894,0.0,147.8799999999901,False,0.0,181.1999999999971,False,0.0,252.5899999999965,False,0.0,206.4899999999907,False
KXBTC15M-26AUG242030-30,2026-08-25 00:18:34.445200+00:00,True,DOWN,DOWN,0.8928571428571429,11.425913333333334,-177.61000000000058,177.61000000000058,0.0,186.25,False,34.75999999999476,142.85000000000582,False,64.8799999999901,112.73000000001048,False,73.33999999999651,104.27000000000407,False
KXBTC15M-26AUG242100-00,2026-08-25 00:48:30.948418+00:00,True,UP,UP,0.8018867924528301,11.484193033333334,246.45999999999185,246.45999999999185,58.679999999993015,295.1299999999901,False,58.679999999993015,332.7599999999948,False,58.679999999993015,273.15999999998894,False,58.679999999993015,359.56999999999243,False
KXBTC15M-26AUG242115-15,2026-08-25 01:06:33.341302+00:00,False,UP,DOWN,0.8018867924528301,8.444311633333333,155.35000000000582,155.35000000000582,167.8000000000029,62.69000000000233,True,238.0100000000093,-82.66000000000349,True,242.7600000000093,-87.41000000000349,True,242.7600000000093,-58.81999999999243,True
KXBTC15M-26AUG242315-15,2026-08-25 03:04:17.244553+00:00,True,UP,UP,0.8018867924528301,10.712590783333331,186.3700000000099,186.3700000000099,9.520000000004075,253.49000000000524,False,9.520000000004075,270.13000000000466,False,9.520000000004075,210.1700000000128,False,9.520000000004075,210.1800000000076,False
KXBTC15M-26AUG250030-30,2026-08-25 04:20:19.249975+00:00,True,DOWN,DOWN,0.9301075268817204,9.679167083333336,-178.5,178.5,82.22000000000116,96.27999999999884,False,82.22000000000116,173.02000000000407,False,82.22000000000116,150.02000000000407,False,82.22000000000116,110.36999999999534,False
KXBTC15M-26AUG250100-00,2026-08-25 04:51:26.152326+00:00,True,UP,UP,0.8018867924528301,8.564127899999999,89.58999999999651,89.58999999999651,50.19999999999709,39.38999999999942,False,78.68999999998778,10.900000000008731,False,78.68999999998778,41.11000000000058,False,80.15999999998894,9.430000000007569,False
KXBTC15M-26AUG250115-15,2026-08-25 05:04:09.502575+00:00,True,UP,UP,0.890625,10.84162375,111.02999999999884,111.02999999999884,0.0,171.38999999999942,False,0.0,203.4100000000035,False,0.0,220.0500000000029,False,0.0,230.2100000000064,False
KXBTC15M-26AUG250145-45,2026-08-25 05:36:06.559035+00:00,True,UP,UP,0.8928571428571429,8.89068275,119.27999999999884,119.27999999999884,29.0,99.25,False,38.070000000006985,81.20999999999185,False,38.070000000006985,83.77999999999884,False,38.070000000006985,104.94999999999708,False
KXBTC15M-26AUG250245-45,2026-08-25 06:36:01.587583+00:00,True,DOWN,DOWN,0.8018867924528301,8.973540283333334,-118.17999999999302,118.17999999999302,0.0,224.27999999999884,False,0.0,223.06999999999243,False,0.0,237.1600000000035,False,0.0,241.8399999999965,False
KXBTC15M-26AUG250315-15,2026-08-25 07:04:19.877473+00:00,True,UP,UP,0.890625,10.668708783333331,203.88999999999945,203.88999999999945,0.0,207.4700000000012,False,34.870000000009924,169.01999999998952,False,34.870000000009924,182.88999999999945,False,34.870000000009924,222.88999999999945,False
KXBTC15M-26AUG250400-00,2026-08-25 07:49:01.609088+00:00,True,DOWN,DOWN,0.9301075268817204,10.973181866666666,-384.3100000000122,384.3100000000122,0.0,1064.9700000000012,False,0.0,993.1700000000128,False,0.0,838.6399999999994,False,0.0,732.9900000000052,False
KXBTC15M-26AUG250430-30,2026-08-25 08:18:23.472018+00:00,True,UP,UP,0.8018867924528301,11.6087997,128.41999999999825,128.41999999999825,68.3700000000099,143.92999999999302,False,68.3700000000099,107.7899999999936,False,68.3700000000099,147.31999999999243,False,68.3700000000099,63.86999999999534,False
KXBTC15M-26AUG250500-00,2026-08-25 08:49:27.436571+00:00,True,DOWN,DOWN,0.9301075268817204,10.542723816666667,-187.27000000000407,187.27000000000407,17.94000000000233,212.3000000000029,False,17.94000000000233,228.6999999999971,False,17.94000000000233,246.77999999999884,False,17.94000000000233,208.19000000000236,False
KXBTC15M-26AUG250515-15,2026-08-25 09:03:15.421584+00:00,True,DOWN,DOWN,0.8018867924528301,11.7429736,-142.16999999999825,142.16999999999825,0.0,218.7100000000064,False,0.0,152.10000000000582,False,15.989999999990687,126.18000000000757,False,15.989999999990687,160.32000000000698,False
KXBTC15M-26AUG250545-45,2026-08-25 09:34:12.724170+00:00,False,UP,DOWN,0.890625,10.7879305,123.42999999999302,123.42999999999302,109.47999999999593,13.94999999999709,False,109.47999999999593,30.270000000004075,False,109.47999999999593,18.720000000001164,False,109.47999999999593,23.470000000001164,False
KXBTC15M-26AUG250600-00,2026-08-25 09:48:21.391829+00:00,True,DOWN,DOWN,0.890625,11.643469516666666,-171.88000000000466,171.88000000000466,0.0,341.13000000000466,False,0.0,493.6100000000006,False,0.0,586.4700000000012,False,0.0,800.5800000000017,False
KXBTC15M-26AUG250630-30,2026-08-25 10:19:18.596860+00:00,False,UP,DOWN,0.8018867924528301,10.690052333333334,115.69000000000231,115.69000000000231,60.11000000000056,55.58000000000175,False,129.33000000000175,-13.639999999999418,True,129.33000000000175,48.23000000001048,True,129.33000000000175,37.08000000000175,True
KXBTC15M-26AUG250730-30,2026-08-25 11:21:44.279770+00:00,True,UP,UP,0.890625,8.262003833333333,116.93000000000757,116.93000000000757,0.0,156.55999999999767,False,0.0,150.24000000000524,False,0.0,150.40000000000873,False,0.0,144.66999999999825,False
KXBTC15M-26AUG250745-45,2026-08-25 11:35:30.890675+00:00,False,UP,DOWN,0.890625,9.485155416666666,128.14999999999418,128.14999999999418,0.0,182.4100000000035,False,0.0,144.00999999999476,False,35.61999999999534,92.52999999999884,False,89.70999999999185,38.44000000000233,False
KXBTC15M-26AUG250815-15,2026-08-25 12:04:52.121051+00:00,True,DOWN,DOWN,0.8928571428571429,10.131315816666667,-191.1600000000035,191.1600000000035,0.0,435.65000000000873,False,0.0,461.54000000000815,False,0.0,302.4400000000023,False,0.0,302.8099999999977,False
