fair_min,max_time_left,early_boundary,early_gap,late_gap,min_support,min_dist_range,calls,contracts,coverage,accuracy,avg_time_left,median_time_left,pct_calls_5plus_min_left,avg_gap,avg_fair,validation_rank
0.92,10.0,7.0,90.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2010
0.92,10.0,7.0,100.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2011
0.92,10.0,7.0,100.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2012
0.92,10.0,7.0,100.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2013
0.92,10.0,7.0,100.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2014
0.92,10.0,7.0,100.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2015
0.92,10.0,7.0,100.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2016
0.92,10.0,7.0,110.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2017
0.92,10.0,7.0,110.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2018
0.92,10.0,7.0,110.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2019
0.92,10.0,7.0,110.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2020
0.92,10.0,7.0,110.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2021
0.92,10.0,7.0,110.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2022
0.92,10.0,7.0,125.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2023
0.92,10.0,7.0,125.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2024
0.92,10.0,7.0,125.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2025
0.92,10.0,7.0,125.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2026
