timestamp_utc,contract,elapsed_min,time_left_min,btc_price,kalshi_target,target_gap_dollars,up_ask,down_ask,raw_general_side,raw_general_confidence,fair_ready,fair_up,fair_down,fair_preferred_side,fair_preferred,fair_flip_prob,fair_stay_prob,preferred_kalshi_ask,fair_edge_vs_ask,opportunity_status,price_zone,ladder_status,ladder_direction,ladder_confidence,checkpoints,expected_final_outcome,final_status,final_side,final_confidence,final_call_source,decisive_fair_ready,decisive_required_gap,strict_distance_pct,directional_agreement,confidence_change,strict_model_ready,brti_kalshi_gate_ready
2026-09-02T21:35:12.821361+00:00,KXBTC15M-26SEP021745-45,4.8664775166666665,10.133522483333333,77216.14,77268.64,-52.5,0.33,0.68,DOWN,0.5135025034396689,True,0.14954076960594387,0.8504592303940561,DOWN,0.8504592303940561,0.14954076960594387,0.8504592303940561,0.68,0.17045923039405608,WAIT,EXPENSIVE / WAIT,RAW FORECAST,DOWN,0.5135025034396689,,DOWN,PASS,NONE,,NONE,False,100.0,0.00048813101224087774,3,-0.014918228495028774,False,True
