ticker,correct,call_side,initial_fair,initial_distance,4m_distance_gain,4m_fair_gain,5m_distance_gain,5m_fair_gain,6m_distance_gain,6m_fair_gain,7m_distance_gain,7m_fair_gain,8m_distance_gain,8m_fair_gain,9m_distance_gain,9m_fair_gain,10m_distance_gain,10m_fair_gain,gain6,fair6,worst_distance_gain_after6,worst_fair_gain_after6,distance_reversal_from_6m_peak,fair_reversal_from_6m,first_50pct_giveback_min,first_fair_below_5pt_min
KXBTC15M-26AUG270615-15,False,UP,0.8018867924528301,104.52999999999884,41.419999999998254,0.09097035040431278,79.72000000000116,0.19811320754716988,89.7100000000064,0.19811320754716988,-54.24999999999999,-0.042488296212228605,-56.830000000001746,0.08873820754716988,-130.74000000000524,-0.6925117924528301,,,89.7100000000064,0.19811320754716988,-130.74000000000524,-0.6925117924528301,220.45000000001164,0.890625,7.145640983333333,7.145640983333333
KXBTC15M-26AUG270600-00,True,DOWN,0.890625,-171.77000000000407,14.520000000004046,0.09747023809523803,71.43000000000757,0.09747023809523803,91.69999999999715,0.109375,100.00999999999476,0.109375,155.88999999999942,0.09747023809523803,96.58999999999651,0.109375,,,91.69999999999715,0.109375,91.69999999999715,0.09747023809523803,0.0,0.011904761904761973,,
KXBTC15M-26AUG271300-00,True,DOWN,0.890625,-109.2100000000064,33.69999999999709,0.09747023809523803,87.97999999999595,0.09747023809523803,51.48999999999069,0.109375,72.11000000000055,0.109375,90.42999999999304,0.109375,83.16999999999823,0.109375,,,51.48999999999069,0.109375,51.48999999999069,0.109375,0.0,0.0,,
