rule,flagged,misses_caught,total_misses,good_flagged,kept,kept_accuracy,capture
30s_worst_ask_change >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
30s_worst_ask_change >= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
30s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
30s_worst_ask_change >= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 33.322 AND 60s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 33.322 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 33.322 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 33.322 AND 90s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 33.322 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 33.322 AND 90s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
60s_worst_distance_drop <= 51.034 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
60s_worst_fair_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
60s_worst_fair_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.0575 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 60s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 60s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 90s_worst_ask_change >= -0.0575,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
60s_worst_ask_change >= -0.011 AND 90s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
60s_worst_ask_change <= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
60s_worst_ask_change <= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
60s_worst_ask_change <= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
90s_worst_distance_drop <= 33.322 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
90s_worst_ask_change >= -0.011 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
90s_worst_ask_change >= -0.011 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
90s_worst_ask_change <= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 180s_worst_distance_drop <= 53.894,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop >= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 30s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 30s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 30s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 30s_worst_ask_change >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 60s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 60s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 60s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 60s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 90s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 90s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 120s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 180s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 180s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 180s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 240s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 240s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 240s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 300s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 300s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 300s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 360s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 360s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 360s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 420s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 420s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 420s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 480s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 480s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 51.031 AND 480s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND initial_signed_distance <= 246.149,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND rescore_initial_signed_distance <= 246.149,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND 180s_worst_distance_drop <= 53.894,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND 300s_worst_distance_drop <= 68.579,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND 360s_worst_distance_drop <= 77.905,85,4,5,81,10,0.9,0.8
120s_worst_distance_drop <= 57.528 AND 420s_worst_distance_drop <= 96.4115,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 180s_worst_distance_drop <= 53.894,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop >= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.195329 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.195329 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.195329 AND 300s_worst_fair_drop <= 0.290259,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.195329 AND 360s_worst_fair_drop <= 0.305783,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.271366 AND 180s_worst_distance_drop <= 61.1275,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.271366 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_fair_drop <= 0.271366 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 120s_worst_distance_drop <= 51.031,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 180s_worst_distance_drop <= 53.894,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
120s_worst_ask_change <= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop >= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 30s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 30s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 30s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 30s_worst_ask_change >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 60s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 60s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 60s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 60s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 90s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 90s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 180s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 240s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 240s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 240s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 300s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 300s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 300s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 360s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 360s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 360s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 420s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 420s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 420s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 480s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 480s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 53.894 AND 480s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND initial_signed_distance >= 35.4505,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND rescore_initial_signed_distance >= 35.4505,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 60s_worst_fair_drop <= 0.221692,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 90s_worst_fair_drop <= 0.221692,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 180s_worst_fair_drop <= 0.271366,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 240s_worst_fair_drop <= 0.271366,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 300s_worst_fair_drop <= 0.290259,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 360s_worst_fair_drop <= 0.305783,85,4,5,81,10,0.9,0.8
180s_worst_distance_drop <= 61.1275 AND 420s_worst_fair_drop <= 0.401693,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop >= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND initial_signed_distance >= 35.4505,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND rescore_initial_signed_distance >= 35.4505,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 30s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 30s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 30s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 30s_worst_ask_change >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 60s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 60s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 60s_worst_fair_drop <= 0.221692,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 60s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 90s_worst_fair_drop <= 0.221692,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 90s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 240s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 240s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 240s_worst_fair_drop <= 0.271366,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 240s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 300s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 300s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 300s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 360s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 360s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 360s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 420s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 420s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 420s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 480s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 480s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.196894 AND 480s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
180s_worst_fair_drop <= 0.271366 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 180s_worst_distance_drop <= 53.894,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 180s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 240s_worst_distance_drop <= 56.925,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
180s_worst_ask_change <= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 60s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 60s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 90s_worst_distance_drop <= 33.322,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 90s_worst_ask_change >= -0.011,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 240s_worst_fair_drop <= 0.196894,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 360s_worst_distance_drop <= 68.945,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 79.943,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop >= 0 AND 480s_worst_distance_drop <= 90.534,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 30s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 30s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 30s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 30s_worst_ask_change >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 60s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 60s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 60s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 90s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 90s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 90s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 240s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 300s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 300s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 300s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 360s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 360s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 360s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 420s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 420s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 420s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 480s_worst_distance_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 480s_worst_fair_drop >= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 56.925 AND 480s_worst_ask_change <= 0,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 62.0845 AND 60s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
240s_worst_distance_drop <= 62.0845 AND 90s_worst_distance_drop <= 51.034,85,4,5,81,10,0.9,0.8
