config,dev_calls,dev_accuracy,dev_coverage,dev_avg_ask,dev_pct_20_40,dev_avg_time,hold_calls,hold_accuracy,hold_coverage,hold_avg_ask,hold_pct_20_40,hold_avg_time
A45_F70_E5_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F70_E5_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.249128566666667
A45_F70_E5_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F70_E5_P3_ALL_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E5_P3_ALL_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E5_P3_SAFE_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F70_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F70_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F70_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F70_E10_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.249128566666667
A45_F70_E10_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F70_E10_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.249128566666667
A45_F70_E10_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F70_E10_P3_ALL_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E10_P3_ALL_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E10_P3_SAFE_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F70_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F70_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F70_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E0_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E0_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E0_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E0_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E5_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E5_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E5_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E5_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E10_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E10_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E10_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F75_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F75_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E0_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E0_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E0_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E0_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E5_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E5_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E5_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E5_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E10_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E10_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E10_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A45_F80_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F80_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F60_E0_P0_ALL_ANY,3,66.66666666666666,37.5,45.0,33.33333333333333,7.831129033333333,2,50.0,40.0,43.5,0.0,5.8000533
A50_F60_E0_P0_ALL_LAG15OR30,3,66.66666666666666,37.5,45.0,33.33333333333333,7.8031042,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F60_E0_P0_SAFE_ANY,3,66.66666666666666,37.5,45.0,33.33333333333333,7.831129033333333,2,50.0,40.0,43.5,0.0,5.8000533
A50_F60_E0_P0_SAFE_LAG15OR30,3,66.66666666666666,37.5,45.0,33.33333333333333,7.8031042,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F60_E0_P3_ALL_ANY,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E0_P3_ALL_LAG15OR30,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E0_P3_SAFE_ANY,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E0_P3_SAFE_LAG15OR30,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E0_P5_ALL_ANY,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E0_P5_ALL_LAG15OR30,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E0_P5_SAFE_ANY,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E0_P5_SAFE_LAG15OR30,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E5_P0_ALL_ANY,3,66.66666666666666,37.5,45.0,33.33333333333333,7.831129033333333,2,50.0,40.0,43.5,0.0,5.8000533
A50_F60_E5_P0_ALL_LAG15OR30,3,66.66666666666666,37.5,45.0,33.33333333333333,7.8031042,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F60_E5_P0_SAFE_ANY,3,66.66666666666666,37.5,45.0,33.33333333333333,7.831129033333333,2,50.0,40.0,43.5,0.0,5.8000533
A50_F60_E5_P0_SAFE_LAG15OR30,3,66.66666666666666,37.5,45.0,33.33333333333333,7.8031042,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F60_E5_P3_ALL_ANY,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E5_P3_ALL_LAG15OR30,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E5_P3_SAFE_ANY,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E5_P3_SAFE_LAG15OR30,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E5_P5_ALL_ANY,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E5_P5_ALL_LAG15OR30,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E5_P5_SAFE_ANY,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E5_P5_SAFE_LAG15OR30,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E10_P0_ALL_ANY,3,66.66666666666666,37.5,45.0,33.33333333333333,7.831129033333333,2,50.0,40.0,43.5,0.0,5.8000533
A50_F60_E10_P0_ALL_LAG15OR30,3,66.66666666666666,37.5,45.0,33.33333333333333,7.8031042,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F60_E10_P0_SAFE_ANY,3,66.66666666666666,37.5,45.0,33.33333333333333,7.831129033333333,2,50.0,40.0,43.5,0.0,5.8000533
A50_F60_E10_P0_SAFE_LAG15OR30,3,66.66666666666666,37.5,45.0,33.33333333333333,7.8031042,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F60_E10_P3_ALL_ANY,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E10_P3_ALL_LAG15OR30,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E10_P3_SAFE_ANY,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E10_P3_SAFE_LAG15OR30,2,50.0,25.0,43.5,50.0,7.672485841666665,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F60_E10_P5_ALL_ANY,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E10_P5_ALL_LAG15OR30,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E10_P5_SAFE_ANY,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F60_E10_P5_SAFE_LAG15OR30,2,50.0,25.0,43.5,50.0,7.506217508333333,0,,0.0,,,
A50_F65_E0_P0_ALL_ANY,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.497771711111111,2,50.0,40.0,43.5,0.0,5.758343033333333
A50_F65_E0_P0_ALL_LAG15OR30,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.469746877777777,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F65_E0_P0_SAFE_ANY,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.497771711111111,2,50.0,40.0,43.5,0.0,5.758343033333333
A50_F65_E0_P0_SAFE_LAG15OR30,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.469746877777777,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F65_E0_P3_ALL_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E0_P3_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E0_P3_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E0_P3_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E0_P5_ALL_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E0_P5_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E0_P5_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E0_P5_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E5_P0_ALL_ANY,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.497771711111111,2,50.0,40.0,43.5,0.0,5.758343033333333
A50_F65_E5_P0_ALL_LAG15OR30,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.469746877777777,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F65_E5_P0_SAFE_ANY,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.497771711111111,2,50.0,40.0,43.5,0.0,5.758343033333333
A50_F65_E5_P0_SAFE_LAG15OR30,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.469746877777777,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F65_E5_P3_ALL_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E5_P3_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E5_P3_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E5_P3_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E5_P5_ALL_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E5_P5_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E5_P5_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E5_P5_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E10_P0_ALL_ANY,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.497771711111111,2,50.0,40.0,43.5,0.0,5.758343033333333
A50_F65_E10_P0_ALL_LAG15OR30,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.469746877777777,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F65_E10_P0_SAFE_ANY,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.497771711111111,2,50.0,40.0,43.5,0.0,5.758343033333333
A50_F65_E10_P0_SAFE_LAG15OR30,3,33.33333333333333,37.5,45.66666666666667,33.33333333333333,7.469746877777777,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F65_E10_P3_ALL_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E10_P3_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E10_P3_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E10_P3_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F65_E10_P5_ALL_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E10_P5_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E10_P5_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F65_E10_P5_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E0_P0_ALL_ANY,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.341368991666667
A50_F70_E0_P0_ALL_LAG15OR30,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F70_E0_P0_SAFE_ANY,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.341368991666667
A50_F70_E0_P0_SAFE_LAG15OR30,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F70_E0_P3_ALL_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E0_P3_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E0_P3_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E0_P3_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E0_P5_ALL_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E0_P5_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E0_P5_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E0_P5_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E5_P0_ALL_ANY,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.341368991666667
A50_F70_E5_P0_ALL_LAG15OR30,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F70_E5_P0_SAFE_ANY,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.341368991666667
A50_F70_E5_P0_SAFE_LAG15OR30,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F70_E5_P3_ALL_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E5_P3_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E5_P3_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E5_P3_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E5_P5_ALL_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E5_P5_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E5_P5_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E5_P5_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E10_P0_ALL_ANY,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.341368991666667
A50_F70_E10_P0_ALL_LAG15OR30,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F70_E10_P0_SAFE_ANY,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.341368991666667
A50_F70_E10_P0_SAFE_LAG15OR30,2,50.0,25.0,45.49999999999999,0.0,7.047707916666667,2,100.0,40.0,45.0,0.0,5.299656916666667
A50_F70_E10_P3_ALL_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E10_P3_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E10_P3_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E10_P3_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.289724716666667,1,100.0,20.0,44.0,0.0,5.082450983333334
A50_F70_E10_P5_ALL_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E10_P5_ALL_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E10_P5_SAFE_ANY,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F70_E10_P5_SAFE_LAG15OR30,1,0.0,12.5,48.0,0.0,6.123132283333334,0,,0.0,,,
A50_F75_E0_P0_ALL_ANY,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E0_P0_ALL_LAG15OR30,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E0_P0_SAFE_ANY,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E0_P0_SAFE_LAG15OR30,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E0_P3_ALL_ANY,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E0_P3_ALL_LAG15OR30,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E0_P3_SAFE_ANY,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E0_P3_SAFE_LAG15OR30,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F75_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F75_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F75_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F75_E5_P0_ALL_ANY,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E5_P0_ALL_LAG15OR30,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E5_P0_SAFE_ANY,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E5_P0_SAFE_LAG15OR30,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E5_P3_ALL_ANY,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E5_P3_ALL_LAG15OR30,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E5_P3_SAFE_ANY,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E5_P3_SAFE_LAG15OR30,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F75_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F75_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F75_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F75_E10_P0_ALL_ANY,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E10_P0_ALL_LAG15OR30,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
