config,dev_calls,dev_accuracy,dev_coverage,dev_avg_ask,dev_pct_20_40,dev_avg_time,hold_calls,hold_accuracy,hold_coverage,hold_avg_ask,hold_pct_20_40,hold_avg_time
A40_F65_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F65_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F65_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F65_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P0_ALL_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,0,,0.0,,,
A40_F65_E10_P0_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,0,,0.0,,,
A40_F65_E10_P0_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,0,,0.0,,,
A40_F65_E10_P0_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,0,,0.0,,,
A40_F65_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F65_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F70_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F75_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P0_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P0_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P0_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P0_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A40_F80_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F60_E0_P0_ALL_ANY,2,100.0,25.0,38.0,100.0,7.464582558333333,2,50.0,40.0,43.5,0.0,5.8000533
A45_F60_E0_P0_ALL_LAG15OR30,2,100.0,25.0,38.0,100.0,7.464582558333333,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F60_E0_P0_SAFE_ANY,2,100.0,25.0,38.0,100.0,7.464582558333333,2,50.0,40.0,43.5,0.0,5.8000533
A45_F60_E0_P0_SAFE_LAG15OR30,2,100.0,25.0,38.0,100.0,7.464582558333333,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F60_E0_P3_ALL_ANY,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E0_P3_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E0_P3_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E0_P3_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E0_P5_ALL_ANY,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E0_P5_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E0_P5_SAFE_ANY,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E0_P5_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E5_P0_ALL_ANY,2,100.0,25.0,38.0,100.0,7.464582558333333,2,50.0,40.0,43.5,0.0,5.8000533
A45_F60_E5_P0_ALL_LAG15OR30,2,100.0,25.0,38.0,100.0,7.464582558333333,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F60_E5_P0_SAFE_ANY,2,100.0,25.0,38.0,100.0,7.464582558333333,2,50.0,40.0,43.5,0.0,5.8000533
A45_F60_E5_P0_SAFE_LAG15OR30,2,100.0,25.0,38.0,100.0,7.464582558333333,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F60_E5_P3_ALL_ANY,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E5_P3_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E5_P3_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E5_P3_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E5_P5_ALL_ANY,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E5_P5_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E5_P5_SAFE_ANY,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E5_P5_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E10_P0_ALL_ANY,2,100.0,25.0,38.0,100.0,7.464582558333333,2,50.0,40.0,43.5,0.0,5.8000533
A45_F60_E10_P0_ALL_LAG15OR30,2,100.0,25.0,38.0,100.0,7.464582558333333,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F60_E10_P0_SAFE_ANY,2,100.0,25.0,38.0,100.0,7.464582558333333,2,50.0,40.0,43.5,0.0,5.8000533
A45_F60_E10_P0_SAFE_LAG15OR30,2,100.0,25.0,38.0,100.0,7.464582558333333,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F60_E10_P3_ALL_ANY,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E10_P3_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E10_P3_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E10_P3_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.055246966666664,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F60_E10_P5_ALL_ANY,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E10_P5_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E10_P5_SAFE_ANY,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F60_E10_P5_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,8.889302733333333,0,,0.0,,,
A45_F65_E0_P0_ALL_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,2,50.0,40.0,43.5,0.0,5.758343033333333
A45_F65_E0_P0_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F65_E0_P0_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,2,50.0,40.0,43.5,0.0,5.758343033333333
A45_F65_E0_P0_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F65_E0_P3_ALL_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E0_P3_ALL_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E0_P3_SAFE_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F65_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F65_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F65_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F65_E5_P0_ALL_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,2,50.0,40.0,43.5,0.0,5.758343033333333
A45_F65_E5_P0_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F65_E5_P0_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,2,50.0,40.0,43.5,0.0,5.758343033333333
A45_F65_E5_P0_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F65_E5_P3_ALL_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E5_P3_ALL_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E5_P3_SAFE_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F65_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F65_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F65_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F65_E10_P0_ALL_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,2,50.0,40.0,43.5,0.0,5.758343033333333
A45_F65_E10_P0_ALL_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F65_E10_P0_SAFE_ANY,1,100.0,12.5,39.0,100.0,9.306024366666666,2,50.0,40.0,43.5,0.0,5.758343033333333
A45_F65_E10_P0_SAFE_LAG15OR30,1,100.0,12.5,39.0,100.0,9.306024366666666,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F65_E10_P3_ALL_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E10_P3_ALL_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E10_P3_SAFE_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F65_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F65_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F65_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F65_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F70_E0_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.249128566666667
A45_F70_E0_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F70_E0_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.249128566666667
A45_F70_E0_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.165704416666667
A45_F70_E0_P3_ALL_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E0_P3_ALL_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E0_P3_SAFE_ANY,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,1,100.0,20.0,44.0,0.0,5.082450983333334
A45_F70_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A45_F70_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F70_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A45_F70_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A45_F70_E5_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,1,100.0,20.0,44.0,0.0,5.249128566666667
