minute,distance_threshold,fair_mode,fair_threshold,warned,misses_caught,total_misses,good_flagged,kept,kept_accuracy,rule,catch_all,capture_rate
3,30,AND,0.05,7,1,2,6,25,0.96,3m dist_gain < +$30 AND fair_gain < 0.050,False,0.5
2,10,AND,0.025,8,1,2,7,24,0.9583333333333334,2m dist_gain < +$10 AND fair_gain < 0.025,False,0.5
2,15,AND,0.025,8,1,2,7,24,0.9583333333333334,2m dist_gain < +$15 AND fair_gain < 0.025,False,0.5
2,20,AND,0.025,8,1,2,7,24,0.9583333333333334,2m dist_gain < +$20 AND fair_gain < 0.025,False,0.5
2,25,AND,0.025,8,1,2,7,24,0.9583333333333334,2m dist_gain < +$25 AND fair_gain < 0.025,False,0.5
2,30,AND,0.025,8,1,2,7,24,0.9583333333333334,2m dist_gain < +$30 AND fair_gain < 0.025,False,0.5
3,10,AND,0.075,8,1,2,7,24,0.9583333333333334,3m dist_gain < +$10 AND fair_gain < 0.075,False,0.5
3,15,AND,0.075,8,1,2,7,24,0.9583333333333334,3m dist_gain < +$15 AND fair_gain < 0.075,False,0.5
3,20,AND,0.075,8,1,2,7,24,0.9583333333333334,3m dist_gain < +$20 AND fair_gain < 0.075,False,0.5
3,25,AND,0.075,8,1,2,7,24,0.9583333333333334,3m dist_gain < +$25 AND fair_gain < 0.075,False,0.5
2,10,AND,0.05,9,1,2,8,23,0.9565217391304348,2m dist_gain < +$10 AND fair_gain < 0.050,False,0.5
2,15,AND,0.05,9,1,2,8,23,0.9565217391304348,2m dist_gain < +$15 AND fair_gain < 0.050,False,0.5
2,20,AND,0.05,9,1,2,8,23,0.9565217391304348,2m dist_gain < +$20 AND fair_gain < 0.050,False,0.5
2,25,AND,0.05,9,1,2,8,23,0.9565217391304348,2m dist_gain < +$25 AND fair_gain < 0.050,False,0.5
2,30,AND,0.05,9,1,2,8,23,0.9565217391304348,2m dist_gain < +$30 AND fair_gain < 0.050,False,0.5
3,30,AND,0.075,9,1,2,8,23,0.9565217391304348,3m dist_gain < +$30 AND fair_gain < 0.075,False,0.5
2,10,AND,0.075,10,1,2,9,22,0.9545454545454546,2m dist_gain < +$10 AND fair_gain < 0.075,False,0.5
2,15,AND,0.075,10,1,2,9,22,0.9545454545454546,2m dist_gain < +$15 AND fair_gain < 0.075,False,0.5
2,20,AND,0.075,10,1,2,9,22,0.9545454545454546,2m dist_gain < +$20 AND fair_gain < 0.075,False,0.5
2,25,AND,0.075,10,1,2,9,22,0.9545454545454546,2m dist_gain < +$25 AND fair_gain < 0.075,False,0.5
2,30,AND,0.075,10,1,2,9,22,0.9545454545454546,2m dist_gain < +$30 AND fair_gain < 0.075,False,0.5
3,10,AND,0.1,11,1,2,10,21,0.9523809523809523,3m dist_gain < +$10 AND fair_gain < 0.100,False,0.5
3,15,AND,0.1,11,1,2,10,21,0.9523809523809523,3m dist_gain < +$15 AND fair_gain < 0.100,False,0.5
3,20,AND,0.1,11,1,2,10,21,0.9523809523809523,3m dist_gain < +$20 AND fair_gain < 0.100,False,0.5
3,25,AND,0.1,11,1,2,10,21,0.9523809523809523,3m dist_gain < +$25 AND fair_gain < 0.100,False,0.5
3,30,AND,0.1,12,1,2,11,20,0.95,3m dist_gain < +$30 AND fair_gain < 0.100,False,0.5
