ticker,correct,call_side,initial_fair,initial_signed_distance,snapshots,rem_3p0,dist_3p0,fair_3p0,ask_3p0,rem_2p0,dist_2p0,fair_2p0,ask_2p0,rem_1p5,dist_1p5,fair_1p5,ask_1p5,rem_1p0,dist_1p0,fair_1p0,ask_1p0,rem_0p5,dist_0p5,fair_0p5,ask_0p5,first_flip_remaining,first_fair_below_75_remaining,first_fair_below_60_remaining,first_fair_below_50_remaining,first_fair_below_25_remaining,late3_min_distance,late3_max_distance,late3_min_fair,late3_max_fair,distance_change_3p0_to_2p0,fair_change_3p0_to_2p0,ask_change_3p0_to_2p0,distance_change_2p0_to_1p0,fair_change_2p0_to_1p0,ask_change_2p0_to_1p0,distance_change_1p5_to_0p5,fair_change_1p5_to_0p5,ask_change_1p5_to_0p5,distance_change_1p0_to_0p5,fair_change_1p0_to_0p5,ask_change_1p0_to_0p5
KXBTC15M-26AUG250815-15,True,DOWN,0.8928571428571429,191.1600000000035,12,3.0524388,101.04000000000816,0.890625,0.938,2.1668378,143.13999999999942,0.9301075268817204,0.944,1.2831775333333333,124.74000000000524,0.9487179487179488,0.972,1.2831775333333333,124.74000000000524,0.9487179487179488,0.972,0.3956584,69.33000000000175,0.9301075268817204,0.998,,,,,,69.33000000000175,143.13999999999942,0.890625,0.9487179487179488,42.099999999991255,0.03948252688172038,0.006000000000000005,-18.39999999999418,0.018610421836228408,0.028000000000000025,-55.41000000000349,-0.018610421836228408,0.026000000000000023,-55.41000000000349,-0.018610421836228408,0.026000000000000023
KXBTC15M-26AUG250900-00,True,UP,0.8018867924528301,138.63000000000466,12,2.6936015,87.6200000000099,0.988095238095238,0.939,1.80863895,99.22000000000116,1.0,0.957,1.80863895,99.22000000000116,1.0,0.957,0.9216603666666666,26.680000000007567,0.8018867924528301,0.93,0.9216603666666666,26.680000000007567,0.8018867924528301,0.93,,,,,,26.680000000007567,99.22000000000116,0.8018867924528301,1.0,11.599999999991269,0.011904761904761973,0.018000000000000016,-72.5399999999936,-0.19811320754716988,-0.026999999999999913,-72.5399999999936,-0.19811320754716988,-0.026999999999999913,0.0,0.0,0.0
KXBTC15M-26AUG250945-45,True,UP,0.8018867924528301,188.57000000000696,14,2.6867756,376.6399999999994,1.0,0.994,1.8049585333333331,177.98000000001048,0.9487179487179488,0.992,1.8049585333333331,177.98000000001048,0.9487179487179488,0.992,0.9160136833333332,27.5,0.8018867924528301,0.986,0.9160136833333332,27.5,0.8018867924528301,0.986,0.0292811166666666,0.0292811166666666,0.0292811166666666,0.0292811166666666,0.0292811166666666,-49.06999999999243,376.6399999999994,0.1071428571428571,1.0,-198.65999999998894,-0.05128205128205121,-0.0020000000000000018,-150.48000000001048,-0.14683115626511867,-0.006000000000000005,-150.48000000001048,-0.14683115626511867,-0.006000000000000005,0.0,0.0,0.0
KXBTC15M-26AUG251000-00,True,DOWN,0.8018867924528301,190.9499999999971,13,2.6085606500000003,128.7100000000064,0.8928571428571429,0.81,1.7228145333333331,163.59000000001106,0.9301075268817204,0.929,1.7228145333333331,163.59000000001106,0.9301075268817204,0.929,0.8359273166666666,104.54000000000816,0.9301075268817204,0.97,0.8359273166666666,104.54000000000816,0.9301075268817204,0.97,,,,,,104.54000000000816,163.59000000001106,0.8928571428571429,0.9301075268817204,34.88000000000466,0.037250384024577476,0.119,-59.050000000002896,0.0,0.040999999999999925,-59.050000000002896,0.0,0.040999999999999925,0.0,0.0,0.0
KXBTC15M-26AUG251015-15,True,UP,0.8928571428571429,201.4899999999907,12,2.90179215,357.6100000000006,1.0,0.991,2.012881783333333,401.7399999999907,1.0,0.999,1.1275000333333334,400.4700000000012,1.0,0.999,1.1275000333333334,400.4700000000012,1.0,0.999,0.2413339166666666,411.4499999999971,1.0,1.0,,,,,,357.6100000000006,411.4499999999971,1.0,1.0,44.129999999990105,0.0,0.008000000000000007,-1.2699999999894658,0.0,0.0,10.979999999995869,0.0,0.0010000000000000009,10.979999999995869,0.0,0.0010000000000000009
KXBTC15M-26AUG251445-45,True,DOWN,0.890625,132.43000000000757,9,2.6877501,122.72000000000116,0.988095238095238,0.996,1.7799623,127.45000000001164,1.0,0.999,1.7799623,127.45000000001164,1.0,0.999,0.8515507,107.51000000000931,1.0,1.0,0.8515507,107.51000000000931,1.0,1.0,,,,,,107.51000000000931,127.45000000001164,0.988095238095238,1.0,4.730000000010477,0.011904761904761973,0.0030000000000000027,-19.94000000000233,0.0,0.0010000000000000009,-19.94000000000233,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG251600-00,True,UP,0.8018867924528301,118.75,9,2.6221602666666666,186.31999999999243,1.0,0.995,1.7143272,174.86000000000058,1.0,0.999,1.7143272,174.86000000000058,1.0,0.999,0.8028607666666667,202.8799999999901,1.0,1.0,0.8028607666666667,202.8799999999901,1.0,1.0,,,,,,174.86000000000058,202.8799999999901,1.0,1.0,-11.459999999991851,0.0,0.0040000000000000036,28.019999999989523,0.0,0.0010000000000000009,28.019999999989523,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG251815-15,True,UP,0.890625,144.13999999999942,11,2.9086425,319.58000000000175,1.0,0.998,2.0093487333333333,290.1600000000035,1.0,0.998,1.1042038166666666,354.49000000000524,1.0,1.0,1.1042038166666666,354.49000000000524,1.0,1.0,0.2039011666666666,305.2299999999959,1.0,1.0,,,,,,290.1600000000035,354.49000000000524,1.0,1.0,-29.419999999998254,0.0,0.0,64.33000000000175,0.0,0.0020000000000000018,-49.26000000000931,0.0,0.0,-49.26000000000931,0.0,0.0
KXBTC15M-26AUG251845-45,True,UP,0.8018867924528301,178.80999999999767,14,2.655591616666667,192.66999999999825,1.0,0.997,1.7756630333333334,199.25,1.0,0.998,1.7756630333333334,199.25,1.0,0.998,0.8919489666666667,154.06999999999243,1.0,1.0,0.8919489666666667,154.06999999999243,1.0,1.0,,,,,,154.06999999999243,199.25,1.0,1.0,6.580000000001746,0.0,0.0010000000000000009,-45.18000000000757,0.0,0.0020000000000000018,-45.18000000000757,0.0,0.0020000000000000018,0.0,0.0,0.0
KXBTC15M-26AUG251900-00,True,UP,0.890625,97.38000000000466,11,2.6481303666666665,146.63000000000466,1.0,0.995,1.7635452166666667,130.8000000000029,1.0,0.998,1.7635452166666667,130.8000000000029,1.0,0.998,0.8822755,121.77999999999884,1.0,1.0,0.8822755,121.77999999999884,1.0,1.0,,,,,,121.77999999999884,146.63000000000466,1.0,1.0,-15.830000000001746,0.0,0.0030000000000000027,-9.020000000004075,0.0,0.0020000000000000018,-9.020000000004075,0.0,0.0020000000000000018,0.0,0.0,0.0
KXBTC15M-26AUG251930-30,True,DOWN,0.8018867924528301,139.58000000000175,13,2.776725116666667,291.24000000000524,1.0,0.994,1.8928592,302.0100000000093,1.0,1.0,1.8928592,302.0100000000093,1.0,1.0,1.0097352833333333,243.55999999999767,0.988095238095238,1.0,0.1291107,213.6600000000035,0.988095238095238,1.0,,,,,,213.6600000000035,302.0100000000093,0.988095238095238,1.0,10.770000000004075,0.0,0.006000000000000005,-58.45000000001164,-0.011904761904761973,0.0,-88.35000000000582,-0.011904761904761973,0.0,-29.89999999999418,0.0,0.0
KXBTC15M-26AUG252000-00,True,DOWN,0.8018867924528301,120.65000000000872,11,2.7301841833333333,-13.959999999991853,0.3652173913043478,0.6,1.8457626166666663,11.180000000007569,0.5663265306122449,0.62,1.8457626166666663,11.180000000007569,0.5663265306122449,0.62,0.9638473666666666,49.620000000009895,0.9301075268817204,0.37,0.0822196833333333,61.77999999999884,0.9301075268817204,0.998,2.7301841833333333,5.38413385,2.7301841833333333,2.7301841833333333,,-13.959999999991853,61.77999999999884,0.3652173913043478,0.9301075268817204,25.13999999999942,0.2011091393078971,0.020000000000000018,38.44000000000233,0.36378099626947547,-0.25,50.599999999991276,0.36378099626947547,0.378,12.159999999988948,0.0,0.628
KXBTC15M-26AUG252100-00,True,UP,0.8018867924528301,105.58999999999652,14,2.7306687333333333,294.3799999999901,1.0,0.991,1.8513302166666668,275.9399999999878,1.0,1.0,1.8513302166666668,275.9399999999878,1.0,1.0,0.9644932166666668,279.7599999999948,1.0,1.0,0.0853152666666666,248.14999999999415,1.0,1.0,,,,,,248.14999999999415,294.3799999999901,1.0,1.0,-18.44000000000233,0.0,0.009000000000000008,3.8200000000070418,0.0,0.0,-27.789999999993626,0.0,0.0,-31.610000000000667,0.0,0.0
KXBTC15M-26AUG252115-15,True,UP,0.8928571428571429,184.0800000000017,12,2.76493315,139.09999999999127,0.988095238095238,0.968,1.88402855,136.41999999999825,1.0,0.995,1.88402855,136.41999999999825,1.0,0.995,1.0025608,106.39999999999418,1.0,0.999,0.1211570666666666,106.38999999999942,0.988095238095238,1.0,,,,,,106.38999999999942,139.09999999999127,0.988095238095238,1.0,-2.679999999993015,0.011904761904761973,0.027000000000000024,-30.020000000004075,0.0,0.0040000000000000036,-30.029999999998836,-0.011904761904761973,0.0050000000000000044,-0.00999999999476131,-0.011904761904761973,0.0010000000000000009
KXBTC15M-26AUG252145-45,True,UP,0.8018867924528301,177.97000000000116,14,2.822681066666666,136.27000000000407,1.0,0.981,1.94429125,157.8000000000029,1.0,0.991,1.0616072333333333,159.16999999999825,1.0,1.0,1.0616072333333333,159.16999999999825,1.0,1.0,0.1807525166666666,133.84000000001106,1.0,1.0,,,,,,133.84000000001106,159.16999999999825,1.0,1.0,21.529999999998836,0.0,0.010000000000000009,1.3699999999953434,0.0,0.009000000000000008,-25.329999999987194,0.0,0.0,-25.329999999987194,0.0,0.0
KXBTC15M-26AUG252230-30,True,UP,0.8018867924528301,124.72999999999593,12,2.7485188833333334,365.0399999999936,1.0,0.995,1.8694247,401.9499999999971,1.0,1.0,1.8694247,401.9499999999971,1.0,1.0,0.9876343,448.9499999999971,1.0,1.0,0.1073043333333333,431.5500000000029,1.0,1.0,,,,,,365.0399999999936,448.9499999999971,1.0,1.0,36.91000000000349,0.0,0.0050000000000000044,47.0,0.0,0.0,29.60000000000582,0.0,0.0,-17.39999999999418,0.0,0.0
KXBTC15M-26AUG260100-00,True,DOWN,0.890625,162.74000000000524,14,2.86855605,165.18000000000757,0.988095238095238,0.963,1.9797594333333333,152.13999999999942,1.0,0.994,1.0858727166666666,118.82000000000698,1.0,0.996,1.0858727166666666,118.82000000000698,1.0,0.996,0.1956625333333333,134.97000000000116,1.0,1.0,,10.87415595,,,,118.82000000000698,165.18000000000757,0.988095238095238,1.0,-13.040000000008149,0.011904761904761973,0.031000000000000028,-33.31999999999243,0.0,0.0020000000000000018,16.14999999999418,0.0,0.0040000000000000036,16.14999999999418,0.0,0.0040000000000000036
KXBTC15M-26AUG260845-45,True,DOWN,0.8018867924528301,206.86000000000053,12,2.8140252,347.6100000000006,0.988095238095238,0.997,1.8956173,324.4300000000076,1.0,0.998,1.8956173,324.4300000000076,1.0,0.998,0.9814383666666668,278.9100000000035,0.988095238095238,1.0,0.0729351666666666,361.1100000000006,0.988095238095238,1.0,,,,,,278.9100000000035,361.1100000000006,0.988095238095238,1.0,-23.17999999999296,0.011904761904761973,0.0010000000000000009,-45.52000000000413,-0.011904761904761973,0.0020000000000000018,36.67999999999296,-0.011904761904761973,0.0020000000000000018,82.19999999999709,0.0,0.0
KXBTC15M-26AUG260945-45,True,UP,0.9301075268817204,271.8799999999901,12,3.1261886166666666,343.6900000000023,1.0,0.996,2.2186743166666667,336.679999999993,1.0,0.999,1.31304035,412.6699999999983,1.0,0.999,1.31304035,412.6699999999983,1.0,0.999,0.4084254666666667,412.7399999999907,1.0,1.0,,,,,,336.679999999993,412.7399999999907,1.0,1.0,-7.010000000009313,0.0,0.0030000000000000027,75.9900000000053,0.0,0.0,0.06999999999237616,0.0,0.0010000000000000009,0.06999999999237616,0.0,0.0010000000000000009
KXBTC15M-26AUG261000-00,True,DOWN,0.9301075268817204,175.00999999999476,10,3.061231,177.67999999999302,0.9301075268817204,0.972,2.1581149,130.36999999999534,0.988095238095238,0.97,1.2465202666666668,39.54999999998836,0.8928571428571429,0.79,1.2465202666666668,39.54999999998836,0.8928571428571429,0.79,0.3385889,1.5199999999895226,0.5714285714285714,0.963,,0.3385889,0.3385889,,,1.5199999999895226,177.67999999999302,0.5714285714285714,0.988095238095238,-47.30999999999767,0.057987711213517645,-0.0020000000000000018,-90.82000000000698,-0.09523809523809512,-0.17999999999999994,-38.029999999998836,-0.3214285714285715,0.17299999999999993,-38.029999999998836,-0.3214285714285715,0.17299999999999993
KXBTC15M-26AUG261015-15,True,UP,0.8018867924528301,99.55999999999769,10,2.6025057833333336,100.75999999999476,0.9301075268817204,0.952,1.69668885,92.33999999999652,0.9301075268817204,0.954,1.69668885,92.33999999999652,0.9301075268817204,0.954,0.7953817,39.40999999998894,0.890625,0.971,0.7953817,39.40999999998894,0.890625,0.971,,4.420616216666667,,,,39.40999999998894,100.75999999999476,0.890625,0.9301075268817204,-8.41999999999824,0.0,0.0020000000000000018,-52.93000000000758,-0.03948252688172038,0.017000000000000015,-52.93000000000758,-0.03948252688172038,0.017000000000000015,0.0,0.0,0.0
KXBTC15M-26AUG261145-45,True,DOWN,0.9301075268817204,182.2599999999948,12,2.920932866666667,52.19000000000233,0.890625,0.78,2.0377521,35.02999999999884,0.890625,0.82,1.1525933,78.92999999999302,0.9301075268817204,0.939,1.1525933,78.92999999999302,0.9301075268817204,0.939,0.2677922333333333,88.97999999999593,0.9655172413793104,1.0,,3.797213733333333,,,,35.02999999999884,88.97999999999593,0.890625,0.9655172413793104,-17.160000000003485,0.0,0.039999999999999925,43.89999999999417,0.03948252688172038,0.119,10.05000000000291,0.035409714497590006,0.061000000000000054,10.05000000000291,0.035409714497590006,0.061000000000000054
KXBTC15M-26AUG261215-15,True,UP,0.8018867924528301,99.94000000000231,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXBTC15M-26AUG261315-15,True,UP,0.8018867924528301,65.77999999999884,11,2.9348156666666667,100.86000000000058,1.0,0.962,2.048238283333333,99.58000000000176,1.0,0.958,1.1650244333333333,140.97000000000116,1.0,0.998,1.1650244333333333,140.97000000000116,1.0,0.998,0.28603455,128.42999999999302,1.0,1.0,,,,,,99.58000000000176,140.97000000000116,1.0,1.0,-1.2799999999988216,0.0,-0.0040000000000000036,41.389999999999404,0.0,0.040000000000000036,-12.540000000008149,0.0,0.0020000000000000018,-12.540000000008149,0.0,0.0020000000000000018
KXBTC15M-26AUG261330-30,True,UP,0.890625,126.40999999998894,12,2.9054021166666666,221.81999999999243,1.0,0.996,2.0180357833333336,358.0799999999872,1.0,1.0,1.1315561,342.1499999999942,1.0,1.0,1.1315561,342.1499999999942,1.0,1.0,0.2515874833333333,382.0,1.0,1.0,,,,,,221.81999999999243,382.0,1.0,1.0,136.25999999999476,0.0,0.0040000000000000036,-15.929999999993015,0.0,0.0,39.85000000000582,0.0,0.0,39.85000000000582,0.0,0.0
KXBTC15M-26AUG261400-00,True,DOWN,0.8018867924528301,149.73000000001048,14,2.836480633333333,45.72000000000117,0.8928571428571429,0.85,1.9559033666666668,50.99000000000524,0.988095238095238,0.936,1.0727577666666666,98.94000000000231,0.988095238095238,0.999,1.0727577666666666,98.94000000000231,0.988095238095238,0.999,0.1955354833333333,106.10000000000582,1.0,1.0,,10.7927723,10.7927723,,,45.72000000000117,106.10000000000582,0.8928571428571429,1.0,5.270000000004067,0.09523809523809512,0.08600000000000008,47.949999999997075,0.0,0.06299999999999994,7.160000000003507,0.011904761904761973,0.0010000000000000009,7.160000000003507,0.011904761904761973,0.0010000000000000009
KXBTC15M-26AUG261415-15,True,UP,0.8018867924528301,90.73000000001048,12,3.20117345,159.44000000000233,0.988095238095238,0.931,2.3206495833333336,175.38999999999942,1.0,0.995,1.4373195166666666,199.02000000000407,1.0,1.0,1.4373195166666666,199.02000000000407,1.0,1.0,0.5509255666666667,143.85000000000582,0.988095238095238,1.0,,7.60081755,,,,143.85000000000582,199.02000000000407,0.988095238095238,1.0,15.94999999999709,0.011904761904761973,0.06399999999999995,23.630000000004657,0.0,0.0050000000000000044,-55.169999999998254,-0.011904761904761973,0.0,-55.169999999998254,-0.011904761904761973,0.0
KXBTC15M-26AUG261500-00,True,UP,0.890625,108.0,13,2.650994283333333,145.30999999999767,1.0,0.998,1.7658523333333334,172.86999999999534,1.0,1.0,1.7658523333333334,172.86999999999534,1.0,1.0,0.8816006166666667,196.5399999999936,1.0,1.0,0.8816006166666667,196.5399999999936,1.0,1.0,,10.612989333333331,,,,145.30999999999767,196.5399999999936,1.0,1.0,27.55999999999767,0.0,0.0020000000000000018,23.669999999998254,0.0,0.0,23.669999999998254,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG261815-15,True,UP,0.9301075268817204,106.72000000000116,11,3.2650915,8.720000000001164,0.7261146496815287,0.79,2.38071395,32.24000000000524,0.7593984962406015,0.73,1.4971634666666669,-3.1300000000046566,0.4336734693877551,0.6,0.6096573333333333,-25.330000000001743,0.1071428571428571,0.32,0.6096573333333333,-25.330000000001743,0.1071428571428571,0.32,1.4971634666666669,5.0569045,1.4971634666666669,1.4971634666666669,0.6096573333333333,-25.330000000001743,32.24000000000524,0.1071428571428571,0.7593984962406015,23.520000000004075,0.033283846559072794,-0.06000000000000005,-57.570000000006985,-0.6522556390977444,-0.41,-22.199999999997086,-0.326530612244898,-0.27999999999999997,0.0,0.0,0.0
KXBTC15M-26AUG261830-30,True,UP,0.890625,138.74000000000524,11,3.2099328666666667,131.75,0.9301075268817204,0.975,2.32570265,99.76000000000931,0.988095238095238,0.978,1.4405444166666668,93.30000000000292,0.988095238095238,0.984,1.4405444166666668,93.30000000000292,0.988095238095238,0.984,0.55751995,34.80000000000291,0.890625,0.999,,,,,,34.80000000000291,99.76000000000931,0.890625,0.988095238095238,-31.989999999990687,0.057987711213517645,0.0030000000000000027,-6.460000000006389,0.0,0.006000000000000005,-58.500000000000014,-0.09747023809523803,0.015000000000000013,-58.500000000000014,-0.09747023809523803,0.015000000000000013
KXBTC15M-26AUG261845-45,True,DOWN,0.890625,117.93000000000757,10,3.1739267,207.63999999999945,1.0,0.989,2.2967183,140.83000000000175,0.988095238095238,0.98,1.4105913166666668,139.16999999999825,1.0,0.99,1.4105913166666668,139.16999999999825,1.0,0.99,0.5305132666666666,144.41999999999825,1.0,1.0,,,,,,139.16999999999825,207.63999999999945,0.988095238095238,1.0,-66.8099999999977,-0.011904761904761973,-0.009000000000000008,-1.6600000000034925,0.011904761904761973,0.010000000000000009,5.25,0.0,0.010000000000000009,5.25,0.0,0.010000000000000009
KXBTC15M-26AUG270100-00,True,DOWN,0.890625,112.41999999999824,9,2.7163097,70.91000000000349,0.988095238095238,0.959,1.8064001,53.18000000000757,0.988095238095238,0.96,1.8064001,53.18000000000757,0.988095238095238,0.96,0.8962383666666667,30.90000000000873,0.988095238095238,0.988,0.8962383666666667,30.90000000000873,0.988095238095238,0.988,,,,,,30.90000000000873,70.91000000000349,0.988095238095238,0.988095238095238,-17.729999999995925,0.0,0.0010000000000000009,-22.279999999998836,0.0,0.028000000000000025,-22.279999999998836,0.0,0.028000000000000025,0.0,0.0,0.0
KXBTC15M-26AUG270115-15,True,DOWN,0.890625,111.55999999999769,10,2.94559485,101.44000000000231,0.988095238095238,0.938,2.0337461,88.92999999999302,1.0,0.979,1.1246927166666665,88.08000000000175,1.0,0.995,1.1246927166666665,88.08000000000175,1.0,0.995,0.2129035,139.17999999999302,1.0,1.0,,,,,,88.08000000000175,139.17999999999302,0.988095238095238,1.0,-12.510000000009299,0.011904761904761973,0.041000000000000036,-0.8499999999912689,0.0,0.016000000000000014,51.09999999999127,0.0,0.0050000000000000044,51.09999999999127,0.0,0.0050000000000000044
KXBTC15M-26AUG270130-30,True,UP,1.0,-5.0,10,3.375429533333333,89.77999999999884,0.988095238095238,0.951,1.5583563333333332,56.379999999990105,0.9301075268817204,0.966,1.5583563333333332,56.379999999990105,0.9301075268817204,0.966,0.6484897833333334,-4.990000000005239,0.4336734693877551,0.73,0.6484897833333334,-4.990000000005239,0.4336734693877551,0.73,8.832656516666667,7.00498805,0.6484897833333334,0.6484897833333334,,-4.990000000005239,67.68999999998778,0.4336734693877551,0.9655172413793104,-33.40000000000873,-0.057987711213517645,0.015000000000000013,-61.36999999999534,-0.4964340574939653,-0.236,-61.36999999999534,-0.4964340574939653,-0.236,0.0,0.0,0.0
KXBTC15M-26AUG270200-00,True,UP,0.8928571428571429,122.4200000000128,12,3.219607883333333,89.90000000000873,0.9301075268817204,0.941,2.31127075,118.38000000000466,1.0,0.975,1.4032966166666665,134.3700000000099,1.0,1.0,1.4032966166666665,134.3700000000099,1.0,1.0,0.4976450333333334,170.58000000000175,1.0,1.0,,,,,,118.38000000000466,170.58000000000175,1.0,1.0,28.479999999995925,0.06989247311827962,0.03400000000000003,15.990000000005239,0.0,0.025000000000000022,36.20999999999185,0.0,0.0,36.20999999999185,0.0,0.0
KXBTC15M-26AUG270245-45,True,UP,0.8018867924528301,111.49000000000524,11,2.67606205,67.07000000000698,0.9655172413793104,0.948,1.788307833333333,84.19000000000233,0.988095238095238,0.986,1.788307833333333,84.19000000000233,0.988095238095238,0.986,0.8990437,84.15000000000873,0.9961358068473708,0.994,0.8990437,84.15000000000873,0.9961358068473708,0.994,,,,,,67.07000000000698,84.27000000000407,0.9655172413793104,0.9961358068473708,17.119999999995343,0.02257799671592764,0.038000000000000034,-0.03999999999359716,0.00804056875213277,0.008000000000000007,-0.03999999999359716,0.00804056875213277,0.008000000000000007,0.0,0.0,0.0
KXBTC15M-26AUG270300-00,True,UP,0.8018867924528301,62.2100000000064,11,2.627865816666667,89.74000000000524,1.0,0.986,1.7421344666666667,83.88999999999942,1.0,0.99,1.7421344666666667,83.88999999999942,1.0,0.99,0.8534045833333334,100.75,1.0,1.0,0.8534045833333334,100.75,1.0,1.0,,,,,,83.88999999999942,100.75,1.0,1.0,-5.850000000005821,0.0,0.0040000000000000036,16.860000000000582,0.0,0.010000000000000009,16.860000000000582,0.0,0.010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG270530-30,True,UP,1.0,223.77999999999884,11,2.7059819166666665,534.9700000000012,1.0,0.996,1.8138095666666667,574.9099999999889,1.0,0.998,1.8138095666666667,574.9099999999889,1.0,0.998,0.9242321166666668,579.2599999999948,1.0,0.999,0.9242321166666668,579.2599999999948,1.0,0.999,,,,,,534.9700000000012,643.1199999999953,1.0,1.0,39.939999999987776,0.0,0.0020000000000000018,4.350000000005821,0.0,0.0010000000000000009,4.350000000005821,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG270545-45,True,DOWN,0.8018867924528301,157.27999999999884,13,2.6195584166666666,226.2200000000012,0.988095238095238,0.994,1.7218411166666667,269.6399999999994,1.0,0.997,1.7218411166666667,269.6399999999994,1.0,0.997,0.8270688833333334,216.66999999999825,1.0,0.999,0.8270688833333334,216.66999999999825,1.0,0.999,,,,,,216.66999999999825,269.6399999999994,0.988095238095238,1.0,43.419999999998225,0.011904761904761973,0.0030000000000000027,-52.970000000001164,0.0,0.0020000000000000018,-52.970000000001164,0.0,0.0020000000000000018,0.0,0.0,0.0
KXBTC15M-26AUG270600-00,True,DOWN,0.890625,171.77000000000407,11,2.807955283333333,263.4700000000012,1.0,0.996,1.92617175,271.77999999999884,1.0,0.998,1.92617175,271.77999999999884,1.0,0.998,1.0434199333333334,327.6600000000035,0.988095238095238,0.998,0.1552445666666666,268.3600000000006,1.0,1.0,,,,,,263.4700000000012,327.6600000000035,0.988095238095238,1.0,8.309999999997615,0.0,0.0020000000000000018,55.88000000000466,-0.011904761904761973,0.0,-3.4199999999982538,0.0,0.0020000000000000018,-59.30000000000291,0.011904761904761973,0.0020000000000000018
KXBTC15M-26AUG270845-45,True,DOWN,0.890625,144.9499999999971,12,3.4262727833333333,219.74000000000524,0.988095238095238,0.985,1.58775125,263.9700000000012,1.0,0.999,1.58775125,263.9700000000012,1.0,0.999,0.6056449166666666,273.9700000000012,1.0,0.999,0.6056449166666666,273.9700000000012,1.0,0.999,,,,,,234.85000000000585,273.9700000000012,0.988095238095238,1.0,44.22999999999598,0.011904761904761973,0.014000000000000012,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG271030-30,True,UP,0.9301075268817204,210.24000000000524,12,2.62656755,361.4400000000023,1.0,0.997,1.6993178166666667,392.04000000000815,1.0,0.999,1.6993178166666667,392.04000000000815,1.0,0.999,0.7863474333333333,390.08000000000175,1.0,1.0,0.7863474333333333,390.08000000000175,1.0,1.0,,,,,,361.4400000000023,392.04000000000815,1.0,1.0,30.60000000000582,0.0,0.0020000000000000018,-1.9600000000064028,0.0,0.0010000000000000009,-1.9600000000064028,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG271145-45,True,DOWN,0.9301075268817204,184.84999999999127,12,3.2620294000000003,184.67999999999304,0.988095238095238,0.973,2.3559634,124.63999999999942,0.988095238095238,0.939,1.4515872333333335,46.83000000000175,0.8928571428571429,0.67,1.4515872333333335,46.83000000000175,0.8928571428571429,0.67,0.5475545166666667,81.36000000000058,0.9301075268817204,0.992,,,,,,46.83000000000175,124.63999999999942,0.8928571428571429,0.988095238095238,-60.039999999993626,0.0,-0.03400000000000003,-77.80999999999767,-0.09523809523809512,-0.2689999999999999,34.52999999999883,0.037250384024577476,0.32199999999999995,34.52999999999883,0.037250384024577476,0.32199999999999995
KXBTC15M-26AUG271300-00,True,DOWN,0.890625,109.2100000000064,11,2.6877205833333333,160.6999999999971,1.0,0.983,1.812534,181.32000000000696,1.0,0.997,1.812534,181.32000000000696,1.0,0.997,0.9253144833333332,199.63999999999945,1.0,1.0,0.9253144833333332,199.63999999999945,1.0,1.0,,,,,,160.6999999999971,199.63999999999945,1.0,1.0,20.620000000009867,0.0,0.014000000000000012,18.31999999999249,0.0,0.0030000000000000027,18.31999999999249,0.0,0.0030000000000000027,0.0,0.0,0.0
KXBTC15M-26AUG271330-30,True,UP,0.8018867924528301,124.47000000000116,14,2.9776456166666665,167.63999999999942,1.0,0.981,2.089886966666666,140.19000000000233,1.0,0.997,1.2100627833333335,176.19000000000233,1.0,1.0,1.2100627833333335,176.19000000000233,1.0,1.0,0.3272773,129.4499999999971,1.0,1.0,,6.514692583333333,,,,129.4499999999971,176.19000000000233,1.0,1.0,-27.44999999999709,0.0,0.016000000000000014,36.0,0.0,0.0030000000000000027,-46.74000000000524,0.0,0.0,-46.74000000000524,0.0,0.0
KXBTC15M-26AUG271415-15,True,DOWN,0.890625,111.41000000000348,11,2.7627024,158.06000000001222,0.988095238095238,0.986,1.87188785,191.7100000000064,1.0,0.998,1.87188785,191.7100000000064,1.0,0.998,0.9824694333333334,414.0299999999989,0.9487179487179488,1.0,0.0910658166666666,392.8800000000047,0.9301075268817204,1.0,,7.203011816666666,,,,158.06000000001222,414.0299999999989,0.9301075268817204,1.0,33.64999999999418,0.011904761904761973,0.01200000000000001,222.3199999999925,-0.05128205128205121,0.0020000000000000018,201.1699999999983,-0.06989247311827962,0.0020000000000000018,-21.14999999999418,-0.018610421836228408,0.0
KXBTC15M-26AUG271515-15,True,UP,0.8913857806261563,102.22000000000116,11,2.6701074,92.11000000000058,1.0,0.972,1.78053545,95.66999999999824,1.0,0.992,1.78053545,95.66999999999824,1.0,0.992,0.8925434,6.80000000000291,0.7261146496815287,0.966,0.8925434,6.80000000000291,0.7261146496815287,0.966,,0.8925434,,,,6.80000000000291,95.66999999999824,0.7261146496815287,1.0,3.5599999999976575,0.0,0.020000000000000018,-88.86999999999533,-0.2738853503184713,-0.026000000000000023,-88.86999999999533,-0.2738853503184713,-0.026000000000000023,0.0,0.0,0.0
