ask_max,fair_min,edge_min,min_tl,max_tl,min_gap,min_ratio,calls,contracts,coverage,accuracy,avg_ask,avg_time_left,meets90,validation_rank
0.6,0.65,0.1,4.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,14
0.6,0.65,0.12,2.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,15
0.6,0.65,0.12,4.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,16
0.6,0.7,0.05,2.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,17
0.6,0.7,0.05,4.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,18
0.6,0.7,0.08,2.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,19
0.6,0.7,0.08,4.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,20
0.6,0.7,0.1,2.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,21
0.6,0.7,0.1,4.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,22
0.6,0.7,0.12,2.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,23
0.6,0.7,0.12,4.0,12.0,75.0,0.0,24,83,0.2891566265060241,0.9583333333333334,0.5358333333333333,9.583333333333334,True,24
0.6,0.6,0.05,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,25
0.6,0.6,0.08,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,26
0.6,0.6,0.1,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,27
0.6,0.6,0.12,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,28
0.6,0.65,0.05,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,29
0.6,0.65,0.08,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,30
0.6,0.65,0.1,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,31
0.6,0.65,0.12,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,32
0.6,0.7,0.05,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,33
0.6,0.7,0.08,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,34
0.6,0.7,0.1,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,35
0.6,0.7,0.12,6.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5363636363636363,10.0,True,36
0.6,0.75,0.05,2.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5331818181818183,9.363636363636363,True,37
0.6,0.75,0.08,2.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5331818181818183,9.363636363636363,True,38
0.6,0.75,0.1,2.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5331818181818183,9.363636363636363,True,39
0.6,0.75,0.12,2.0,12.0,75.0,0.0,22,83,0.26506024096385544,0.9545454545454546,0.5331818181818183,9.363636363636363,True,40
0.6,0.6,0.05,8.0,12.0,75.0,0.0,21,83,0.25301204819277107,0.9523809523809523,0.5361904761904763,10.19047619047619,True,41
0.6,0.6,0.08,8.0,12.0,75.0,0.0,21,83,0.25301204819277107,0.9523809523809523,0.5361904761904763,10.19047619047619,True,42
0.6,0.6,0.1,8.0,12.0,75.0,0.0,21,83,0.25301204819277107,0.9523809523809523,0.5361904761904763,10.19047619047619,True,43
0.6,0.6,0.12,8.0,12.0,75.0,0.0,21,83,0.25301204819277107,0.9523809523809523,0.5361904761904763,10.19047619047619,True,44
0.6,0.65,0.05,8.0,12.0,75.0,0.0,21,83,0.25301204819277107,0.9523809523809523,0.5361904761904763,10.19047619047619,True,45
