ticker,correct,call_side,call_time,initial_signed_distance,initial_fair,initial_ask,rescore_initial_fair,rescore_remaining_min,rescore_initial_signed_distance,30s_worst_distance_drop,30s_worst_fair_drop,30s_worst_ask_change,60s_worst_distance_drop,60s_worst_fair_drop,60s_worst_ask_change,90s_worst_distance_drop,90s_worst_fair_drop,90s_worst_ask_change,120s_worst_distance_drop,120s_worst_fair_drop,120s_worst_ask_change,180s_worst_distance_drop,180s_worst_fair_drop,180s_worst_ask_change,240s_worst_distance_drop,240s_worst_fair_drop,240s_worst_ask_change,300s_worst_distance_drop,300s_worst_fair_drop,300s_worst_ask_change,360s_worst_distance_drop,360s_worst_fair_drop,360s_worst_ask_change,420s_worst_distance_drop,420s_worst_fair_drop,420s_worst_ask_change,480s_worst_distance_drop,480s_worst_fair_drop,480s_worst_ask_change
KXBTC15M-26AUG231100-00,True,UP,2026-08-23 14:49:43.735041+00:00,120.10000000000582,0.8018867924528301,0.76,0.8018867924528301,10.27108265,120.10000000000582,0.0,0.0,0.0,0.0,0.042488296212228605,0.0,0.0,0.07250096192766597,0.0,0.0,0.07250096192766597,0.0,0.0,0.07250096192766597,0.0,3.8100000000122236,0.07250096192766597,0.0,3.8100000000122236,0.07250096192766597,0.0,3.8100000000122236,0.07250096192766597,0.0,3.8100000000122236,0.07250096192766597,0.0,3.8100000000122236,0.07250096192766597,0.0
KXBTC15M-26AUG231200-00,True,DOWN,2026-08-23 15:50:43.832562+00:00,104.7899999999936,0.8018867924528301,0.85,0.8018867924528301,9.2694573,104.7899999999936,0.0,0.0,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0,21.879999999990105,0.042488296212228605,0.0
KXBTC15M-26AUG231215-15,True,UP,2026-08-23 16:03:43.928489+00:00,121.20999999999184,0.8018867924528301,0.81,0.8018867924528301,11.267858516666667,121.20999999999184,3.9199999999982396,0.0,0.0,4.360000000000554,0.0,0.0,4.360000000000554,0.0,0.0,26.269999999989523,0.0,0.0,26.269999999989523,0.0,0.0,42.11000000000057,0.0,0.0,42.11000000000057,0.0,0.0,42.11000000000057,0.0,0.0,56.58999999999649,0.0,0.0,56.58999999999649,0.0,0.0
KXBTC15M-26AUG231315-15,True,DOWN,2026-08-23 17:03:13.925271+00:00,150.5500000000029,0.8018867924528301,0.82,0.8018867924528301,11.76791215,150.5500000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.779999999998836,0.0757721427713014,0.0,46.38999999999943,0.16710418375717795,0.0,68.75,0.1953294154036498,-0.039999999999999925,68.75,0.1953294154036498,-0.039999999999999925,68.75,0.1953294154036498,-0.039999999999999925,68.75,0.1953294154036498,-0.039999999999999925
KXBTC15M-26AUG231530-30,True,UP,2026-08-23 19:20:48.459643+00:00,61.73999999999069,0.8018867924528301,0.75,0.8018867924528301,9.192339283333332,61.73999999999069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94999999999709,0.042488296212228605,0.0,14.410000000003485,0.042488296212228605,0.0,14.410000000003485,0.042488296212228605,0.0,17.139999999999418,0.042488296212228605,0.0,17.139999999999418,0.042488296212228605,0.0,34.36999999999534,0.042488296212228605,0.0,36.779999999998836,0.042488296212228605,0.0
KXBTC15M-26AUG231545-45,True,UP,2026-08-23 19:36:04.947288+00:00,-5.190000000002328,1.0,0.43,1.0,8.917545200000001,-5.190000000002328,0.0,0.021279079227626396,0.0,0.0,0.4336734693877551,0.0,0.0,0.4336734693877551,0.0,0.0,0.4336734693877551,0.0,4.319999999992431,0.5663265306122449,-0.02999999999999997,4.319999999992431,0.5663265306122449,-0.02999999999999997,4.319999999992431,0.5663265306122449,-0.02999999999999997,4.319999999992431,0.5663265306122449,-0.02999999999999997,4.319999999992431,0.5663265306122449,-0.02999999999999997,4.319999999992431,0.5663265306122449,-0.02999999999999997
KXBTC15M-26AUG231600-00,True,DOWN,2026-08-23 19:51:35.947025+00:00,40.55999999999767,0.8018867924528301,0.68,0.8018867924528301,8.400882916666667,40.55999999999767,5.0499999999883585,0.042488296212228605,0.0,6.019999999989523,0.042488296212228605,0.0,6.019999999989523,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0,6.44999999999709,0.042488296212228605,0.0
KXBTC15M-26AUG231615-15,True,DOWN,2026-08-23 20:03:09.747010+00:00,140.05999999999767,0.8018867924528301,0.66,0.8018867924528301,11.837549833333332,140.05999999999767,0.0,0.0,0.0,56.11999999999534,0.23045822102425872,0.0,56.11999999999534,0.23045822102425872,0.0,56.11999999999534,0.23045822102425872,0.0,56.11999999999534,0.23045822102425872,0.0,56.11999999999534,0.23045822102425872,0.0,56.11999999999534,0.23045822102425872,0.0,56.11999999999534,0.23045822102425872,0.0,56.779999999998836,0.23045822102425872,0.0,67.09999999999127,0.23045822102425872,0.0
KXBTC15M-26AUG231630-30,True,UP,2026-08-23 20:18:47.968723+00:00,31.269999999989523,0.890625,0.52,0.890625,11.200521283333334,31.269999999989523,0.0,0.0,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0,8.610000000000582,0.2558423913043478,0.0
KXBTC15M-26AUG231700-00,False,UP,2026-08-23 20:48:42.205598+00:00,-1.7100000000064028,1.0,0.53,1.0,11.296573366666667,-1.7100000000064028,0.0,0.0,0.0,10.000000000000002,0.5663265306122449,-0.09000000000000002,18.770000000004078,0.6347826086956522,-0.15000000000000002,18.779999999998836,0.6347826086956522,-0.15000000000000002,18.779999999998836,0.6347826086956522,-0.18000000000000005,18.779999999998836,0.6347826086956522,-0.18000000000000005,24.25,0.7593984962406016,-0.18000000000000005,36.31999999999244,0.7593984962406016,-0.24000000000000005,40.779999999998836,0.8018867924528302,-0.39,40.779999999998836,0.8018867924528302,-0.39
KXBTC15M-26AUG231715-15,True,UP,2026-08-23 21:03:24.596316+00:00,162.52999999999884,0.8018867924528301,0.89,0.8018867924528301,11.5900614,162.52999999999884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG231730-30,True,UP,2026-08-23 21:18:16.077787+00:00,244.8700000000099,0.9487179487179488,0.88,0.9487179487179488,11.732036883333334,244.8700000000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.150000000008703,0.0,0.0,9.150000000008703,0.0,0.0,16.809999999997643,0.0,0.0,43.10000000000582,0.0,0.0
KXBTC15M-26AUG231800-00,True,UP,2026-08-23 21:49:01.642810+00:00,162.42999999999302,0.8018867924528301,0.82,0.8018867924528301,10.972619833333331,162.42999999999302,0.0,0.0,0.0,0.0,0.042488296212228605,0.0,0.0,0.042488296212228605,0.0,0.0,0.042488296212228605,0.0,0.0,0.042488296212228605,0.0,0.0,0.042488296212228605,0.0,7.75,0.042488296212228605,0.0,7.75,0.042488296212228605,0.0,7.75,0.042488296212228605,0.0,7.75,0.042488296212228605,0.0
KXBTC15M-26AUG231915-15,True,DOWN,2026-08-23 23:03:58.111678+00:00,161.7100000000064,0.890625,0.86,0.890625,11.031472033333332,161.7100000000064,25.919999999998254,0.08873820754716988,0.0,25.919999999998254,0.08873820754716988,-0.030000000000000027,25.919999999998254,0.08873820754716988,-0.030000000000000027,25.919999999998254,0.08873820754716988,-0.030000000000000027,25.919999999998254,0.08873820754716988,-0.030000000000000027,25.919999999998254,0.08873820754716988,-0.030000000000000027,25.919999999998254,0.08873820754716988,-0.030000000000000027,64.30999999999769,0.13122650375939848,-0.030000000000000027,64.30999999999769,0.13122650375939848,-0.030000000000000027,64.30999999999769,0.13122650375939848,-0.030000000000000027
KXBTC15M-26AUG231930-30,True,UP,2026-08-23 23:18:30.516002+00:00,116.7100000000064,0.8018867924528301,0.68,0.8018867924528301,11.491399966666668,116.7100000000064,0.0,0.0,0.0,0.0,0.0,0.0,24.91000000000348,0.16710418375717795,0.0,53.38000000000465,0.1953294154036498,0.0,53.38000000000465,0.1953294154036498,0.0,60.16000000000349,0.1953294154036498,0.0,83.05999999999767,0.2355602618405852,0.0,83.05999999999767,0.2355602618405852,0.0,94.47000000000116,0.2355602618405852,0.0,123.61000000000058,0.37331536388140163,-0.19000000000000006
KXBTC15M-26AUG232000-00,True,UP,2026-08-23 23:50:11.150543+00:00,108.06999999999243,0.9301075268817204,0.81,0.9301075268817204,9.814157616666668,108.06999999999243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037250384024577476,0.0,0.0,0.037250384024577476,0.0,1.8300000000017462,0.037250384024577476,0.0,32.31999999999243,0.17070903064111886,0.0,32.31999999999243,0.17070903064111886,0.0,32.31999999999243,0.17070903064111886,0.0,32.31999999999243,0.17070903064111886,0.0,32.31999999999243,0.17070903064111886,0.0
KXBTC15M-26AUG232030-30,True,DOWN,2026-08-24 00:21:27.808735+00:00,142.69000000000233,0.8928571428571429,0.83,0.8928571428571429,8.536521083333334,142.69000000000233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.479999999995925,0.0,0.0,12.479999999995925,0.0,0.0,12.479999999995925,0.0,0.0,12.479999999995925,0.0,0.0,12.479999999995925,0.0,0.0,12.479999999995925,0.0,0.0
KXBTC15M-26AUG241215-15,True,UP,2026-08-24 16:03:51.340475+00:00,306.33000000000175,0.988095238095238,0.83,0.988095238095238,11.144325416666668,306.33000000000175,0.0,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0,31.15000000000873,0.0,0.0
KXBTC15M-26AUG241230-30,True,UP,2026-08-24 16:18:35.824911+00:00,308.75,0.9301075268817204,0.905,0.9301075268817204,11.40291815,308.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.60000000000582,0.0,0.0,85.52999999999881,0.0,0.0
KXBTC15M-26AUG241300-00,True,DOWN,2026-08-24 16:51:37.215335+00:00,245.76999999998952,0.9301075268817204,0.87,0.9301075268817204,8.379744416666666,245.76999999998952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG241330-30,True,DOWN,2026-08-24 17:20:44.090477+00:00,212.82000000000696,0.8018867924528301,0.81,0.8018867924528301,9.265158716666669,212.82000000000696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG241430-30,True,UP,2026-08-24 18:19:41.265094+00:00,-1.7400000000052387,1.0,0.42,1.0,10.312248433333334,-1.7400000000052387,0.0,0.0,0.0,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962,61.86999999999534,0.6065573770491803,-0.019999999999999962
