ticker,official_side,last_remaining_min,last_distance,last_side,last_matches_official,one_min_remaining,one_min_distance,one_min_side,one_min_matches_official,final60_n,final60_mean_distance,final60_side,final60_matches_official,final90_n,final90_mean_distance,final90_side,final90_matches_official,final120_n,final120_mean_distance,final120_side,final120_matches_official
KXBTC15M-26AUG251130-30,UP,0.0727802666666666,118.09999999999128,UP,True,0.9622703666666668,76.75,UP,True,2,97.42499999999563,UP,True,2,97.42499999999563,UP,True,3,70.63999999999457,UP,True
KXBTC15M-26AUG251145-45,UP,0.8796663833333334,136.16999999999825,UP,True,0.8796663833333334,136.16999999999825,UP,True,1,136.16999999999825,UP,True,1,136.16999999999825,UP,True,2,125.94999999999709,UP,True
KXBTC15M-26AUG251200-00,UP,11.755893883333332,-69.52000000000407,DOWN,False,11.755893883333332,-69.52000000000407,DOWN,False,0,,,,0,,,,0,,,
KXBTC15M-26AUG251415-15,UP,0.6236102166666666,70.66000000000349,UP,True,0.6236102166666666,70.66000000000349,UP,True,1,70.66000000000349,UP,True,1,70.66000000000349,UP,True,2,65.20500000000175,UP,True
KXBTC15M-26AUG251430-30,DOWN,0.08333295,-46.51999999998952,DOWN,True,0.9655281333333332,-45.55999999999767,DOWN,True,2,-46.0399999999936,DOWN,True,2,-46.0399999999936,DOWN,True,3,-47.716666666659876,DOWN,True
KXBTC15M-26AUG251445-45,DOWN,0.8515507,-107.51000000000931,DOWN,True,0.8515507,-107.51000000000931,DOWN,True,1,-107.51000000000931,DOWN,True,1,-107.51000000000931,DOWN,True,2,-117.48000000001048,DOWN,True
KXBTC15M-26AUG251500-00,DOWN,0.79844235,-41.2100000000064,DOWN,True,0.79844235,-41.2100000000064,DOWN,True,1,-41.2100000000064,DOWN,True,1,-41.2100000000064,DOWN,True,2,-55.78500000000349,DOWN,True
KXBTC15M-26AUG251515-15,UP,0.4011320833333333,28.30999999999767,UP,True,1.3012877166666668,0.6100000000005821,UP,True,1,28.30999999999767,UP,True,2,14.459999999999127,UP,True,2,14.459999999999127,UP,True
KXBTC15M-26AUG251530-30,DOWN,0.8908577833333333,-222.11999999999531,DOWN,True,0.8908577833333333,-222.11999999999531,DOWN,True,1,-222.11999999999531,DOWN,True,1,-222.11999999999531,DOWN,True,2,-217.75499999999738,DOWN,True
KXBTC15M-26AUG251545-45,DOWN,0.8345751333333333,-176.91999999999825,DOWN,True,0.8345751333333333,-176.91999999999825,DOWN,True,1,-176.91999999999825,DOWN,True,1,-176.91999999999825,DOWN,True,2,-154.86999999999534,DOWN,True
KXBTC15M-26AUG251600-00,UP,0.8028607666666667,202.8799999999901,UP,True,0.8028607666666667,202.8799999999901,UP,True,1,202.8799999999901,UP,True,1,202.8799999999901,UP,True,2,188.86999999999534,UP,True
KXBTC15M-26AUG251615-15,DOWN,0.7517868,-89.55999999999767,DOWN,True,0.7517868,-89.55999999999767,DOWN,True,1,-89.55999999999767,DOWN,True,1,-89.55999999999767,DOWN,True,2,-102.20500000000175,DOWN,True
KXBTC15M-26AUG251630-30,DOWN,0.3083919333333333,-91.05999999999769,DOWN,True,1.218984683333333,-82.85000000000582,DOWN,True,1,-91.05999999999769,DOWN,True,2,-86.95500000000175,DOWN,True,2,-86.95500000000175,DOWN,True
KXBTC15M-26AUG251645-45,DOWN,0.7778261833333333,-242.0099999999948,DOWN,True,0.7778261833333333,-242.0099999999948,DOWN,True,1,-242.0099999999948,DOWN,True,1,-242.0099999999948,DOWN,True,2,-276.7899999999936,DOWN,True
KXBTC15M-26AUG251700-00,DOWN,0.6737605833333333,-275.0400000000081,DOWN,True,0.6737605833333333,-275.0400000000081,DOWN,True,1,-275.0400000000081,DOWN,True,1,-275.0400000000081,DOWN,True,2,-279.5100000000093,DOWN,True
KXBTC15M-26AUG251715-15,UP,0.5795977333333333,65.22000000000116,UP,True,0.5795977333333333,65.22000000000116,UP,True,1,65.22000000000116,UP,True,2,52.25,UP,True,2,52.25,UP,True
KXBTC15M-26AUG251730-30,UP,0.5828148666666666,169.38000000000466,UP,True,0.5828148666666666,169.38000000000466,UP,True,1,169.38000000000466,UP,True,2,141.37000000000262,UP,True,2,141.37000000000262,UP,True
KXBTC15M-26AUG251745-45,UP,0.1875340666666666,114.7199999999866,UP,True,1.093217433333333,138.02999999999884,UP,True,1,114.7199999999866,UP,True,2,126.37499999999272,UP,True,3,138.286666666662,UP,True
KXBTC15M-26AUG251800-00,UP,0.6797098333333333,29.5399999999936,UP,True,0.6797098333333333,29.5399999999936,UP,True,1,29.5399999999936,UP,True,1,29.5399999999936,UP,True,2,36.84499999999389,UP,True
KXBTC15M-26AUG251815-15,UP,0.2039011666666666,305.2299999999959,UP,True,1.1042038166666666,354.49000000000524,UP,True,1,305.2299999999959,UP,True,2,329.8600000000006,UP,True,2,329.8600000000006,UP,True
KXBTC15M-26AUG251830-30,DOWN,0.0258843333333333,-262.3600000000006,DOWN,True,0.9089479166666669,-311.429999999993,DOWN,True,2,-286.8949999999968,DOWN,True,2,-286.8949999999968,DOWN,True,3,-274.48666666666395,DOWN,True
KXBTC15M-26AUG251845-45,UP,0.0122718166666666,164.69000000000233,UP,True,0.8919489666666667,154.06999999999243,UP,True,2,159.37999999999738,UP,True,2,159.37999999999738,UP,True,3,172.66999999999825,UP,True
KXBTC15M-26AUG251900-00,UP,0.8822755,121.77999999999884,UP,True,0.8822755,121.77999999999884,UP,True,1,121.77999999999884,UP,True,1,121.77999999999884,UP,True,2,126.29000000000087,UP,True
KXBTC15M-26AUG251915-15,UP,0.6638962333333333,53.36000000000058,UP,True,0.6638962333333333,53.36000000000058,UP,True,1,53.36000000000058,UP,True,1,53.36000000000058,UP,True,2,39.325000000004366,UP,True
KXBTC15M-26AUG251930-30,DOWN,0.1291107,-213.6600000000035,DOWN,True,1.0097352833333333,-243.55999999999767,DOWN,True,1,-213.6600000000035,DOWN,True,2,-228.61000000000058,DOWN,True,3,-253.07666666667015,DOWN,True
