timestamp_utc,contract,elapsed_min,time_left_min,btc_price,kalshi_target,target_gap_dollars,up_ask,down_ask,raw_general_side,raw_general_confidence,fair_ready,fair_up,fair_down,fair_preferred_side,fair_preferred,fair_flip_prob,fair_stay_prob,preferred_kalshi_ask,fair_edge_vs_ask,opportunity_status,price_zone,entry_tournament_ready,entry_time_left,entry_abs_target_gap,entry_rule_version,ladder_status,ladder_direction,ladder_confidence,checkpoints,expected_final_outcome,final_status,final_side,final_confidence,final_call_source,decisive_fair_ready,required_gap,dist_over_range5,legacy_final_ready,strict_distance_pct,directional_agreement,confidence_change,strict_model_ready,brti_kalshi_gate_ready
2026-09-03T04:08:33.279946+00:00,KXBTC15M-26SEP030015-15,8.2470372,6.752962800000001,77724.03,77677.78,46.25,0.83,0.18,DOWN,0.580196362369427,True,0.8590497115276229,0.1409502884723771,UP,0.8590497115276229,0.1409502884723771,0.8590497115276229,0.83,0.029049711527622923,WAIT,EXPENSIVE / WAIT,False,6.752962800000001,46.25,V3_HISTORICAL_WINNER,RAW FORECAST,DOWN,0.580196362369427,8,UP,PASS,NONE,,NONE,False,75.0,1.0728369287868098,False,0.0006446175784007302,0,0.007931976122837359,False,False
