ticker,call_side,official_side,correct,call_time,initial_remaining_min,initial_fair,initial_distance,initial_abs_distance,30s_n,30s_min_fair_original,30s_max_fair_drop,30s_min_signed_distance,30s_max_distance_drop,30s_min_distance_ratio,30s_any_flip,60s_n,60s_min_fair_original,60s_max_fair_drop,60s_min_signed_distance,60s_max_distance_drop,60s_min_distance_ratio,60s_any_flip,90s_n,90s_min_fair_original,90s_max_fair_drop,90s_min_signed_distance,90s_max_distance_drop,90s_min_distance_ratio,90s_any_flip,2m_n,2m_min_fair_original,2m_max_fair_drop,2m_min_signed_distance,2m_max_distance_drop,2m_min_distance_ratio,2m_any_flip,3m_n,3m_min_fair_original,3m_max_fair_drop,3m_min_signed_distance,3m_max_distance_drop,3m_min_distance_ratio,3m_any_flip,rest_n,rest_min_fair_original,rest_max_fair_drop,rest_min_signed_distance,rest_max_distance_drop,rest_min_distance_ratio,rest_any_flip
KXBTC15M-26AUG241215-15,UP,UP,True,2026-08-24 16:03:25.605507+00:00,11.144325416666668,0.988095238095238,306.33000000000175,306.33000000000175,1,0.988095238095238,0.0,306.33000000000175,0.0,1.0,False,2,0.988095238095238,0.0,306.33000000000175,0.0,1.0,False,3,0.988095238095238,0.0,275.179999999993,31.15000000000873,0.8983122776090864,False,4,0.988095238095238,0.0,275.179999999993,31.15000000000873,0.8983122776090864,False,6,0.988095238095238,0.0,275.179999999993,31.15000000000873,0.8983122776090864,False,24,0.988095238095238,0.0,275.179999999993,31.15000000000873,0.8983122776090864,False
KXBTC15M-26AUG241230-30,UP,UP,True,2026-08-24 16:18:25.803713+00:00,11.40291815,0.9301075268817204,308.75,308.75,2,0.9301075268817204,0.0,308.75,0.0,1.0,False,3,0.9301075268817204,0.0,308.75,0.0,1.0,False,4,0.9301075268817204,0.0,308.75,0.0,1.0,False,5,0.9301075268817204,0.0,308.75,0.0,1.0,False,7,0.9301075268817204,0.0,308.75,0.0,1.0,False,24,0.9301075268817204,0.0,223.2200000000012,85.52999999999881,0.7229797570850242,False
KXBTC15M-26AUG241300-00,DOWN,DOWN,True,2026-08-24 16:51:25.659424+00:00,8.379744416666666,0.9301075268817204,-245.76999999998952,245.76999999998952,1,0.9301075268817204,0.0,245.76999999998952,0.0,1.0,False,3,0.9301075268817204,0.0,245.76999999998952,0.0,1.0,False,3,0.9301075268817204,0.0,245.76999999998952,0.0,1.0,False,4,0.9301075268817204,0.0,245.76999999998952,0.0,1.0,False,6,0.9301075268817204,0.0,245.76999999998952,0.0,1.0,False,18,0.9301075268817204,0.0,245.76999999998952,0.0,1.0,False
KXBTC15M-26AUG241315-15,DOWN,UP,False,2026-08-24 17:03:25.692959+00:00,11.539209316666668,0.8928571428571429,-368.11999999999534,368.11999999999534,2,0.8928571428571429,0.0,368.11999999999534,0.0,1.0,False,2,0.8928571428571429,0.0,368.11999999999534,0.0,1.0,False,4,0.890625,0.0022321428571429047,271.3399999999965,96.77999999999884,0.7370965989351297,False,5,0.7593984962406015,0.1334586466165414,169.5500000000029,198.56999999999243,0.4605835053786946,False,6,0.7593984962406015,0.1334586466165414,115.83999999999652,252.27999999999884,0.31467999565358573,False,24,0.0119047619047619,0.880952380952381,-114.58000000000176,482.6999999999971,-0.31125719873955016,True
KXBTC15M-26AUG241330-30,DOWN,DOWN,True,2026-08-24 17:20:25.664729+00:00,9.265158716666669,0.8018867924528301,-212.82000000000696,212.82000000000696,1,0.8018867924528301,0.0,212.82000000000696,0.0,1.0,False,2,0.8018867924528301,0.0,212.82000000000696,0.0,1.0,False,3,0.8018867924528301,0.0,212.82000000000696,0.0,1.0,False,4,0.8018867924528301,0.0,212.82000000000696,0.0,1.0,False,6,0.8018867924528301,0.0,212.82000000000696,0.0,1.0,False,20,0.8018867924528301,0.0,212.82000000000696,0.0,1.0,False
KXBTC15M-26AUG241400-00,UP,UP,True,2026-08-24 17:50:25.732391+00:00,9.214472183333331,0.890625,106.36000000000058,106.36000000000058,1,0.890625,0.0,106.36000000000058,0.0,1.0,False,3,0.5714285714285714,0.3191964285714286,19.729999999995925,86.63000000000466,0.1855020684467452,False,3,0.5714285714285714,0.3191964285714286,19.729999999995925,86.63000000000466,0.1855020684467452,False,5,0.5714285714285714,0.3191964285714286,19.729999999995925,86.63000000000466,0.1855020684467452,False,7,0.5714285714285714,0.3191964285714286,19.729999999995925,86.63000000000466,0.1855020684467452,False,20,0.109375,0.78125,-62.35000000000582,168.7100000000064,-0.5862166227905743,True
KXBTC15M-26AUG241415-15,UP,UP,True,2026-08-24 18:04:55.758680+00:00,9.615010316666666,0.8018867924528301,161.47000000000116,161.47000000000116,1,0.8018867924528301,0.0,161.47000000000116,0.0,1.0,False,3,0.8018867924528301,0.0,161.47000000000116,0.0,1.0,False,3,0.8018867924528301,0.0,161.47000000000116,0.0,1.0,False,4,0.8018867924528301,0.0,161.47000000000116,0.0,1.0,False,7,0.5663265306122449,0.2355602618405852,33.90999999998894,127.56000000001222,0.21000805103108128,False,21,0.5663265306122449,0.2355602618405852,31.54999999998836,129.9200000000128,0.19539233294103012,False
KXBTC15M-26AUG241530-30,DOWN,DOWN,True,2026-08-24 19:18:13.659348+00:00,11.3854048,0.8018867924528301,-146.68000000000757,146.68000000000757,1,0.8018867924528301,0.0,146.68000000000757,0.0,1.0,False,2,0.8018867924528301,0.0,146.68000000000757,0.0,1.0,False,3,0.8018867924528301,0.0,146.68000000000757,0.0,1.0,False,4,0.8018867924528301,0.0,146.68000000000757,0.0,1.0,False,6,0.8018867924528301,0.0,146.68000000000757,0.0,1.0,False,24,0.8018867924528301,0.0,146.68000000000757,0.0,1.0,False
KXBTC15M-26AUG241615-15,DOWN,DOWN,True,2026-08-24 20:04:13.712190+00:00,10.6714624,0.9301075268817204,-190.0100000000093,190.0100000000093,1,0.9301075268817204,0.0,190.0100000000093,0.0,1.0,False,2,0.9301075268817204,0.0,190.0100000000093,0.0,1.0,False,3,0.9301075268817204,0.0,174.23000000001048,15.779999999998836,0.916951739382148,False,4,0.9301075268817204,0.0,174.23000000001048,15.779999999998836,0.916951739382148,False,6,0.7593984962406015,0.17070903064111886,91.80000000000292,98.21000000000639,0.48313246671227,False,23,0.4285714285714285,0.5015360983102919,-27.7899999999936,217.8000000000029,-0.14625546023889394,True
KXBTC15M-26AUG241630-30,UP,UP,True,2026-08-24 20:20:13.735759+00:00,9.522027533333333,0.8018867924528301,68.81999999999243,68.81999999999243,1,0.8018867924528301,0.0,68.81999999999243,0.0,1.0,False,2,0.8018867924528301,0.0,68.81999999999243,0.0,1.0,False,3,0.8018867924528301,0.0,68.81999999999243,0.0,1.0,False,4,0.8018867924528301,0.0,68.81999999999243,0.0,1.0,False,6,0.6347826086956522,0.16710418375717795,29.7899999999936,39.029999999998836,0.43286835222314557,False,21,0.4285714285714285,0.37331536388140163,-16.869999999995343,85.68999999998778,-0.24513222900315604,True
KXBTC15M-26AUG241645-45,UP,UP,True,2026-08-24 20:34:43.775506+00:00,10.221263066666667,0.8018867924528301,126.76999999998952,126.76999999998952,2,0.8018867924528301,0.0,126.76999999998952,0.0,1.0,False,3,0.7593984962406015,0.042488296212228605,126.76999999998952,0.0,1.0,False,4,0.7593984962406015,0.042488296212228605,126.76999999998952,0.0,1.0,False,5,0.7593984962406015,0.042488296212228605,126.76999999998952,0.0,1.0,False,6,0.7593984962406015,0.042488296212228605,126.76999999998952,0.0,1.0,False,21,0.7593984962406015,0.042488296212228605,126.76999999998952,0.0,1.0,False
KXBTC15M-26AUG241715-15,UP,UP,True,2026-08-24 21:04:43.779745+00:00,10.269519233333334,0.8018867924528301,75.11999999999534,75.11999999999534,2,0.7593984962406015,0.042488296212228605,64.81999999999243,10.30000000000291,0.8628860489882382,False,2,0.7593984962406015,0.042488296212228605,64.81999999999243,10.30000000000291,0.8628860489882382,False,4,0.7593984962406015,0.042488296212228605,64.81999999999243,10.30000000000291,0.8628860489882382,False,4,0.7593984962406015,0.042488296212228605,64.81999999999243,10.30000000000291,0.8628860489882382,False,6,0.7593984962406015,0.042488296212228605,58.27000000000408,16.84999999999126,0.7756922257722004,False,21,0.7593984962406015,0.042488296212228605,58.27000000000408,16.84999999999126,0.7756922257722004,False
KXBTC15M-26AUG241730-30,DOWN,DOWN,True,2026-08-24 21:20:13.757961+00:00,9.544160933333334,0.9301075268817204,-160.4100000000035,160.4100000000035,1,0.9301075268817204,0.0,160.4100000000035,0.0,1.0,False,2,0.9301075268817204,0.0,160.4100000000035,0.0,1.0,False,3,0.9301075268817204,0.0,150.97999999999593,9.430000000007567,0.9412131413253079,False,4,0.9301075268817204,0.0,150.97999999999593,9.430000000007567,0.9412131413253079,False,7,0.7261146496815287,0.20399287720019166,85.72999999999593,74.68000000000757,0.5344429898385017,False,21,0.7261146496815287,0.20399287720019166,73.33999999999651,87.07000000000698,0.4572034162458382,False
KXBTC15M-26AUG241800-00,UP,UP,True,2026-08-24 21:49:13.955881+00:00,10.590261183333332,0.8928571428571429,58.55000000000291,58.55000000000291,2,0.8928571428571429,0.0,58.55000000000291,0.0,1.0,False,3,0.7261146496815287,0.16674249317561418,41.77999999999884,16.770000000004067,0.7135781383432411,False,4,0.7261146496815287,0.16674249317561418,41.77999999999884,16.770000000004067,0.7135781383432411,False,5,0.7261146496815287,0.16674249317561418,20.669999999998254,37.88000000000466,0.35303159692565717,False,6,0.7261146496815287,0.16674249317561418,20.669999999998254,37.88000000000466,0.35303159692565717,False,23,0.3652173913043478,0.5276397515527951,-57.419999999998254,115.97000000000116,-0.9807002561912109,True
KXBTC15M-26AUG241845-45,UP,UP,True,2026-08-24 22:34:13.865560+00:00,10.481288166666667,0.8018867924528301,128.66999999999825,128.66999999999825,1,0.8018867924528301,0.0,128.66999999999825,0.0,1.0,False,2,0.8018867924528301,0.0,128.66999999999825,0.0,1.0,False,3,0.7593984962406015,0.042488296212228605,121.82000000000698,6.849999999991269,0.946763037227082,False,5,0.7593984962406015,0.042488296212228605,97.26000000000931,31.40999999998894,0.7558871531826427,False,7,0.7593984962406015,0.042488296212228605,97.26000000000931,31.40999999998894,0.7558871531826427,False,23,0.2406015037593984,0.5612852886934317,-21.95999999999185,150.6299999999901,-0.1706691536488082,True
KXBTC15M-26AUG241930-30,UP,UP,True,2026-08-24 23:20:13.897818+00:00,9.352547216666666,0.890625,86.90999999998894,86.90999999998894,1,0.890625,0.0,86.90999999998894,0.0,1.0,False,3,0.890625,0.0,86.90999999998894,0.0,1.0,False,4,0.890625,0.0,86.90999999998894,0.0,1.0,False,4,0.890625,0.0,86.90999999998894,0.0,1.0,False,6,0.890625,0.0,86.90999999998894,0.0,1.0,False,20,0.890625,0.0,86.90999999998894,0.0,1.0,False
